job_listing_no,job_type,page,salary_info,technical_skills,travel_info
6151,"Contract Corp-To-Corp, Contract Independent, Contract W2",124,Depends On Experience,Crystal Reports dev,"Telecommuting not available
Travel not required"
6152,Full Time,124,Depends On Experience,"Senior T-SQL Developer SQL Server 2005 SSIS  Agile/Scrum C#. Stored Procedure, Triggers, table creation, data management  ETL","Telecommuting not available
Travel not required"
6153,"Full Time, Full Time",124,,"Application Servers, BMC, Database, DB2, Development, Genetics, Hardware, Help Desk, IBM, JavaScript, Linux, Manager, Management, MySQL, mysql, Oracle, PowerShell, Security, SQL, SQL Server, Sun, Supervision, Unix, WebSphere, Windows","Telecommuting not available
Travel not required"
6154,Contract W2,124,Negotiable,"Software as a Service (SaaS), delivering services, Enterprise support, Technical Support","Telecommuting not available
Travel required to 10%."
6155,Full Time,124,Market,"ETL, Informatica, SSIS, OLAP","Telecommuting not available
Travel not required"
6156,Full Time,124,$90K - $100K,"Security Engineer, Security, Information Security, TCP/IP, Data Network Protocols, Standard Network Protocols, IPSEC, IPv6, Protocol Analysis Tools, VPN, Firewall, Network Monitoring","Telecommuting not available
Travel not required"
6157,"Full Time, Contract",124,,"Analysis, Architecture, Business Intelligence, Business Requirements, Consulting, Costing, Data Modeling, Data Warehouse, Development, Lifecycle, Management, Modeling, Modeling Software, Project, QA, Specification, SQL","Telecommuting not available
Travel not required"
6158,Full Time,124,Depends On Experience,"sql, t-sql","Telecommuting not available
Travel not required"
6159,C2H W2,124,,Project Manager,"Telecommuting not available
Travel not required"
6160,Full Time,124,,"Analysis, Analytical Skills, Data Analysis, Data Collection, Development, Hadoop, Jenkins, Linux, Python, Release, Windows","Telecommuting not available
Travel not required"
6161,"Full Time, Full Time",124,Depends On Experience,Informatica Lead (Property & Casualty),"Telecommuting not available
Travel not required"
6162,Full Time,124,,"Analysis, Analyst, Business Requirements, Data Analysis, DBA, Development, Genetic, Management, Release, SQL, Supervisor","Telecommuting not available
Travel not required"
6163,C2H W2,124,D/O/E,"Ayava, Cisco UCS, PBX,","Telecommuting not available
Travel not required"
