company,date,detailUrl,jobTitle,job_listing_no,location,page
"Sage Group Consulting, Inc",2017-04-21,http://www.dice.com/job/result/10453601/969056?src=19,"Cloud Security Engineer  in NYC, NY",14101,"NYC, NY",283
"Embedded Resource Group, Inc",2017-04-21,http://www.dice.com/job/result/10123851/5107?src=19,Program Manager  Logistics/Service Operations (5107),14102,"Menlo Park, CA",283
System Edge (USA) L.L.C.,2017-04-21,http://www.dice.com/job/result/10106959/BA31017?src=19,.NET/Mirth Developer,14103,"Philadelphia, PA",283
eclaro,2017-04-21,http://www.dice.com/job/result/ndi/EL-SNSPAC?src=19,Network Security Specialist (Active Secret Clearance),14104,"Vicksburg, MS",283
Principle Solutions Group,2017-04-07,http://www.dice.com/job/result/10124296/MR_PDE_ATL?src=19,Process Design Engineer,14105,"Atlanta, GA",283
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5935864-634?src=19,Network Engineer,14106,"Seattle, WA",283
MATRIX Resources,2017-04-19,http://www.dice.com/job/result/matxtxman/Secuirty?src=19,IT Security Engineer,14107,"Dallas, TX",283
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/134021-en_US?src=19,Service Delivery Coordinator - Managed Hosting Services,14108,"Town And Country, MO",283
CSRA,2017-04-23,http://www.dice.com/job/result/srabot/3930413?src=19,NCIS Network Administrator,14109,"Quantico, VA",283
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5978646-907?src=19,FULLTIME *REMOTE* Postgres DBA,14110,"Charlotte, NC",283
SouthTek Resources,2017-04-16,http://www.dice.com/job/result/90987689/941276?src=19,Senior Software Cloud Engineer - NYC,14111,"New York, NY",283
Consultis,2017-04-23,http://www.dice.com/job/result/cxconmn/76063?src=19,Python Developer - Webscraping and Integration,14112,"Tavares, FL",283
Ledgent Tech,2017-04-23,http://www.dice.com/job/result/RTL152550/1005312325720?src=19,Software Quality Assurance Engineer,14113,"San Diego, Ca, CA",283
"VDart, Inc.",2017-04-21,http://www.dice.com/job/result/10330808/A11C01Ratabase?src=19,Ratabase Designer or Lead,14114,"Woodland Hills, CA",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17009083?src=19,Mechanical Design Engineer 3,14115,"Palmdale, CA",283
"T. Rowe Price Associates, Inc",2017-04-23,http://www.dice.com/job/result/RTL318549/26783?src=19,Sr Project Manager,14116,"Baltimore, MD",283
First Republic Bank,2017-04-23,http://www.dice.com/job/result/90780659/3838?src=19,Problem and Incident Analyst,14117,"San Francisco, CA",283
Primastep LLC,2017-04-17,http://www.dice.com/job/result/10280535/947672?src=19,Technical Business Analyst,14118,"Washington, DC",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17004951?src=19,Semiconductor/RF Test Engineer (level 3/4),14119,"Baltimore, MD",283
Strategic Systems Inc,2017-04-20,http://www.dice.com/job/result/10186242/ST#4039?src=19,IT Network Architect,14120,"San Francisco, CA",283
The Denzel Group,2017-04-19,http://www.dice.com/job/result/10207044/964822?src=19,Epic Analyst,14121,"Malvern, PA",283
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5969390-355?src=19,Cable Technician,14122,"Minneapolis, MN",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17008126?src=19,Space and Communications Systems Engineer 5,14123,"Redondo Beach, CA",283
Nagarro Inc,2017-04-18,http://www.dice.com/job/result/10171369/963211?src=19,Senior Software Engineer - Mobile iOS,14124,"San Francisco, CA",283
East End Resources,2017-04-21,http://www.dice.com/job/result/eastend/CWD328?src=19,Senior C#.Net Web Developer - Hedge Fund,14125,"New York, NY",283
Consultis,2017-04-23,http://www.dice.com/job/result/cxconmn/76035?src=19,Ruby on Rails Developer,14126,"Lakeland, FL",283
Bay Area Techworkers,2017-04-18,http://www.dice.com/job/result/bati/JO-170413-02792?src=19,eDiscovery Analyst - EnCE,14127,"San Diego, CA",283
Ciber,2017-04-23,http://www.dice.com/job/result/10122753/99325?src=19,PeopleSoft System Administrator/Database Analyst,14128,"Indianapolis, IN",283
"Ross Stores, Inc",2017-04-23,http://www.dice.com/job/result/10102130/17003047?src=19,"Lead, IT Applications Analyst - Store Systems",14129,"Dublin, CA",283
NorthPush,2017-04-02,http://www.dice.com/job/result/90944059/854924?src=19,Senior SQL Developer,14130,"Waltham, MA",283
Itech Consulting Partners,2017-04-22,http://www.dice.com/job/result/itechcp/SAPHCM-47C?src=19,Business Analyst - SAP HCM SuccessFactors,14131,"New Haven, CT",283
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5977958-13?src=19,Network Technician,14132,"Albuquerque, NM",283
Collabera,2017-04-11,http://www.dice.com/job/result/10208346O/2449_Adobe?src=19,Web Analyst,14133,"Bothell, WA",283
"Digital Intelligence Systems, LLC",2017-04-10,http://www.dice.com/job/result/10110693/951460?src=19,Solutions Architect / Developer,14134,"Greenwood Village, CO",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17008380?src=19,DMETS Computer Operations Support Analyst 2 (17-072),14135,"Schriever Afb, CO",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17005403?src=19,Aircraft Systems Engineer 2,14136,"Oklahoma City, OK",283
Signature Consultants,2017-04-23,http://www.dice.com/job/result/sigmass/211539-470?src=19,Salesforce Architect,14137,"Deerfield Beach, FL",283
Apple Inc.,2017-04-23,http://www.dice.com/job/result/applecup/56740464?src=19,Software Development Engineer in Test - Maps,14138,"Cupertino, CA",283
Tetra Tech AMT,2017-04-18,http://www.dice.com/job/result/10118166/16100000210?src=19,Programmer Analyst,14139,"Washington, DC",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17007949?src=19,Imagery Analyst 5,14140,"Chantilly, VA",283
Sirius Computer Solutions Inc,2017-03-31,http://www.dice.com/job/result/SCSITX/j17-0015?src=19,Java Solutions Specialist,14141,"Omaha, NE",283
JPMorgan Chase,2017-04-23,http://www.dice.com/job/result/10125746/170035499?src=19,Corporate Risk - Market Risk Projects - Associate,14142,"Jersey City, NJ",283
"Apex Systems, Inc",2017-04-11,http://www.dice.com/job/result/apexsan/953416?src=19,SharePoint Developer w/ JavaScript Experience,14143,"Austin, TX",283
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17007594?src=19,Teamcenter/eQube Application Administrator 2,14144,"Melbourne, FL",283
Palo Alto Networks,2017-04-23,http://www.dice.com/job/result/10312220/oy2q4fwO?src=19,Principal Java Software Engineer (SaaS Security),14145,"Santa Clara, CA",283
