company,date,detailUrl,jobTitle,job_listing_no,location,page
Keshav Consulting,2017-04-20,http://www.dice.com/job/result/10117533/Akki@8482?src=19,Service Activation Technician,22451,"Twinsburg, OH",450
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/00210-9500490249?src=19,Software Engineer,22452,"Tempe, AZ",450
Solstice Consulting Group,2017-03-24,http://www.dice.com/job/result/90983441/930931?src=19,Oracle Business Systems Analyst,22453,"Houston, TX",450
HomeAdvisor,2017-04-19,http://www.dice.com/job/result/RTL150852/965243?src=19,"Software Engineering Manager, iOS",22454,"Golden, CO",450
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04010-0009230982?src=19,Business Systems Analyst,22455,"Dallas, TX",450
WEVO,2017-03-28,http://www.dice.com/job/result/breezblok/1476ae699d14?src=19,Founding Engineer,22456,"Boston, MA",450
OpenLogix Corporation,2017-04-11,http://www.dice.com/job/result/10211058/944057?src=19,Adobe Experience Manager(AEM) Architect,22457,"Pittsburgh, PA",450
"iSpace, Inc",2017-04-20,http://www.dice.com/job/result/10106153/9102014?src=19,Business Development Manager - IT Staffing & Consulting Services,22458,"El Segundo, CA",450
Turnberry Solutions,2017-04-23,http://www.dice.com/job/result/10120009/17-00376?src=19,Architect,22459,"Philadelphia, PA",450
Booz Allen Hamilton,2017-04-23,http://www.dice.com/job/result/booz/J3K7SL661W4JPM8CQJJ?src=19,Network Operation Specialist Lead,22460,"Bethesda, MD",450
Outreach Services,2017-04-23,http://www.dice.com/job/result/90989762/506992?src=19,Lead Front End Engineer,22461,"Seattle, WA",450
Cisco Systems Inc.,2017-04-23,http://www.dice.com/job/result/ciscobot/1023080?src=19,Senior Software Engineer - Security Group,22462,"Austin, TX",450
Last Word Consulting,2017-04-17,http://www.dice.com/job/result/90788460/959843?src=19,Java Developer with strong TDD and java Technical Analyst,22463,"New York City, NY",450
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/03410-0009180178?src=19,Software Development Manager- DIRECT HIRE!!!,22464,"Westerville, OH",450
