job_listing_no,job_type,page,salary_info,technical_skills,travel_info
2001,Full Time,41,Negotiable,"Mindtree is seeking to hire Big Data Tech Lead with 5+ yrs of exp with the Big Data technologies, ability to prepare data and write matching algorithm using jupyter notebooks, Graph DB and Python exp","Telecommuting not available
Travel not required"
2002,Contract Corp-To-Corp,41,market,"Data architect,Data Modeler,Business analyst","Telecommuting not available
Travel not required"
2003,"Full Time, Full Time",41,,"Analysis, Automotive, Customer Service, Data Modeling, Development, Genetic, Manager, Management, Mathematical, Mathematical Models, Modeling, Statistical Analysis, Testing","Telecommuting not available
Travel required to 10%."
2004,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, long term",41,open,"DLP (Data Loss Prevention) , AWS, McAfee or Imperva Product","Telecommuting not available
Travel not required"
2005,Full Time,41,Unspecified,"SQL and NOSQL databases, ERwin, Oracle J-Developer, Tableau, etc.","Telecommuting not available
Travel required to 10%."
2006,"Contract Corp-To-Corp, Contract Independent, Contract W2, long term",41,Unspecified,"data stage, CDC, Sorting, partitioning, MS SQL SERVER, Datawarehousing","Telecommuting not available
Travel not required"
2007,"Contract Corp-To-Corp, Contract Independent, Contract W2, 2 Months+",41,Negotiable,"DPA (Data Protection Advisor), Custom Reporting, EMC","Telecommuting not available
Travel not required"
2008,"Contract W2, 12 Months",41,,ISO,"Telecommuting not available
Travel not required"
2009,,41,BASED ON EXPERIENCE,"Degreed personnel will have a minimum of six years related work experience Non-Degreed personnel will have a minimum of eight years related work experience Bachelor s Degree in Computer Science, or other technical field preferred Sufficient technical knowledge and judgment to be able to identify when other Application Development(s), IT Architect(s), or Infrastructure team(s) need to be pulled in or coordinated with Working knowledge of current IT and systems technologies and standards Strong process design/re-design skills to participate in business requirements analysis Excellent technical and operational problem solving skills Demonstrated ability to interface and collaborate with peers, developers and technical management to develop solutions that will meet the needs for those interested in the outcome Experience and good understanding of the design of databases, data warehouses and multidimensional databases Data modeling: Emphasis on logical and conceptual, but still wants physical. Able to direct, implement and maintain security controls in the database; understands operating system security controls Solid understanding of the practical application of Agile development methods Strong organizational skills; ability to manage multiple, complex tasks concurrently Strong verbal and written communication skills Good Listening skills Ability to lead technical groups Environment consists of the following technologies: Oracle 11/R12 (Rac) SQL Server 08, 10, 12, 16 SSIS Scripting, OEM OLAP Cubing IMS Mainframe Informatica ACFS Recently purchase Oracle GoldGate to support the future virtual environment.","Telecommuting not available
Travel not required"
2010,"Full Time, Contract W2, C2H W2, Long Term/ Fulltime",41,Negotiable,"Data architecture, Data warehousing, MDM, data dictionaries, SharePoint, Master Data Services, SQL Server","Telecommuting not available
Travel not required"
2011,"Contract W2, Long term",41,Depends On Experience,"Data Analyst,SQL,MS Excel creating pivot tables,health care industry and Tableau","Telecommuting not available
Travel not required"
2012,Contract W2,41,na,Previous experience working in data mining,"Telecommuting not available
Travel not required"
2013,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time",41,Negotiable,Big Data Engineer,"Telecommuting not available
Travel not required"
2014,"Contract Corp-To-Corp, Full-time, Employee",41,Unspecified,"Python, SQL, Big Data - Hadoop Ecosystem experience - Python, SQL, Big Data - Hadoop Ecosystem experience","Telecommuting not available
Travel not required"
2015,"Contract Corp-To-Corp, 12+ Months",41,Depends On Experience,"Tableau, Sql, BO, Pharma experience","Telecommuting not available
Travel not required"
2016,"Contract Corp-To-Corp, Contract Independent, Contract W2",41,Market,"Data Warehouse, ETL","Telecommuting not available
Travel not required"
2017,"Contract Independent, Contract W2, Up to 3 months",41,Market,Master Data Management,"Telecommuting not available
Travel not required"
2018,"Contract Independent, Contract W2, Up to 3 months",41,Market,Data Entry JOB in Syracuse,"Telecommuting not available
Travel not required"
2019,"Full Time, Full-time, Employee",41,"$130,000 - $225,000","Scala, SPARK, Java, Kafka, Cassandra, Docker, Chef, Puppet, Zookeeper, SMACK - Scala, SPARK, Java, Kafka, Cassandra, Docker, Chef, Puppet, Zookeeper, SMACK","Telecommuting not available
Travel not required"
2020,Full Time,41,"46,950-70,450","Education: Bachelors degree,  License/Certification: DAMA/TDWI/Microsoft certification in data management, data warehousing and/or T-SQL preferred","Telecommuting not available
Travel not required"
2021,Full Time,41,$,"Data base, Data modeling, Knowledge of RDBMS solutions, DB2, Oracle relational databases, XML, Performance tuning, ETL tools, Enterprise architecture","Telecommuting not available
Travel not required"
2022,Full Time,41,,"Analysis, Cisco, Consulting, Data Modeling, Development, Modeling, OLAP, OLTP, Oracle, PL/SQL, SQL, SQL Server, UML, UX","Telecommuting not available
Travel not required"
2023,"Contract W2, 5+",41,,"Data Center Support, Network Support, Server and Hardware","Telecommuting not available
Travel not required"
2024,Full Time,41,Depends On Experience,"Help desk, AS400, Cisco, Unix/Linux","Telecommuting not available
Travel not required"
2025,Full Time,41,"$100,000.00 to $110,000.00 per year",".Net, Agile, Analysis, Business Intelligence, Data Analysis, Database, Data Warehouse, Developer, Excel, Lifecycle, Management, OLAP, OLTP, Project, Project Management, Release, Scrum, Specification, SQL, SQL Server, Testing","Telecommuting not available
Travel not required"
