company,date,detailUrl,jobTitle,job_listing_no,location,page
Mumba Technologies,2017-04-07,http://www.dice.com/job/result/10410924/950495?src=19,Beta Field Trials Technical Support Engineer,14201,"San Jose, CA",285
Fidelis Care New York,2017-04-22,http://www.dice.com/job/result/10441189/28076?src=19,IT Clinical Application Team Lead,14202,"New York, NY",285
RSM US,2017-04-22,http://www.dice.com/job/result/RTX16cf99/SEMC20896-en-us?src=19,Consulting - Manager - Operations and Supply Chain Consulting,14203,"Alpharetta, GA",285
Marquee Staffing,2017-04-21,http://www.dice.com/job/result/10243784/BE01?src=19,Back End Developer (PHP / LAMP),14204,"Costa Mesa, CA",285
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17007728?src=19,Engineer Software 2,14205,"Azusa, CA",285
Compworldwide,2017-04-12,http://www.dice.com/job/result/10120478/10120?src=19,Oracle ATG Lead consultant,14206,"los angeles, CA",285
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17009271?src=19,Command & Control Systems Integration & Test Engineer / Test Conductor 2 / 3,14207,"Ocean Springs, MS",285
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17007379?src=19,Engineer 2 with Packaging Experience- Active Secret Clearance,14208,"Palmdale, CA",285
IMS,2017-04-23,http://www.dice.com/job/result/imssvs/BBBH5733-467?src=19,VB.Net Developer - No C2C,14209,"Santa Ana, CA",285
Global Technology Solutions Group (GTSG),2017-03-24,http://www.dice.com/job/result/10110459/MF-Network?src=19,z/OS Network Systems Programmer,14210,"Oklahoma City, OK",285
Strategic IT Staffing,2017-04-23,http://www.dice.com/job/result/10204742/JO170311205-401?src=19,Electrical Design Engineer- CNC Logic/Software,14211,"Rockford, IL",285
Finezi,2017-04-05,http://www.dice.com/job/result/10309206/AD-6631595-GA?src=19,EDI Developer (Sterling Integrator),14212,"Peachtree City, GA",285
Shulman Fleming & Partners,2017-04-23,http://www.dice.com/job/result/shulman/SA340772412?src=19,Windows Scripting / Automation Engineer,14213,"New York, NY",285
"Apex Systems, Inc",2017-04-17,http://www.dice.com/job/result/apexsan/739282?src=19,CRM Analyst,14214,"Alpharetta, GA",285
GreenSky Credit,2017-04-23,http://www.dice.com/job/result/90790689/560883?src=19,Vice President of Fraud Prevention and Mitigation,14215,"Atlanta, GA",285
EpathUSA,2017-04-19,http://www.dice.com/job/result/10207760/698862?src=19,Systems Engineer,14216,"Rockville, MD",285
Irvine Technology Corporation,2017-04-23,http://www.dice.com/job/result/itcca/14811?src=19,Sr. .NET Developer - API development,14217,"Irvine, CA",285
Veredus,2017-04-23,http://www.dice.com/job/result/veredus/1070515-719?src=19,Full Stack Web Developer,14218,"Gaithersburg, MD",285
Bloomberg L.P.,2017-04-23,http://www.dice.com/job/result/RTL380349/58093?src=19,Senior C++ Engineer for Unified Search Engine Application,14219,"New York, NY",285
"Revenue Solutions, Inc.",2017-03-24,http://www.dice.com/job/result/10206989/931615?src=19,Software Engineer,14220,"Jefferson City, MO",285
IMS,2017-04-23,http://www.dice.com/job/result/imssvs/BBBH5697-83?src=19,VB.Net Developer - TX - No C2C,14221,"Carrollton, TX",285
Mastech,2017-04-23,http://www.dice.com/job/result/gatpa001/140436?src=19,Enterprise Architect,14222,"Washington, DC",285
"Competent Systems, Inc",2017-04-17,http://www.dice.com/job/result/10171258/KK04072017-2?src=19,Capacity Planning Specialist,14223,"Atlanta, GA",285
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5975635-325?src=19,On Site Telecommunications Technician,14224,"Sioux City, IA",285
Cognizant Technology Solutions,2017-03-28,http://www.dice.com/job/result/aces/00021920241?src=19,Java/J2ee Angular JS - Tech Lead,14225,"Los Angeles, CA",285
"InfoVision, Inc.",2017-04-19,http://www.dice.com/job/result/infotx/ProdReleaeAWSda?src=19,Product Release Manager,14226,"Dallas, TX",285
Prosum,2017-04-03,http://www.dice.com/job/result/prosum/JIM-15169?src=19,"Software Engineer (C#, C/C++, Python)",14227,"El Segundo, CA",285
eXcell,2017-04-22,http://www.dice.com/job/result/excell/17-00814?src=19,"Dispatch Support Technician - Desktops, Laptops, POS",14228,"Burlingame, CA",285
CSRA,2017-04-23,http://www.dice.com/job/result/srabot/4435895?src=19,Test Engineer Associate,14229,"Chantilly, VA",285
