company,date,detailUrl,jobTitle,job_listing_no,location,page
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20164609?src=19,Distributed Generation Analyst,12701,"Waltham, MA",255
The University of Connecticut,2017-04-19,http://www.dice.com/job/result/RTX15e74d/2017505?src=19,Information Technology Lead,12702,"Hartford, CT",255
Tvh Parts Co,2017-04-21,http://www.dice.com/job/result/RTL865029/4944743?src=19,Senior .Net Developer,12703,"Olathe, KS",255
"TACG, LLC",2017-04-23,http://www.dice.com/job/result/10447676/27007230?src=19,FISMA Audit Specialist,12704,"Rockville, MD",255
Butte-Glenn Community College,2017-04-14,http://www.dice.com/job/result/jobeblok/997433?src=19,Senior Software Engineer-CCC Technology Center (7 Positions),12705,"Oroville, CA",255
InduTech,2017-04-18,http://www.dice.com/job/result/10429605/962198?src=19,Hadoop Engineer,12706,"Portland, OR",255
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170488?src=19,Manager Quality Inspections - NDE,12707,"Waltham, MA",255
BOK Financial Corporation,2017-04-23,http://www.dice.com/job/result/RTL724669/28281-en_US?src=19,Executive Assistant,12708,"Tulsa, OK",255
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170493?src=19,"Senior Analyst, Energy Efficiency Evaluation",12709,"Waltham, MA",255
Allscripts,2017-04-23,http://www.dice.com/job/result/10127643A/10587?src=19,Managed Services Business Analyst / Report Writer,12710,"Brooklyn, NY",255
CommScope,2017-04-18,http://www.dice.com/job/result/10196434/962980?src=19,IT Site Support Analyst,12711,"Shakopee, MN",255
Florida Blue,2017-04-23,http://www.dice.com/job/result/10207220/9968-682?src=19,Business Proj Mgmt,12712,"Jacksonville, FL",255
S&S Worldwide,2017-04-07,http://www.dice.com/job/result/10305676/950524?src=19,Web Developer (Contract),12713,"Colchester, CT",255
Global IT Family,2017-04-17,http://www.dice.com/job/result/90814117/951834?src=19,Systems Engineer Level 3-Infrastructure,12714,"Columbus, OH",255
"Intralot, Inc.",2017-03-24,http://www.dice.com/job/result/RTX125126/SOFTW01110?src=19,Software Engineer,12715,"Duluth, GA",255
Allscripts,2017-04-23,http://www.dice.com/job/result/10127643A/9801?src=19,Systems Analyst,12716,"Liberty, MO",255
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170690?src=19,Lead Engineer/Principal Engineer,12717,"Brooklyn, NY",255
Microfinancial (TimePayment),2017-04-21,http://www.dice.com/job/result/10292273/968774?src=19,Sr . Systems Administrator,12718,"Burlington, MA",255
LTD Commodities LLC,2017-04-17,http://www.dice.com/job/result/10211115/893449?src=19,"Senior Developer/Analyst, PLM Systems",12719,"lincolnshire, IL",255
Microfinancial (TimePayment),2017-04-21,http://www.dice.com/job/result/10292273/968727?src=19,E-Commerce Engineer,12720,"Westlake Village, CA",255
Thornburg Investment Management,2017-04-17,http://www.dice.com/job/result/RTX16af62/4938380?src=19,Application Development Support,12721,"Santa Fe, NM",255
