job_listing_no,job_type,page,salary_info,technical_skills,travel_info
24601,"Contract Corp-To-Corp, Contract Independent, Contract W2, 1 year +",493,Market,"QlikView, QlikView Server, QlikView Publisher, SQL, Oracle, User Interface, Visual Design Skills, Scripting","Telecommuting not available
Travel not required"
24602,Full Time,493,Competitive,"PeopleSoft HCM, Federal Title 5, PeopleSoft 9.2","Telecommuting not available
Travel not required"
24603,"Contract Corp-To-Corp, Contract W2",493,$60-$80,"APM development,  Predix ,Core Java, J2EE Technologies,Cloud foundry,  IOT, Spring Framework,  REST API , UI Technologies,  Web Services Technologies ,","Telecommuting not available
Travel not required"
24604,"Contract Corp-To-Corp, Long-term",493,Negotiable,ASP.Net MVC SQL Server,"Telecommuting not available
Travel not required"
24605,Full Time,493,,"Analysis, CCNA, Change Management, Cisco, Development, Hardware, LAN, Management, Materials, Networking, Network Administrator, Networks, Peripheral, Protocol, Routers, Scheduling, Security, Simulation, STP, Switches, Testing, Video, VPN, WAN","Telecommuting not available
Travel not required"
24606,Contract W2,493,Competitive,"rf, radio frequency","Telecommuting not available
Travel not required"
24607,"Full Time, Full Time",493,,"Agile, Analyst, Analytical Skills, B2B, Business Requirements, Development, Hadoop, Intern, Java, JavaScript, Management, PHP, Python, SQL, Testing, XML","Telecommuting not available
Travel not required"
24608,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time",493,open,Must have good Experience on Spark,"Telecommuting not available
Travel not required"
24609,Full Time,493,110000,electrical engineering,"Telecommuting not available
Travel not required"
24610,Full Time,493,80-100k DOE,"C#, VB.NET, ASP.NET, HTML, CSS, JavaScript, jQuery, Entity Framework, SQL 2008 R2, T-SQL","Telecommuting not available
Travel not required"
24611,Contract W2,493,Negotiable,"Java, J2EE, JSF, Spring MVC, Hibernate, Struts, REST, SOAP, XML, XSD, JavaScript, JQuery SQL, PL SQL, DB2, UDB, Oracle, Websphere, JBOSS, Tomcat, PaaS, SalesForce, Boomi, Agile","Telecommuting not available
Travel not required"
24612,"Contract Corp-To-Corp, Contract Independent, Contract W2",493,75,"GL, AR, AP, Procure-to-Pay,FA, Inventory, and Hyperion","Telecommuting not available
Travel not required"
24613,Full Time,493,Negotiable,java,"Telecommuting not available
Travel not required"
