company,date,detailUrl,jobTitle,job_listing_no,location,page
eXcell,2017-04-23,http://www.dice.com/job/result/excell/17-00791?src=19,Technical Support Associate,17401,"Hillsboro, OR",349
Cardinal Technology Solutions,2017-04-12,http://www.dice.com/job/result/10121181/955257?src=19,JAVA FULL STACK with Scala and DevOps + MQ,17402,"ELMWOOD PARK, NJ",349
First Republic Bank,2017-04-23,http://www.dice.com/job/result/90780659/3875?src=19,"Lead, Quality Assurance - BSA/AML",17403,"San Francisco, CA",349
TransUnion,2017-04-23,http://www.dice.com/job/result/10111030/95102?src=19,Senior C++ Developer,17404,"Boca Raton, FL",349
"CoStar Realty Information, Inc",2017-04-07,http://www.dice.com/job/result/10100023/R12048?src=19,Technical Manager- Devops,17405,"Washington, DC",349
eXcell,2017-04-23,http://www.dice.com/job/result/excell/17-00702?src=19,DevOps Engineer,17406,"New York, NY",349
VanderHouwen,2017-04-23,http://www.dice.com/job/result/vhassoc/33803-1807-MH58?src=19,IS Security Engineer,17407,"Portland, OR",349
PlacingIT,2017-04-21,http://www.dice.com/job/result/90819068/720?src=19,SAP ABAP Specialist - 720,17408,"Grapevine, TX",349
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17004998?src=19,Engineer Embedded Software 3,17409,"San Diego, CA",349
Cyma Systems Inc,2017-04-21,http://www.dice.com/job/result/RTL327349/967715?src=19,Lead Integration Developer,17410,"Washington, DC",349
Techstar Consulting Inc.,2017-04-19,http://www.dice.com/job/result/10201253/6810W?src=19,Digital Content Specialist,17411,"San Jose, CA",349
Rezult Technology,2017-04-20,http://www.dice.com/job/result/10107426/10440?src=19,Web Developer,17412,"Birmingham, AL",349
Mitchell Martin,2017-04-23,http://www.dice.com/job/result/mitchmar1/MITCA000J6680?src=19,DataPower,17413,NY,349
Tekniforce,2017-04-20,http://www.dice.com/job/result/10383137/937039?src=19,Sr. IT Project Manager,17414,"Raleigh, NC",349
Palo Alto Networks,2017-04-23,http://www.dice.com/job/result/10312220/oxVS4fw8?src=19,Principal Java Software Engineer (SaaS Security),17415,"Santa Clara, CA",349
CGS,2017-04-12,http://www.dice.com/job/result/10477632/BHJOB31_340?src=19,SCCM Engineer - Remote,17416,"San Francisco, CA",349
