company,date,detailUrl,jobTitle,job_listing_no,location,page
Microexcel,2017-04-20,http://www.dice.com/job/result/10206078/955007?src=19,.NET Developer,11601,"Scottsdale, AZ",233
iStaff,2017-04-21,http://www.dice.com/job/result/ISTAFFGA/swfosys?src=19,Systems and Voice Administrator,11602,"Fresno, CA",233
TechLink Resources,2017-04-21,http://www.dice.com/job/result/techlink/2884?src=19,Lead SQL Developer,11603,"Los Angeles, CA",233
Systems Technology Group Inc. (STG),2017-04-17,http://www.dice.com/job/result/10124418/Modj2EE?src=19,UI Web Developer,11604,"Dearborn, MI",233
Knowledge Builders Inc,2017-04-11,http://www.dice.com/job/result/10282707/4382?src=19,.net Architect with filenet and healthcare experience,11605,"albany, NY",233
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_193349BR?src=19,Network Engineer III,11606,"Charlotte, NC",233
Mindteck,2017-04-20,http://www.dice.com/job/result/10102371/17-00250?src=19,OCI- Reporting Engineer,11607,"Waltham, MA",233
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/04310-9500510761?src=19,PHP Developer,11608,"Richmond, VA",233
JobsPro Staffing,2017-04-21,http://www.dice.com/job/result/10216063/BI-ANALYST?src=19,"Business Intelligence BI Analyst (exp with AWS, visualization tools)",11609,"Irvine, CA",233
"Fourth Technologies, Inc.",2017-04-21,http://www.dice.com/job/result/fortek/CI-SDBA-09-IN?src=19,SQL DBA / Database Administrator,11610,"Indianapolis, IN",233
Merritt Technical Associates,2017-04-17,http://www.dice.com/job/result/mernj001/MTA-8719?src=19,API Tester Analyst,11611,"Owings Mills, MD",233
Diversified Solutions,2017-04-21,http://www.dice.com/job/result/10195064/909228?src=19,SSRS Reports --> .NET Developer,11612,"Omaha, NE",233
iORMYX,2017-04-21,http://www.dice.com/job/result/90859502/7003-PMPM?src=19,Technical Project Manager,11613,"washington, DC",233
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/9465?src=19,"Analyst, Database",11614,"Hurlburt Field, FL",233
Lenmar Consulting,2017-04-21,http://www.dice.com/job/result/10116775/892378?src=19,Network Security Engineer,11615,"Norristown, PA",233
Ztek Consulting,2017-04-03,http://www.dice.com/job/result/10217521/941500?src=19,Analytics Consultant,11616,"Charlotte, NC",233
"Beacon Hill Staffing Group, LLC",2017-04-23,http://www.dice.com/job/result/10240573/1085332-650?src=19,Business Systems Analyst,11617,"Saint Paul, MN",233
Mindlance,2017-04-20,http://www.dice.com/job/result/10114908/PC913?src=19,Java Developer,11618,"Newport Beach, CA",233
IO Datasphere,2017-04-18,http://www.dice.com/job/result/10193654/4980WI-D?src=19,Database Administrator,11619,"Madison, WI",233
Cisco Systems Inc.,2017-04-23,http://www.dice.com/job/result/ciscobot/1201615?src=19,Security Network Consulting Engineer,11620,"Bentonville, AR",233
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/SK-13665353?src=19,"Automation Engineer - Testing, DevOps, Agile - RELO",11621,"Portland, OR",233
"JCG-DBA BI Group, Inc.",2017-04-07,http://www.dice.com/job/result/10122016/932747?src=19,Senior Informatica Consultant,11622,"Vienna, VA",233
Verizon,2017-04-22,http://www.dice.com/job/result/10241294/452290-1B?src=19,Security Analytics Manager,11623,"Basking Ridge, NJ",233
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_183730BR?src=19,Advanced Video Engineer III,11624,"Broomfield, CO",233
Prospance Inc.,2017-04-21,http://www.dice.com/job/result/10427688/2457?src=19,.NET Developer,11625,"Fremont, CA",233
Calance US,2017-04-23,http://www.dice.com/job/result/cxbcsi/Job29183?src=19,Business Systems Analyst (Marketing/Campaign Mgmt Technology),11626,"Plano, TX",233
Chameleon Technologies,2017-04-19,http://www.dice.com/job/result/10113073/1874?src=19,Software Developer 3,11627,"Issaquah, WA",233
Prodware Solutions,2017-04-21,http://www.dice.com/job/result/90859050/967791?src=19,Java Web Developer - Need locals for F2F tomorrow,11628,"Phoenix, AZ",233
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/22934?src=19,"Sr Principal Analyst, Database",11629,"Montgomery, AL",233
Snap Inc,2017-04-18,http://www.dice.com/job/result/10112892/PR-HQ-266?src=19,Systems Administrator - IT Infrastructure,11630,"Washington, DC",233
Acro Service Corp.,2017-03-31,http://www.dice.com/job/result/ACRO/940992?src=19,Web Developer,11631,"atlanta, GA",233
TS KANDILIT LLC,2017-04-20,http://www.dice.com/job/result/90784838/967028?src=19,Senior Server Engineer,11632,"van nuys, CA",233
I-Link Solutions,2017-04-19,http://www.dice.com/job/result/10202797/MSD0809?src=19,MicroStrategy Developer,11633,"Sterling, VA",233
Tech Mahindra (Americas) Inc.,2017-04-17,http://www.dice.com/job/result/10117699/927843?src=19,Technical Product Manager + Eloqua Admin,11634,"Glendale, CA",233
Verizon,2017-04-22,http://www.dice.com/job/result/10241294/453543-1A?src=19,Business Intelligence Developer,11635,"Colorado Springs, CO",233
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/CT1-136423511?src=19,Business Intelligence Developer,11636,"Chicago, IL",233
Trigent Solutions,2017-04-21,http://www.dice.com/job/result/10486913/953269?src=19,Lead IT Auditor,11637,"Vienna, VA",233
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/21837?src=19,Software Architect,11638,"Towson, MD",233
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/MM4-13666962?src=19,Senior BPM Consultant,11639,"Minneapolis, MN",233
Aditi Staffing LLC,2017-04-06,http://www.dice.com/job/result/10111892a/948017?src=19,Java and Hadoop Engineer,11640,"Austin, TX",233
Govplace,2017-04-19,http://www.dice.com/job/result/10433802/95?src=19,Solutions Architect - Cyber Security,11641,"Reston, VA",233
Volt,2017-04-23,http://www.dice.com/job/result/10105694/19213-598?src=19,Credit Systems Analyst,11642,"Irving, TX",233
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/MA2-1293463288?src=19,"Application Architect - Python, Java, Ruby",11643,"New York, NY",233
"Computer Enterprises, Inc.",2017-04-21,http://www.dice.com/job/result/ceiam/968054?src=19,Report Developer,11644,"Pittsburgh, PA",233
"Computer Enterprises, Inc.",2017-04-21,http://www.dice.com/job/result/ceiam/800311?src=19,Business Intelligence Developer,11645,"Philadelphia, PA",233
S&P Global,2017-04-22,http://www.dice.com/job/result/RTX14fecf/223300?src=19,Senior Network Engineer,11646,"Hightstown, NJ",233
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/21335?src=19,Systems Engineer,11647,"San Diego, CA",233
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1620766?src=19,Oracle Database Integration Consultant,11648,"Miami, FL",233
Cystems Logic,2017-04-18,http://www.dice.com/job/result/10205791/WebSphere_Archi?src=19,IBM WebSphere Commerce Architect,11649,"Melville, NY",233
Infosys,2017-04-23,http://www.dice.com/job/result/10204393/21666BR?src=19,Consultant - US,11650,"Boston, MA",233
