company,date,detailUrl,jobTitle,job_listing_no,location,page
TEG Global,2017-04-21,http://www.dice.com/job/result/10114457/926307?src=19,Contract: Oracle Commerce / ATG / Endeca Architect/Designers,9101,"Portland, OR",183
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_186008BR?src=19,Systems Engineering Manager,9102,"Greenwood Village, CO",183
Touch World Inc.,2017-04-20,http://www.dice.com/job/result/touchw/3808?src=19,Cyber Security Software Engineer,9103,"Trenton, NJ",183
Net ESolutions Corporation (NETE),2017-04-22,http://www.dice.com/job/result/10203295/341?src=19,Sr. SQL Developer/DBA,9104,"Bethesda, MD",183
Kellton Tech,2017-04-21,http://www.dice.com/job/result/cyberwsi/966155?src=19,ETL Developer,9105,"Salt Lake city, UT",183
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/01340-9500499631?src=19,SQL DBA with 2016 SQL Server Experience,9106,"Chicago, IL",183
Systems Technology Group Inc. (STG),2017-04-21,http://www.dice.com/job/result/10124418/VBD42117?src=19,Visual Basic Developer,9107,"Dearborn, MI",183
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1620956?src=19,Oracle Database Administrator,9108,"Detroit, MI",183
Louisiana Economic Development,2017-04-18,http://www.dice.com/job/result/90833617/CSRA134883?src=19,Intel Software Developer- 2017/2018 Graduates ONLY! Must be Clearable,9109,"Bossier City, LA",183
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/RP1-QUALMGRHVHIPTNC32?src=19,Quality Manager Commercial HVAC,9110,"High Point, NC",183
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/526785?src=19,Team Lead,9111,"Jamison City, PA",183
The Atlantic Group,2017-04-20,http://www.dice.com/job/result/10513353/904780?src=19,Business Intelligence Developer,9112,"Greenwich, CT",183
Bowhead/ UICGS,2017-04-22,http://www.dice.com/job/result/10122062/17-0123?src=19,IT Helpdesk Specialist (Entry Level),9113,"Fort Meade, MD",183
"e-Staff Consulting Group, Inc.",2017-04-21,http://www.dice.com/job/result/10120217/952247?src=19,Business Intelligence Developer,9114,"Pittsburgh, PA",183
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/125153?src=19,Sr. Oracle Developer / Architect,9115,"Rosemont, IL",183
NetApp,2017-04-23,http://www.dice.com/job/result/netapbot/42507BRDIC?src=19,Senior UX Designer,9116,"Waltham, MA",183
InfoObjects Inc,2017-04-21,http://www.dice.com/job/result/10207302/968155?src=19,BI Project Manager (Need locals),9117,"san ramon, CA",183
"iTech Solutions, Inc",2017-04-20,http://www.dice.com/job/result/10111560/17-00874?src=19,IT Systems Analyst,9118,"Minnetonka, MN",183
