company,date,detailUrl,jobTitle,job_listing_no,location,page
"Greenberg Traurig, LLP",2017-04-17,http://www.dice.com/job/result/RTL122275/818422?src=19,Financial Systems Reports Developer,21751,"Doral, FL",436
Nordstrom,2017-04-23,http://www.dice.com/job/result/10211957a/280196?src=19,Senior Software Engineer - Store Technologies,21752,"Seattle, WA",436
Neuro Systems Inc.,2017-04-17,http://www.dice.com/job/result/10360631/656443?src=19,Core Java Developer with java 1.8,21753,"Sunnyvale, CA",436
Infogroup Northwest,2017-04-23,http://www.dice.com/job/result/infogrup/17299?src=19,Full Stack Web Engineer,21754,"Vancouver, WA",436
Genpact LLC,2017-03-24,http://www.dice.com/job/result/HEADSTRO/931142?src=19,"Epsilon Harmony Specialist (Email Campaign Specialist), CA",21755,"San Jose, CA",436
"Request Technology, LLC",2017-04-13,http://www.dice.com/job/result/napil006/RHVMSRS?src=19,VMWare Senior Systems Administrator,21756,"Reston, VA",436
Open Systems Technologies,2017-04-17,http://www.dice.com/job/result/opensyst/32356?src=19,Lead Systems Administrator,21757,"New York, NY",436
Chase Technology Consultants,2017-04-21,http://www.dice.com/job/result/10229302/950650?src=19,100% Remote Front End Developer,21758,"Boston, MA",436
"iTek People, Inc.",2017-04-14,http://www.dice.com/job/result/10172322/958618?src=19,Identity Access and Management (IAM) Lead,21759,"Torrance, CA",436
CGI,2017-04-23,http://www.dice.com/job/result/cgiamsbot/J0716-1362?src=19,SASMO,21760,"Los Alamitos, CA",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/LW-136209620?src=19,"Software Engineer  Linux Networking and Database, C Programming",21761,"Richardson, TX",436
"Medical Science & Computing, Inc.",2017-04-04,http://www.dice.com/job/result/10412693P/828791?src=19,Senior Linux Systems Administrator,21762,"Bethesda, MD",436
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_190130BR?src=19,Network Engineer III- DOCSIS,21763,"Centennial, CO",436
"Paramount Software Solutions, Inc",2017-04-18,http://www.dice.com/job/result/10452799/53621?src=19,.Net Developer,21764,"Atlanta, GA",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/SS2-13664064?src=19,.NET Developer (C# / ASP.NET / APIs),21765,"Centennial, CO",436
PredicaInc,2017-04-21,http://www.dice.com/job/result/90902095/947222?src=19,Enterprise Java Cloud Architect,21766,"Southfield, MI",436
Tech-Net Inc,2017-03-28,http://www.dice.com/job/result/10200467/416?src=19,Sr. Web Methods Developer,21767,"Sacramento, CA",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/DR5-136179123?src=19,"Agile Project Manager - Agile, Jira Agile, PMP",21768,"San Francisco, CA",436
Net2Source Inc.,2017-04-21,http://www.dice.com/job/result/10271304/953172?src=19,"Android Developer at Charlotte, NC",21769,"Charlotte, NC",436
Centraprise Corp,2017-04-20,http://www.dice.com/job/result/10530321/2005002?src=19,RSA Archer Administration,21770,"Saint Louis, MO",436
"Fast Switch, Ltd.",2017-03-31,http://www.dice.com/job/result/fastoh/KB38403?src=19,Embedded Software Engineer,21771,"Pasadena, CA",436
U.S. Tech Solutions Inc.,2017-04-19,http://www.dice.com/job/result/usts/868893?src=19,Front End Web Developer/Designer,21772,"Bellevue, WA",436
Make Corporation,2017-04-21,http://www.dice.com/job/result/makecorp/MM-OC107?src=19,Infrastructure Security Engineer,21773,"CHICAGO, IL",436
"firstPRO, Inc.",2017-04-20,http://www.dice.com/job/result/FIRSTPRO/958519?src=19,Senior .NET Developer / 2 Days Remote,21774,"Alpharetta, GA",436
SmartIMS Inc.,2017-04-21,http://www.dice.com/job/result/SMARNJ/PEGANJ?src=19,PEGA Systems Architect,21775,"Lawrenceville, NJ",436
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_185759BR?src=19,"Sr Mgr, Network Security Ops",21776,"Centennial, CO",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JK5-136155323?src=19,Programmatic Sales Executive,21777,"New York, NY",436
BONN Corporation,2017-04-17,http://www.dice.com/job/result/90988060/958745?src=19,Software Engineer,21778,"Las Vegas, NV",436
"Netboyee, LLC",2017-04-11,http://www.dice.com/job/result/10528418/506735?src=19,Android Developer,21779,"Las Vegas, NV",436
Strivector,2017-04-18,http://www.dice.com/job/result/10482237/881553?src=19,Java Developer,21780,"Charlotte, NC",436
The Creative Group,2017-04-23,http://www.dice.com/job/result/10466845/04410-9500511123?src=19,Visual Designer,21781,"Seattle, WA",436
Matrix Technology Group,2017-04-13,http://www.dice.com/job/result/mategr/9923-SFDC-SB?src=19,AWS Cloud Architect / Manager,21782,"New York, NY",436
"NoraLogic, Inc.",2017-04-21,http://www.dice.com/job/result/90970037/15083-13015?src=19,Project Manager with Web Analytics experience,21783,"Oak Brook, IL",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JP10-136480710?src=19,Customer Success Manager - Incredible Opportunity & Compensation,21784,"Austin, TX",436
Louisiana Economic Development,2017-04-18,http://www.dice.com/job/result/90833617/CSRA863654?src=19,Storage System Admin-SC & TSA EOD Req'd-(ITC 222)-Bossier City-LA,21785,"Bossier City, LA",436
Henry Elliott & Company Inc.,2017-04-17,http://www.dice.com/job/result/10110886/HECmap3779?src=19,MUMPS/VistA Test Engineer,21786,"St. Petersburg, FL",436
HCL America Inc.,2017-04-21,http://www.dice.com/job/result/hcl001/897744?src=19,Corepoint & Epic Bridges Middleware Administrator,21787,"Irwindale, CA",436
Ascensus,2017-04-22,http://www.dice.com/job/result/10354743/R0001424?src=19,Security Operations Analyst,21788,"Newton, MA",436
"Sentient Energy, Inc.",2017-03-29,http://www.dice.com/job/result/10460000/722173?src=19,Java Software Architect - Cloud Platform Development,21789,"Santa Clara, CA",436
ASAP Staffing,2017-04-20,http://www.dice.com/job/result/asapga/860297?src=19,Payroll Specialist,21790,"Norcross, GA",436
,2017-04-23,http://www.dice.com/job/result/10117904/20173016-770?src=19,Army Health Analytics Test Analyst - Intermediate,21791,"Fairfield, CA",436
Ventures Unlimited,2017-04-21,http://www.dice.com/job/result/10338945/657904?src=19,Java Developer( Technical Support),21792,"Irvine, CA",436
"ESP Systems Professionals, Inc.",2017-04-17,http://www.dice.com/job/result/10112058/942564?src=19,Business Systems Analyst,21793,"Minneapolis, MN",436
@tech Consulting Group,2017-04-21,http://www.dice.com/job/result/techa001d/stan-nath?src=19,Planner-Scheduler (Stan-natha),21794,"palo alto, CA",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/AC-Sys-EPMS16?src=19,Windows Systems Engineer - Electrical Power Monitoring Systems,21795,"Edison, NJ",436
"22nd Century Technologies, Inc.",2017-04-21,http://www.dice.com/job/result/90739239/SUCHIKA_SPSADMI?src=19,Sharepoint Administrator in Dahlgren VA with TS/SCI Clearance Must,21796,"Dahlgren, VA",436
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/AW-135876535?src=19,Senior C++ Engineer (HPC),21797,"Irvine, CA",436
"Global Systems, LLC",2017-04-20,http://www.dice.com/job/result/10194503/938662?src=19,IBM Websphere Commerce Developer in CA,21798,"Fremont, CA",436
Net2Source Inc.,2017-04-07,http://www.dice.com/job/result/10271304/949969?src=19,ios developer with LinkedInID,21799,"Seattle, WA",436
V2Soft,2017-04-20,http://www.dice.com/job/result/10115258/22568?src=19,Web administrator / Web Application Developer,21800,"Lansing, MI",436
