company,date,detailUrl,jobTitle,job_listing_no,location,page
Crescent Solutions Inc,2017-04-19,http://www.dice.com/job/result/10489680/965289?src=19,Product Manager,13151,"Los Angeles, CA",264
Vaco - Dallas,2017-04-23,http://www.dice.com/job/result/10115369/AVQ1835-289?src=19,"Avaya/VoIP Engineer l Direct Hire l $70-$80K l Chicago, IL",13152,"Arlington Heights, IL",264
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/261726?src=19,C# .NET Developer,13153,"Burlington, MA",264
"TSR Consulting Services, Inc.",2017-04-21,http://www.dice.com/job/result/tsrnj/17-01401?src=19,Recruiting Coordinator,13154,"Getzville, NY",264
"GlobalLogic, Inc.",2017-04-20,http://www.dice.com/job/result/RTL65472/802896?src=19,Backend Database Developer_GL,13155,"Mountain View, CA",264
AAA Global Technologies LLC,2017-04-15,http://www.dice.com/job/result/90773857/959678?src=19,Web analyst,13156,"Orlando, FL",264
Vaco - Memphis,2017-04-23,http://www.dice.com/job/result/10115369/INFOSEC111-295?src=19,"Information Security Engineer, Incident Response",13157,"Memphis, FL",264
Aspect,2017-04-23,http://www.dice.com/job/result/RTL175090/8818?src=19,Oracle Application Developer,13158,"Sacramento, CA",264
Kelly Services,2017-04-23,http://www.dice.com/job/result/10216736/US33Y8JP_BH1289037?src=19,CNC PROGRAMMER,13159,"Elyria, OH",264
"Guidance Software, Inc.",2017-04-17,http://www.dice.com/job/result/RTL115372/530?src=19,Sr Software Developer C++,13160,"Dulles, VA",264
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/129110-en_US?src=19,Cad Technician 2,13161,"Englewood, CO",264
Princeton Information Ltd,2017-04-22,http://www.dice.com/job/result/cxprince/17-03602?src=19,Senior Application System Engineer,13162,"Tampa, FL",264
NYU Langone Medical Center,2017-04-22,http://www.dice.com/job/result/10111241/26256?src=19,"Manager, IT Enterprise Tools",13163,"Nyu Langone Health System, NY",264
Sirius Computer Solutions Inc,2017-04-18,http://www.dice.com/job/result/SCSITX/J17-0008?src=19,Development Operations (DevOps) Solutions Specialist,13164,"Omaha, NE",264
