company,date,detailUrl,jobTitle,job_listing_no,location,page
Concord Technology,2017-04-18,http://www.dice.com/job/result/10110198/APINENG?src=19,Apigee Infrastructure Engineer,18951,"Philadelphia, PA",380
Confidential Company,2017-03-27,http://www.dice.com/job/result/10511767/888865?src=19,"Manager, Portal Applications",18952,"Waltham, MA",380
NICE Systems,2017-04-23,http://www.dice.com/job/result/10115980/8437?src=19,Software architect (AML)- Actimize,18953,Raanana,380
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02710-9500495521?src=19,A/V Audio Visual Programmer,18954,"Parsippany, NJ",380
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JJ5-133778152?src=19,Quality Systems Engineer,18955,"Woodstock, CT",380
The Creative Group,2017-04-23,http://www.dice.com/job/result/10466845/04510-0008913199?src=19,SEO Research Associate,18956,"Alexandria, VA",380
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/22333?src=19,Network Engineer - TS/SCI Req'd,18957,"Chantilly, VA",380
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/527192?src=19,RESEARCH ASSOCIATE - ENTRY,18958,"Clarkson Valley, MO",380
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/7254?src=19,Information Security Analyst,18959,"Crane, IN",380
"Computer Enterprises, Inc.",2017-04-14,http://www.dice.com/job/result/ceiam/958405?src=19,FTP Analyst,18960,"Pittsburgh, PA",380
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/03320-0009039911?src=19,Software Engineer,18961,"Cincinnati, OH",380
Vitaver Staffing,2017-04-19,http://www.dice.com/job/result/10123955/10631?src=19,JD Edwards Techno-Functional Analyst,18962,"Tallahassee, FL",380
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/BF2-136180223?src=19,Business Development Manager - Americas MSDS,18963,"Los Angeles, CA",380
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/524626?src=19,Clinical Analytics Development Analyst,18964,"Chicago, IL",380
CSS Staffing,2017-04-21,http://www.dice.com/job/result/conne001/SystemsAdminDM?src=19,"Systems Administrator  Des Moines, IA",18965,"Des Moines, IA",380
GTechNY,2017-04-22,http://www.dice.com/job/result/10113301/dgmysqlvj?src=19,MySQL DBA with Vertica and Jenkins for adTech,18966,"New York, NY",380
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/PMM-136169023?src=19,E-Commerce sales administrator,18967,"Buffalo Grove, IL",380
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/LV2-1296493202?src=19,Scrum Product Owner,18968,"Burlington, VT",380
"ConsultNet, LLC",2017-04-23,http://www.dice.com/job/result/cxcnetut/17-00979?src=19,Mining Technician,18969,"Salt Lake City, UT",380
TPC Staffing,2017-04-12,http://www.dice.com/job/result/90933086/906?src=19,Network Systems Administrator,18970,"Baraboo, WI",380
