job_listing_no,job_type,page,salary_info,technical_skills,travel_info
8751,Full Time,176,Depends On Experience,"Cognos, Database, Database Administration, Developer, SDLC, SQL, SQL Server, Testing","Telecommuting not available
Travel not required"
8752,Full Time,176,Depends On Experience,".Net, Analysis, Database, Database Administration, Data Collection, Developer, Development, HTML, Java, Lifecycle, Lifecycle Development, Programming, Project, SQL, SQL Server, Testing","Telecommuting not available
Travel not required"
8753,C2H W2,176,Depends On Experience,"MS SQL Server, SQL Server, C#, OOP, automated testing framework, tSQLt, Agile, DevOps","Telecommuting not available
Travel not required"
8754,"Contract Corp-To-Corp, Contract Independent, Contract W2",176,85000 + full benefit,"CISSP, CISA, SANS, metric, SLA, security, Unix, Linux, NIST, COBIT,","Telecommuting not available
Travel not required"
8755,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",176,Depends On Experience,Apex; Data Management,"Telecommuting not available
Travel not required"
8756,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",176,Depends On Experience,"Informatica MDM, Hyperion, SSIS","Telecommuting not available
Travel not required"
8757,"Full Time, Contract W2, Long Term",176,Negotiable,"DevOps, QA testing, Azure, Linux, Ubuntu ,MySQL, PostGreSQL, Redis, DocumentDB , Ruby, Java , Github, Git, Jira, Nexus , Jenkins, Chef, Puppet.","Telecommuting not available
Travel not required"
8758,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",176,Depends On Experience,"Ab Initio ETL Developer with healthcare exp , Phone and in person","Telecommuting not available
Travel not required"
8759,"Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2, 9 Months",176,Negotiable,"Sr. Technical Writer HTML DITA, XML, XML Metal, Oxygen.CSS, JavaScript","Telecommuting not available
Travel not required"
8760,Full Time,176,Negotiable,"JEE technologies, Spring Core, Spring MVC, Spring Boot, XSD, XPath, XSL, XSLT, JSON, Javascript, HTML","Telecommuting not available
Travel not required"
8761,Full Time,176,"$100,000","SQL, Crystal Reports, Microsoft SQL Server, Tableau, Mircosoft BI Stack, Microsoft SSIS, Data modeling","Telecommuting not available
Travel required to 10%."
8762,Contract W2,176,Depends On Experience,"ADP, Ceridian, PeopleSoft GL","Telecommuting not available
Travel not required"
8763,Part Time,176,$,"customer service, a+, help desk","Telecommuting not available
Travel not required"
8764,Full Time,176,Negotiable,See job overview.,"Telecommuting not available
Travel not required"
8765,"Contract Corp-To-Corp, Contract W2, Long",176,Depends On Experience,"charles river,upgrades,fixed income trading, investment compliance,analyst","Telecommuting not available
Travel not required"
8766,"Full Time, Full-time, Employee",176,"Unspecified - $150,000","Java, Spring MVC, SOAP, Server Side Development, Hibernate, Spring Data JPA, JPA, Ant, Maven, GIT - Java, Spring MVC, SOAP, Server Side Development, Hibernate, Spring Data JPA, JPA, Ant, Maven, GIT","Telecommuting not available
Travel not required"
8767,Contract W2,176,Market,"Web Services, XML,REST, MDM - Oracle CDH","Telecommuting not available
Travel not required"
8768,Full Time,176,Market,"""infrastructure architect"" ""data center architect""","Telecommuting not available
Travel not required"
8769,Contract Corp-To-Corp,176,$92 Hourly,"Active Directory, LDAP, Radius, NTLM, SAML, AADL, IWA and Open directory platforms, PKI, S/Mime, SSL","Telecommuting not available
Travel not required"
8770,"Contract Corp-To-Corp, 24 Months",176,$45,"C#.Net, VB.Net, ORACLE PL/SQL, ORACLE 9i, JAD, SDLC, Crystal Reports","Telecommuting not available
Travel not required"
8771,Full Time,176,Competitive,"Project Management, agile, scrum, Oracle software development, PMP, JIRA","Telecommuting not available
Travel not required"
8772,Full Time,176,Competitive,"unix, linus, linux","Telecommuting not available
Travel not required"
8773,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",176,Depends On Experience,"Network Architect,MPLS, Wireless & Controller, Ethernet, Cisco HW and SW,TCP/IP, Juniper, WAN/MAN/LAN/Wi-Fi, Data Center, Sniffer, BGP, Cisco Nexus, ITIL MacAfee, ASR, F5","Telecommuting not available
Travel not required"
8774,"C2H Independent, C2H W2",176,open,"security, network","Telecommuting not available
Travel not required"
8775,Full Time,176,OTE 150-170K,"SAP, Inside Sales, Salesforce.com, Data Warehouses, Big Data Replication, ETL, Cloud technology","Telecommuting not available
Travel required to 10%."
8776,"Full Time, Full-time, Employee",176,"$90,000 - $110,000","C#, SQL, ASP.NET, Winforms, Entity Framework, MVC, WCF, WPF, Agile - C#, SQL, ASP.NET, Winforms, Entity Framework, MVC, WCF, WPF, Agile","Telecommuting not available
Travel not required"
8777,Full Time,176,Competative,"setup, testing, operation and teardown of audiovisual and videoconference equipment, including video data projection systems, computers, audio and videoconference equipment, video switchers.","Telecommuting not available
Travel not required"
8778,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 12+ Months",176,Negotiable,"ColdFusion, HMTL, CSS,JavaScript, Ajax, jQuery","Telecommuting not available
Travel not required"
8779,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12 Months",176,Negotiable,"IMS system software and related program products software installation, migrations, customization and maintenance, SMP/E maintenance utility, DBMS security interfaces, familiar with DBMS connection","Telecommuting not available
Travel not required"
8780,Full Time,176,$95K-$105K,".net, Developer, ASP.NET, MVC, SQL Server, CSS, Javascript, C#","Telecommuting not available
Travel not required"
8781,Full Time,176,,,"Telecommuting not available
Travel not required"
8782,"Contract Corp-To-Corp, Contract Independent, Contract W2, 1+ year",176,Depends On Experience,"Hadoop, Core Java ,Spark , Scala, Cassandra,Multi threading, Spring,Data structures etc","Telecommuting not available
Travel not required"
8783,"Full Time, Contract W2, 1 year",176,Negotiable,"Design experience, Process Excellence experience, Quality Systems","Telecommuting not available
Travel not required"
8784,"Full Time, Full-time, Employee",176,"$130,000 - $160,000","High Growth Startup - hired 20-30 people in a year, Technical Recruitment Background, Emphasis in Sales/Marketing/Business Ops/Product, Sourcing and Closing High level talent in SF, Built and Ran a High Functioning Recruiting Team, Must be a great networker and have a track record, Progressive Sourcing Techniques - Direct & Data, Self-Motivated - loves of the hustle of a startup, Passive Candidate Recruitment strategy a must, Commitment to Continuous Improvement with Execs. - High Growth Startup - hired 20-30 people in a year, Technical Recruitment Background, Emphasis in Sales/Marketing/Business Ops/Product, Sourcing and Closing High level talent in SF, Built and Ran a High Functioning Recruiting Team, Must be a great networker and have a track record, Progressive Sourcing Techniques - Direct & Data, Self-Motivated - loves of the hustle of a startup, Passive Candidate Recruitment strategy a must, Commitment to Continuous Improvement with Execs.","Telecommuting not available
Travel not required"
