company,date,detailUrl,jobTitle,job_listing_no,location,page
ApTask,2017-04-04,http://www.dice.com/job/result/10441603/944111?src=19,SAS Platform Administrator,15351,"Plano, TX",308
Wipro Ltd.,2017-04-04,http://www.dice.com/job/result/10110759/905789?src=19,Senior VMware Administrator,15352,"O'Fallon, MO",308
Loginsoft Consulting LLC,2017-04-20,http://www.dice.com/job/result/10118406/LSCSCI0006?src=19,Sr. Java / J2EE Developer,15353,"Rockville, MD",308
BIAS Corporation,2017-04-23,http://www.dice.com/job/result/10124935/CH5284722177494?src=19,Oracle SaaS ERP Financials Cloud Lead,15354,"Atlanta, GA",308
Bloomberg L.P.,2017-04-23,http://www.dice.com/job/result/RTL380349/58093?src=19,Senior C++ Engineer for Unified Search Engine Application,15355,"New York, NY",308
Samiti Technology Inc.,2017-04-17,http://www.dice.com/job/result/RTL58643/942162?src=19,iOS Apps Developer,15356,"Brooklyn, NY",308
Fidelis Care New York,2017-04-22,http://www.dice.com/job/result/10441189/25365?src=19,Database Administrator III (Greenplum/PostgreSQL),15357,"Buffalo, NY",308
"Preston-Hunter, Inc.",2017-03-24,http://www.dice.com/job/result/90907130/1116?src=19,IT Infrastructure Services - Database Administrator,15358,"Austin, TX",308
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17005564?src=19,Engineer Systems Test 4-17569,15359,"Schriever Afb, CO",308
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/261719?src=19,Network Engineer,15360,"Alexandria, VA",308
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/262160?src=19,Virtualization Engineers (Secret Clearance),15361,"Draper, UT",308
Tableau Software,2017-04-23,http://www.dice.com/job/result/RTX13987A/19879?src=19,Enterprise Applications Software Engineer,15362,"Seattle, WA",308
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/135011-en_US?src=19,Manager Sales Engineering,15363,"Minneapolis, MN",308
JPMorgan Chase,2017-04-23,http://www.dice.com/job/result/10125746/170031200?src=19,Researcher - End User Services,15364,"Columbus, OH",308
"Tentek, Inc.",2017-04-05,http://www.dice.com/job/result/tentekgl/JE12667_2?src=19,Sr. Business Analyst (Agile/Scrum),15365,"Culver City, CA",308
Kinetix Technology,2017-04-14,http://www.dice.com/job/result/10124635/17-00799?src=19,Systems Engineer,15366,"Dulles, VA",308
"V-Soft Consulting Group, Inc",2017-04-21,http://www.dice.com/job/result/vsky001/913280?src=19,Technical Architect,15367,"Auburn Hills, MI",308
LogicBulls,2017-04-12,http://www.dice.com/job/result/90819125/956344?src=19,Design Verification position (PCIe Gen3),15368,"Santa Clara, CA",308
eXcell,2017-04-22,http://www.dice.com/job/result/excell/17-00828?src=19,Desk Side Computer Repair Technician,15369,"Lawrence Township, NJ",308
"8K Miles Software Services, Inc.",2017-03-31,http://www.dice.com/job/result/10118198D/729250?src=19,Pharma Validation Business Analyst,15370,"Thousand Oaks, CA",308
Korcomptenz Inc,2017-04-21,http://www.dice.com/job/result/10116462/17-00377?src=19,"Microsoft Dynamics NAV professional Camarillo, CA",15371,"Camarillo, CA",308
"Digital Intelligence Systems, LLC",2017-03-30,http://www.dice.com/job/result/10110693/938722?src=19,OpenShift Support Engineer (DevOps),15372,"Plymouth, MN",308
Princeton Information Ltd,2017-04-22,http://www.dice.com/job/result/cxprince/17-03281?src=19,IT Developer - Standard,15373,Franklin Lakes,308
"IIT, Inc",2017-04-20,http://www.dice.com/job/result/iitinc/7553?src=19,"Sybase Developer >> Sybase ASE, Tentaho Report Designer, PDI, A",15374,"Albany, NY",308
Softnice Inc,2017-04-14,http://www.dice.com/job/result/10212463/MJ6473?src=19,Salesforce Architect,15375,"Boston, MA",308
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5956968-835?src=19,Senior Java Engineer,15376,"San Francisco, CA",308
"DST Systems, Inc",2017-04-07,http://www.dice.com/job/result/RTX191607/R223284?src=19,Sr. Technology Lifecycle Manager - Monitoring & Tools,15377,"Kansas City, MO",308
Fulcrum Worldwide,2017-04-07,http://www.dice.com/job/result/fulcruml/944730?src=19,Senior Manual Tester with Gherkin Experience,15378,"Houston, TX",308
s.com,2017-04-07,http://www.dice.com/job/result/cxcrstff/5969Hern?src=19,SQL Server or Sybase DBA,15379,"Herndon, VA",308
Matlen Silver,2017-04-23,http://www.dice.com/job/result/90939747/940887?src=19,.Net Developer,15380,"New York, NY",308
"Shimento, Inc.",2017-04-21,http://www.dice.com/job/result/10126196/17-00062?src=19,QA-Analyst-!!!,15381,"san ramon, CA",308
"CSI IT, LLC",2017-04-21,http://www.dice.com/job/result/csitall/10589?src=19,Hyperion Planning,15382,"West Palm Beach, FL",308
Visionaire Partners,2017-04-14,http://www.dice.com/job/result/10294321/BHJOB2052_13092?src=19,Application Support Engineer - BHJOB2052_13092,15383,"Marietta, GA",308
CSRA,2017-04-23,http://www.dice.com/job/result/srabot/4450887?src=19,Senior PeopleSoft Functional SME - HR Core,15384,"Columbia, SC",308
A2C Consulting,2017-04-19,http://www.dice.com/job/result/10275036/PD-N-ELTSDBP?src=19,ENTRY LEVEL SQL Server Developer,15385,"Horsham, PA",308
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5951286-931?src=19,Structured Cabling Technician,15386,"Indianapolis, IN",308
Mastech,2017-04-23,http://www.dice.com/job/result/gatpa001/140380?src=19,UX Designer,15387,"Newark, NJ",308
Fidelis Care New York,2017-04-22,http://www.dice.com/job/result/10441189/27832?src=19,Business Systems Analyst III - QHCM,15388,"New York, NY",308
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/135718-en_US?src=19,SR LEAD PRODUCT STRATEGIST,15389,"New Century, KS",308
GreenSky Credit,2017-04-23,http://www.dice.com/job/result/90790689/572619?src=19,Fraud Analyst II - Atlanta,15390,"Atlanta, GA",308
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/261750?src=19,Reporting Analyst w/ SSRS or Crystal Reports,15391,"Boston, MA",308
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5956762-723?src=19,Fire Alarm/ CCTV Cable Technician,15392,"Honolulu, HI",308
