company,date,detailUrl,jobTitle,job_listing_no,location,page
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5973090-3?src=19,ERP Trainer/Instructional Designer,13701,"Baltimore, MD",275
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5975635-325?src=19,On Site Telecommunications Technician,13702,"Sioux City, IA",275
"TRIGYN TECHNOLOGIES, INC.",2017-04-22,http://www.dice.com/job/result/trinj/A1116-0006-MP?src=19,QA Analyst (ETL),13703,"New York, NY",275
ASSYST,2017-04-21,http://www.dice.com/job/result/10112570/967804?src=19,Refugee Operations Manager,13704,"Arlington, VA",275
Garrison Associates,2017-04-21,http://www.dice.com/job/result/emtekny/edjavaequity?src=19,Java Developer with Equity Derivatives,13705,"New York, NY",275
SBS Corp.,2017-04-19,http://www.dice.com/job/result/10125078/964423?src=19,"Need Teradata+ SSIS lead @Renton, WA",13706,"Renton, WA",275
xScion Solutions,2017-04-21,http://www.dice.com/job/result/10124587/2185?src=19,Mid Level Pega Developer with PCS Experience,13707,"Reston, VA",275
Blue Canopy Group LLC,2017-04-05,http://www.dice.com/job/result/10113265/2159?src=19,Technical PM,13708,"Washington, DC",275
Talener,2017-04-20,http://www.dice.com/job/result/10226910/966207?src=19,DevOps Engineer  Internet,13709,"Los Angeles, CA",275
Gambit Technologies,2017-04-23,http://www.dice.com/job/result/10116662/JS3475203280667?src=19,Sr. Python Developer for Greenfield Risk Platform (NYC 200-300k+),13710,"New York, NY",275
Matlen Silver,2017-04-21,http://www.dice.com/job/result/90979153/961096?src=19,Application Developer,13711,"Houston, TX",275
Visionaire Partners,2017-04-03,http://www.dice.com/job/result/10294321/BHJOB2052_12944?src=19,"Senior Manager, Pricing Analytics - BHJOB2052_12944",13712,"Atlanta, GA",275
Blue Canopy Group LLC,2017-03-28,http://www.dice.com/job/result/10113265/2138?src=19,IA Analyst,13713,"Washington, DC",275
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/261949?src=19,Derivative Strategy Analyst,13714,"Boston, MA",275
Idealforce LLC,2017-04-20,http://www.dice.com/job/result/10396801/46490?src=19,Web Developer/SR,13715,"Phoenix, AZ",275
WHO... a staffing company,2017-04-13,http://www.dice.com/job/result/10457717/927704?src=19,JavaScript Engineer,13716,"Baltimore, MD",275
Britstan Technology,2017-04-18,http://www.dice.com/job/result/10115978/112290?src=19,The Systems Administrator,13717,"Ridgecrest, CA",275
eXcell,2017-04-22,http://www.dice.com/job/result/excell/17-00869?src=19,Network Engineer,13718,"Sacramento, CA",275
The Tri-Com Consulting Group,2017-04-07,http://www.dice.com/job/result/tricomcg/mlh0093?src=19,Backup Engineer,13719,"Quincy, MA",275
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5974483-406?src=19,QA-Practice Architect-Automation,13720,"Chicago, IL",275
Blue Canopy Group LLC,2017-04-10,http://www.dice.com/job/result/10113265/2092?src=19,OWF Architect,13721,"Reston, VA",275
"Sierra-Cedar, Inc.",2017-04-19,http://www.dice.com/job/result/adrga001/HCM-CL-1854?src=19,Oracle ERP Cloud - Functional Consultant,13722,"Alpharetta, GA",275
