job_listing_no,job_type,page,salary_info,technical_skills,travel_info
25051,"Full Time, Contract Independent, Contract W2, C2H Independent",502,Negotiable,AEM CQ Solr Web Services AJAX,"Telecommuting not available
Travel not required"
25052,C2H W2,502,commensurate w/exp,"Expert in developing efficient, service-oriented applications, with in-depth knowledge of HTTP, REST and JSON. Experience with JSON+API is a plus.  Experience with ASP.NET Web API, Caste Windsor","Telecommuting not available
Travel not required"
25053,Full Time,502,Competitive,Certified Scrum Master or Certified Scrum Product Owner,"Telecommuting not available
Travel required to 10%."
25054,"Contract Independent, Contract W2, C2H Independent, C2H W2, 2+ mos",502,BASED ON EXPERIENCE,"SCRUM MASTER, SCRUMMASTER","Telecommuting not available
Travel not required"
25055,Full Time,502,120-130K,"SaaS, API Integration, SQL","Telecommuting not available
Travel not required"
25056,Full Time,502,"80,000 - 100,000","Crystal Reports, Requirements Gathering, Manufacturing, ETL, SSRS","Telecommuting not available
Travel not required"
25057,Contract Corp-To-Corp,502,,API Engineer,"Telecommuting not available
Travel not required"
25058,Full Time,502,Negotiable,Bash Scripting,"Telecommuting not available
Travel not required"
25059,Full Time,502,Depends On Experience,"Network management, SONET, DWDM, IP and routing protocols, LAN, WAN,","Telecommuting not available
Travel not required"
25060,"Contract W2, 12 months",502,MR,System Engineer- Office365 Admin,"Telecommuting not available
Travel not required"
25061,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",502,Negotiable,"Agile, Analyst, Development, Java, Linux, NoSQL, Project","Telecommuting not available
Travel not required"
25062,"Contract W2, 12 Months",502,$,"(SCRUM OR AGILE) AND (.NET) AND (JAVA) AND (VB OR ""VISUAL BASIC"") AND (SQL) AND (MVC OR ""ANGULAR JS"") AND (C# OR ""C #""),","Telecommuting not available
Travel not required"
25063,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6 months",502,$17.12 per hour,"electronics, reading schematics, electronic testing","Telecommuting not available
Travel not required"
25064,"Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2",502,Depends On Experience,"SAP - ABAP RICEFWs Interactive & Classical, ALV, Dialog Programming","Telecommuting not available
Travel not required"
25065,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, Long Term",502,Negotiable,Senior Dot Net UI Developer,"Telecommuting not available
Travel not required"
25066,"Full Time, Full Time",502,"$50,000.00 to $100,000.00 per year","Analyst, B2B, CTO, Customer Service, Desktop Support, Development, Director, Manager, Management, Networking, Project, Research, Sales, Technician","Telecommuting not available
Travel not required"
25067,"Contract Corp-To-Corp, 12 Months",502,Depends On Experience,Looking for Tableu Developer,"Telecommuting not available
Travel not required"
25068,Full Time,502,,"Analysis, Analyst, Linux, Security, Telecommunications, Unix, Video, Windows","Telecommuting not available
Travel not required"
25069,"Full Time, Contract W2, C2H W2, 4 months",502,Competitive,"ETL, Ingestion, DataBase, DBConnect","Telecommuting not available
Travel not required"
25070,"Full Time, Perm",502,80000-90000 yearly,"Analysis, Application, Applications, Architecture, AS400, Customer Service, Database, DB2, Development, ILE, Management, Materials, Performance, Programming, Project, Quality, RPG, Software, SQL, System, Systems","Telecommuting not available
Travel not required"
25071,"Part Time, Full time",502,open,MDM Developer,"Telecommuting not available
Travel not required"
25072,"Full Time, Full-time, Employee",502,"$140,000 - $160,000","Java, J2EE, JBOSS, Apache, Agile, JavaScript, HTML5, AWS, Git - Java, J2EE, JBOSS, Apache, Agile, JavaScript, HTML5, AWS, Git","Telecommuting not available
Travel not required"
25073,Contract W2,502,00,"Project Manager, PMP, CSM","Telecommuting not available
Travel not required"
25074,"Full Time, Direct Hire",502,$70K - $120K,Will take H1B Visa Holders -,"Telecommuting not available
Travel not required"
25075,"Full Time, Contract Corp-To-Corp, Contract W2, C2H W2, 12 Months",502,Depends On Experience,"Java/J2EE, JSP, Servlets, Spring MVC, Hibernate, jQuery, MySQL, MariaDB, Oracle SQL & PLSQL, 3, HTML5, JS, CSS, XML, Ajax, AngularJS, Networks, Controllers, OpenFlow, NFV, Cloud/OpenStack.","Telecommuting not available
Travel not required"
25076,"Full Time, Full-time, Employee",502,"$70,000 - $100,000","Linux, BSD Unix platforms, Python, Linux bridging, routing network stack, SQL Databases, Python Scripts, KVM managed VMs, C Language, SDN concepts - Linux, BSD Unix platforms, Python, Linux bridging, routing network stack, SQL Databases, Python Scripts, KVM managed VMs, C Language, SDN concepts","Telecommuting not available
Travel not required"
25077,"Full Time, Full Time",502,$45.00 to $55.00 per hour,"Agile, AngularJS, Apache, API, Architecture, CSS, Database, Developer, Development, Excel, Hardware, HTML, IIS, JavaScript, jQuery, Management, Microsoft Word, MySQL, mysql, Object Oriented Programming, OOP, PHP, Programming, Project, Project Management, Quality Assurance, Sales, Security, SOAP, Software Engineer, SQL, Testing, Web Servers, Windows, XML","Telecommuting not available
Travel not required"
25078,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Independent, C2H W2",502,Negotiable,"reports, Pull SQL,  Supply Chain","Telecommuting not available
Travel not required"
25079,Full Time,502,,"Analysis, Analyst, Architecture, CISSP, Development, Excel, ISO, Management, Networks, PowerPoint, Project, Risk Management, Security, Video","Telecommuting not available
Travel not required"
25080,Full Time,502,Negotiable,"Javascript, Python and/or C/C++.","Telecommuting not available
Travel not required"
25081,"Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2",502,Depends On Experience,"ASP.Net, angularjs, WCF, MVC","Telecommuting not available
Travel not required"
25082,"C2H Corp-To-Corp, C2H Independent, C2H W2, Multiple Year",502,Depends On Experience,"Oracle OFSAA, ETL, SDLC, Agile","Telecommuting not available
Travel not required"
25083,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H W2, Part Time, 6+",502,open,Qlikview Developer,"Telecommuting not available
Travel not required"
25084,"Full Time, Full Time",502,"$60,000.00 to $80,000.00 per year","Encryption, Firewall, Hogan, Security","Telecommuting not available
Travel not required"
25085,"Full Time, FULLTIME",502,,"Costing, Development, Excel, Genetic, Management, Metrics, PLC","Telecommuting not available
Travel not required"
25086,"Full Time, Contract Independent, Contract W2, C2H Corp-To-Corp, 12  Months",502,Depends On Experience,"Selenium, SOAP UI, ClearQuest","Telecommuting not available
Travel not required"
25087,Full Time,502,Depends On Experience,"ASP.NET, C#.NET, Entity Framwork, ORM, WCF, Web Services, MVC, SQL","Telecommuting not available
Travel not required"
25088,"Full Time, Full Time",502,,"Architecture, Circuit, Cisco, Development, DNS, Forth, HTTP, Linux, Manager, Management, Networking, Oracle, PowerPoint, Project, Project Management, Protocols, QA, STP, Tandem, Telecom, Telecommunications, Testing, VMware","Telecommuting not available
Travel not required"
25089,"Full Time, Contract W2",502,Depends On Experience,salesforce.com,"Telecommuting not available
Travel not required"
25090,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",502,Negotiable,"Database, Excel, Outlook, Quality Assurance","Telecommuting not available
Travel not required"
25091,"Contract Corp-To-Corp, 6+ months",502,Negotiable,"Azure Powershell deployments, Insights and Diagnostics","Telecommuting not available
Travel not required"
25092,"Full Time, Full Time",502,Depends On Experience,"Duck Creek, .NET, SQL","Telecommuting not available
Travel not required"
25093,Full Time,502,Negotiable,"business analysis, business process models, BA work plans, senior BA","Telecommuting not available
Travel not required"
25094,"C2H Corp-To-Corp, C2H Independent, C2H W2",502,Negotiable,Program Manager,"Telecommuting not available
Travel not required"
25095,Full Time,502,"$75,000 - $90,000","VMWare, Active Directory, storage, virtual servers","Telecommuting not available
Travel required to 10%."
25096,Full Time,502,100000 125000,"Server Side Java, Java 8, Agile","Telecommuting not available
Travel not required"
25097,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",502,Negotiable,"Agile, API, Developer, Development, J2EE, Java, Java J2EE, Jenkins, Linux, Management, Shell Scripting, SVN, Unix","Telecommuting not available
Travel not required"
25098,Full Time,502,,"Foundation, Hardware, Knowledge Management, Linux, Management, Networking, Project, Security, Systems Administrator, VMware, VMS, Windows","Telecommuting not available
Travel not required"
25099,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12 Months",502,Depends On Experience,Sr. Cassandra Developer with strong Java Experience,"Telecommuting not available
Travel not required"
25100,Full Time,502,Negotiable,"SAP, Software Training, Training","Telecommuting not available
Travel not required"
