company,date,detailUrl,jobTitle,job_listing_no,location,page
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/GM2-136239418?src=19,Software Engineer - Clearance: TS Full Scope Poly,8451,"McLean, VA",170
"Computer Aid, Inc.",2017-03-30,http://www.dice.com/job/result/10114077/933725?src=19,SSRS Developer,8452,"Wilmington, NC",170
Palace Gate Corporation,2017-04-21,http://www.dice.com/job/result/10124421/LG3523x?src=19,Lead Information Security Administrator,8453,"Chicago, IL",170
Global Technical Talent,2017-04-21,http://www.dice.com/job/result/gtt/17-00797?src=19,Network / Security Infra Analyst,8454,"Philadelphia, PA",170
RightStaff Technical Resources,2017-04-21,http://www.dice.com/job/result/RIGHTTX/10898?src=19,IT Infrastructure Manager,8455,"Plano, TX",170
"DatamanUSA, LLC",2017-04-17,http://www.dice.com/job/result/10109429/AN_45?src=19,Database and Software Applications Support (Case management system),8456,"Boulder, CO",170
Technologent,2017-04-10,http://www.dice.com/job/result/10504540/5?src=19,Unix Administrator Tech Lead,8457,"Greensboro, NC",170
Unison Systems Inc.,2017-04-22,http://www.dice.com/job/result/unison/4320?src=19,Sr Systems Integrator,8458,"Englewood, CO",170
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/LS3-13671991?src=19,"Sr. Software Engineer- Ruby, Rails, MySQL, ElasticSearch, WFH!",8459,"Chicago, IL",170
Allium,2017-04-12,http://www.dice.com/job/result/10210999/955650?src=19,System Analyst (Deltek Costpoint),8460,"Baltimore, MD",170
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/02760-0009242366?src=19,Business Analyst,8461,"Summit, NJ",170
"HTC Global Services, Inc.",2017-04-18,http://www.dice.com/job/result/htcinc/RAPM9086?src=19,EPC Project Manager,8462,"Jackson, MI",170
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/04860-9500490672?src=19,Contract to Perm - BI Developer with Oracle Exp,8463,"La Vergne, TN",170
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/03900-0009211726?src=19,Business Process Analyst II - 2 month engagement,8464,"Memphis, TN",170
Collabera,2017-04-13,http://www.dice.com/job/result/07960AP/8414_BA_TX?src=19,Business Analyst,8465,"Irving, TX",170
The Goshen Group,2017-04-18,http://www.dice.com/job/result/10492616/961753?src=19,Account Executive,8466,"Wayne, PA",170
