job_listing_no,job_type,page,salary_info,technical_skills,travel_info
19251,"C2H Independent, C2H W2",386,$22.84 to $24.04 per hour,".Net, API, Architecture, ASP, ASP.NET, C#, Database, Developer, Development, Foundation, Management, OOP, Programmer, Programming, QA, Software Engineer, SQL, Testing, Version Control, Windows","Telecommuting not available
Travel not required"
19252,Contract W2,386,,Senior Systems Engineer /Technical,"Telecommuting not available
Travel not required"
19253,Full Time,386,"$80,000.00 to $120,000.00 per year","Business Requirements, Cognos, Database, Developer, Development, SQL","Telecommuting not available
Travel not required"
19254,Full Time,386,$60.00 to $70.00 per hour,"Automated, CSS, Database, Developer, Development, HTML, JavaScript, Libraries, Protocols, Security, Testing, Web Developer","Telecommuting not available
Travel not required"
19255,"Full Time, Full Time",386,"$85,000.00 to $105,000.00 per year","Cabling, CASE, CCNA, Cisco, Consulting, Firewall, LAN, Management, Network Engineer, Networks, Project, Router, Security, TCP/IP, VPN, WAN, Wireless","Telecommuting not available
Travel not required"
19256,Contract Independent,386,$65-$110/hr,"ServiceNow, JavaScript","Telecommuting not available
Travel required to 50%."
19257,"Full Time, Full-time, Employee",386,"$100,000 - $175,000","Product Management, Mobile Product Management, APIs/SDKS, Agile, Mobile Products, ECommerce - Product Management, Mobile Product Management, APIs/SDKS, Agile, Mobile Products, ECommerce","Telecommuting not available
Travel not required"
19258,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12 Months",386,Negotiable,"SAP Hybris,SAP Hybris E-Commerce, SAP Hybris Marketing","Telecommuting not available
Travel not required"
19259,"Contract Corp-To-Corp, Contract W2, 6+ Months",386,Depends On Experience,"Access Management, ADFS(Active Directory Federation Services), Single Sign-On","Telecommuting not available
Travel not required"
19260,Full Time,386,,"Database, Management, Outlook, Recruiter, Scheduling","Telecommuting not available
Travel not required"
19261,"C2H Independent, C2H W2",386,$20.59 to $23.84 per hour,"Analysis, Cisco, Customer Service, Database, Hardware, Management, PBX, Security, Telecommunications, Windows, Windows 7","Telecommuting not available
Travel not required"
19262,Full Time,386,85+,"Lancope (Stealth Watch), PaloAlto Next Gen Firewalls, Fire Eye, MPS' HP, ArcSight, HP Tipping point, Microsoft Windows, Linux, TCP/IP, UNIX, IP Routing, VPN, SSL, CISSP, CEH, Security+, GIAC, CCNA","Telecommuting not available
Travel not required"
19263,Full Time,386,,".Net, Analysis, CASE, Change Management, CISSP, Configuration Management, Cryptography, Database, Database Administration, Development, HTTP, Linux, Management, Release, Research, Risk Management, Security, SOX, System Administrator, Windows","Telecommuting not available
Travel not required"
19264,"Full Time, C2H Independent, C2H W2, CTH",386,Negotiable,".Net, VB HTML, JavaScript, CSS","Telecommuting not available
Travel not required"
19265,"Full Time, Full Time",386,,"Accounting, Analysis, Analyst, Change Management, Development, Management, Project, Project Management, Risk Management, SAP, Security, SOX, Testing","Telecommuting not available
Travel not required"
19266,Full Time,386,"$48,622.00 - $89,95","A bachelor's degree in computer science, information systems, or a related field and experience in the support of Intel based enterprise servers with Microsoft and/or Red Hat Enterprise Linux as the o","Telecommuting not available
Travel not required"
19267,Full Time,386,Depends On Experience,"Salesforce, HubSpot, B2B","Telecommuting not available
Travel not required"
19268,"Full Time, Contract Corp-To-Corp, Contract W2, 6+ Months",386,Market,PeopleSoft HCM Core HR Payroll Testing,"Telecommuting not available
Travel not required"
19269,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12 Months",386,Negotiable,"10+ years of software development experience, Java, J2EE, Spring, Amazon AWS, Postgres or Mysql databases","Telecommuting not available
Travel not required"
19270,"Full Time, Contract Corp-To-Corp, Contract W2",386,Depends On Experience,"Salesforce Technical Architect , Salaesforce Architect, Salesforce Certifications, VisualForce, APEX, Jquery, SOAP, REST","Telecommuting not available
Travel not required"
19271,"Contract Independent, Contract W2, C2H Independent, C2H W2",386,BASED ON EXPERIENCE,,"Telecommuting not available
Travel not required"
19272,Full Time,386,,"Analysis, Database, Database Administration, Hardware, Management, Networks, Peripheral, Scripts, Security, Simulation, SQL, Supervision, Video, VMS","Telecommuting not available
Travel not required"
19273,Full Time,386,,,"Telecommuting not available
Travel not required"
19274,"Full Time, Full-time, Employee",386,"$130,000 - $175,000","Node.JS, Python, CSS3, HTML5, Knockout - Node.JS, Python, CSS3, HTML5, Knockout","Telecommuting not available
Travel not required"
19275,"Full Time, FTE",386,100-200K base,"2+ years of Python, Linux","Telecommuting not available
Travel not required"
19276,"Contract Independent, Contract W2, C2H Independent, C2H W2",386,,"B2C, Development, Management, Metrics, Project, Project Management","Telecommuting not available
Travel not required"
19277,"Contract Independent, Contract W2",386,BASED ON EXPERIENCE,,"Telecommuting not available
Travel not required"
19278,"C2H W2, 6 month C2H",386,$85K/yr,"VMware, Active Directory, VoIP, Cisco","Telecommuting not available
Travel not required"
19279,"Full Time, Full-time, Employee",386,"$110,000 - $150,000","C++, Embedded Systems, Robotics, ARM 32 bit architecture, STM32 MCUs, Debian GNU/Linux, TDD, Agile - C++, Embedded Systems, Robotics, ARM 32 bit architecture, STM32 MCUs, Debian GNU/Linux, TDD, Agile","Telecommuting not available
Travel not required"
19280,"Contract Independent, Contract W2, Long Term",386,Competitive,"Tester // IOS Testing // Agile// W2 // 1099 // Harrisburg, PA","Telecommuting not available
Travel not required"
19281,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",386,Negotiable,"Development, Disaster Recovery, Hardware, Management, Metrics, Programming, Research, Security, Testing","Telecommuting not available
Travel required to 60%."
19282,Full Time,386,,"Analysis, Analyst, Analytical Skills, Anti-Virus, Architecture, Business Requirements, Development, ERP, Hardware, Management, Metrics, Project, Protocols, Routers, Security, SOX, Switches","Telecommuting not available
Travel not required"
19283,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",386,Depends On Experience,"AWS, Rackspace, VMWare, Hybrid-Cloud,	SaltStack, Chef, Ansible or Puppet","Telecommuting not available
Travel not required"
19284,"Full Time, C2H Corp-To-Corp, C2H Independent, C2H W2",386,Market,"SAP BASIS Admin, Level2 production support, ServiceManager,  ServiceNow","Telecommuting not available
Travel not required"
19285,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, 6+months",386,Depends On Experience,"Java Front-End,JUnit tests,Java code,SQL programming,Hibernate","Telecommuting not available
Travel not required"
19286,"Full Time, Mid-Career",386,Competitive,Software Engineer,"Telecommuting not available
Travel not required"
19287,Full Time,386,,"Analysis, Analyst, CISSP, Disaster Recovery, Firewall, Manager, Management, Networks, Project, Risk Management, Security, Simulation","Telecommuting not available
Travel not required"
19288,"Contract Corp-To-Corp, Contract W2, 6+ months",386,Negotiable,"Experience with Java backend, Maven, Jenkins, XML","Telecommuting not available
Travel not required"
19289,Full Time,386,,".Net, Analysis, Analyst, CCIE, CCNA, CCNP, Cisco, Networking, Networks, Protocols, Routers, Security, Supervision, Switches","Telecommuting not available
Travel not required"
19290,"Contract W2, 6 Month Contract",386,Negotiable,Advanced communication and excel skills,"Telecommuting not available
Travel not required"
19291,"Full Time, Full Time",386,115k + 15%bonus,"Web Proxy Filters, DLP, Spam, HP Webinspect","Telecommuting not available
Travel not required"
19292,Full Time,386,$57.00 to $66.00 per hour,".Net, Agile, ASP, ASP.NET, C#, Change Management, Configuration Management, Developer, Development, IIS, JavaScript, Management, PowerShell, Project, Quality Assurance, Scrum, SQL, Testing, Web Developer","Telecommuting not available
Travel not required"
