company,date,detailUrl,jobTitle,job_listing_no,location,page
Latitude36 Inc,2017-03-28,http://www.dice.com/job/result/techrp/563073?src=19,Data Analysis/Statistician,2601,"Ashburn, VA",53
"Intelligent Capital Network, Inc.",2017-04-13,http://www.dice.com/job/result/humancap/5108?src=19,Java Big Data Lead Developer / Architect,2602,"McLean, VA",53
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/TB3-134998264?src=19,Senior Front End Engineer - Data Analytics Startup,2603,"San Francisco, CA",53
"IntellectBrains, Inc",2017-04-12,http://www.dice.com/job/result/90958225/856955?src=19,Data Stage Developer,2604,"chicago, IL",53
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/123938?src=19,"Sr. IT AUDITOR (Data Gov., Big Data, Data Warehousing)",2605,"Phoenix, AZ",53
"Sunrise Systems, Inc.",2017-04-10,http://www.dice.com/job/result/sunrise/17-03156?src=19,Healthcare Test Data Manager,2606,"Pleasanton, CA",53
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/BC2-13650389?src=19,Data Analyst,2607,"Newport Beach, CA",53
Hobbs Madison,2017-04-13,http://www.dice.com/job/result/10397781/DB112?src=19,"Data Analyst, Data Migration Consultant, Banking, Boston, MA",2608,"Boston, MA",53
WWT Advanced Solutions,2017-04-03,http://www.dice.com/job/result/10106058/456642?src=19,Data Center Project Manager,2609,"San Francisco, CA",53
Softworld Inc,2017-04-22,http://www.dice.com/job/result/softwinc/Softworld_2234-468?src=19,Data Engineer,2610,"Dedham, MA",53
Radiology Partners,2017-04-06,http://www.dice.com/job/result/RTX1ba5b0/948559?src=19,Billing Data Steward - Remote,2611,"Chicago, IL",53
CGI,2017-04-22,http://www.dice.com/job/result/cgiamsbot/J0217-1561?src=19,SAP Data Integration Lead,2612,"Hartford, CT",53
Talbridge Corporation,2017-04-21,http://www.dice.com/job/result/talbrid/DA_mvca_1804?src=19,Data Analyst,2613,"Mountain View, CA",53
Adept CC,2017-04-19,http://www.dice.com/job/result/10430092/957707?src=19,Big Data Architect,2614,"Costa Mesa, CA",53
Emvia Inc,2017-04-19,http://www.dice.com/job/result/90979540/938860?src=19,Enterprise Data Architect,2615,"Montvale, NJ",53
General Dynamics Information Technology,2017-04-22,http://www.dice.com/job/result/90979310/12509?src=19,Cloud-Data Center Infrastructure Systems Architect,2616,"Herndon, VA",53
Santander Consumer USA,2017-04-10,http://www.dice.com/job/result/10187888/951433?src=19,Human Capital Data Analyst,2617,"Dallas, TX",53
UTG,2017-04-22,http://www.dice.com/job/result/10201661/794552?src=19,Data Architect,2618,"saint louis, MO",53
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/NNG-13658534?src=19,Technical Product Manager - Data,2619,"Los Angeles, CA",53
