company,date,detailUrl,jobTitle,job_listing_no,location,page
Droisys,2017-04-20,http://www.dice.com/job/result/10124779/584800?src=19,Direct Client Need BI Project Manager  // Locals Only //,20751,"San Ramon, CA",416
Louisiana Economic Development,2017-04-18,http://www.dice.com/job/result/90833617/IBM983958?src=19,SAP Process Orchestration Developers and Administrators,20752,"Baton Rouge, LA",416
RecruitIQ Staffing,2017-04-23,http://www.dice.com/job/result/appblok/3422_ac12212d1bb235cde715eca8571d2958?src=19,"ServiceNow Developer (Tampa, FL)",20753,"Raleigh, NC",416
Net ESolutions Corporation (NETE),2017-04-23,http://www.dice.com/job/result/10203295/352?src=19,System & Database Administrator,20754,"Rockville, MD",416
"Fast Switch, Ltd.",2017-04-23,http://www.dice.com/job/result/fastoh/LJ-37869?src=19,Full Stack .NET C# Azure Developer,20755,"Allen Park, MI",416
"E*Pro, Inc.",2017-04-21,http://www.dice.com/job/result/estarpro/EPRO-CH-JAVA-CA?src=19,JavaScript Engineer,20756,"Century City, CA",416
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1620358?src=19,SQL Analyst,20757,"Orlando, FL",416
"Akraya, Inc.",2017-04-23,http://www.dice.com/job/result/10115235/17-01164?src=19,C# Developer : 17-01164,20758,"Oak Brook, IL",416
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_189136BR?src=19,Sr Test Engineer-OVP,20759,"Greenwood Village, CO",416
WalkerHealthcareIT,2017-04-11,http://www.dice.com/job/result/10440540/1720?src=19,Project Management Director,20760,"Philadelphia, PA",416
Experis,2017-04-23,http://www.dice.com/job/result/COMSYSD/FOX_11218058-567?src=19,Test Software Engineer,20761,"Rancho Cordova, CA",416
"Meridian Technologies, Inc.",2017-04-20,http://www.dice.com/job/result/10486463/kasnetcaci?src=19,HBSS SME,20762,"Quantico, VA",416
Kelly IT,2017-04-17,http://www.dice.com/job/result/10114756a/957285?src=19,Test Lead,20763,"pleasanton, CA",416
"Sunrise Systems, Inc.",2017-04-14,http://www.dice.com/job/result/sunrise/17-04788?src=19,Project Manager,20764,"San Jose, CA",416
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04130-9500485048?src=19,Network Engineer,20765,"Houston, TX",416
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_188770BR?src=19,"Director, Video Products",20766,"Greenwood Village, CO",416
"Cybersearch, Ltd",2017-04-23,http://www.dice.com/job/result/cybersea/6775?src=19,Middleware Administrator,20767,"Roseville, CA",416
Impact Consulting Solutions,2017-04-04,http://www.dice.com/job/result/10121357/751475?src=19,Senior Software Engineer,20768,"Pittsburgh, PA",416
Rekruiters LLC.,2017-04-21,http://www.dice.com/job/result/10480055/2666?src=19,Senior C# Web Developer,20769,"Katy, TX",416
CASE Technologies,2017-04-12,http://www.dice.com/job/result/10444000/JW1111?src=19,Java/Web Developer,20770,"Atlanta, GA",416
3coast,2017-04-20,http://www.dice.com/job/result/itjobs/SC10974?src=19,Senior Programmer Analyst,20771,"Galveston, TX",416
Confidential Company,2017-03-27,http://www.dice.com/job/result/10101487/17-00196?src=19,Research Support Specialist,20772,"Charlotte, NC",416
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/SN1-136302417?src=19,Lead Supervisor,20773,"Bluffton, IN",416
Technology Resource Group Inc.,2017-04-23,http://www.dice.com/job/result/90734436/17-00676?src=19,AEM Lead Developer,20774,"Las Vegas, NV",416
"Squires Group, Inc",2017-04-19,http://www.dice.com/job/result/10115109/2017-8083PP?src=19,Senior Test Engineer  Long-term project!,20775,"Arlington, VA",416
BridgeView IT,2017-04-21,http://www.dice.com/job/result/10193717/7462?src=19,Performance Engineer,20776,"Omaha, NE",416
CitiusTech,2017-04-10,http://www.dice.com/job/result/10482231/10042017?src=19,StarLIMS Developer,20777,"Austin, TX",416
Speridian Technologies LLC,2017-04-20,http://www.dice.com/job/result/10116008/MU0039?src=19,Software Test Analyst III(Banking),20778,"Boston, MA",416
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/125676?src=19,Senior Information Cloud Security Engineer,20779,"Lancaster, CA",416
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_185588BR?src=19,"Senior Manager, QA, Software Engineering",20780,"Greenwood Village, CO",416
"Verifi, Inc",2017-04-23,http://www.dice.com/job/result/RTL245792/368a5138833d026c77d0?src=19,Information Security Analyst,20781,"Los Angeles, CA",416
Sapvix,2017-03-28,http://www.dice.com/job/result/10350483/869158?src=19,Sr. Java Backend developer- RESTful,20782,"Sunnyvale, CA",416
"Talent Minds Network, Inc.",2017-04-21,http://www.dice.com/job/result/90787500/KP16?src=19,Full Stack Developer,20783,"New York City, NY",416
"TAD PGS, Inc",2017-04-23,http://www.dice.com/job/result/10285720a/24278?src=19,Business Process Analyst,20784,"Columbus, OH",416
Corporate Consulting Services,2017-04-19,http://www.dice.com/job/result/10105946/3250?src=19,PHP Developer,20785,"Ann Arbor, MI",416
U.S. Tech Solutions Inc.,2017-04-19,http://www.dice.com/job/result/usts/17-08172?src=19,Tech Pub Structure Tech Spec2,20786,"Oklahoma City, OK",416
Technology Resource Group Inc.,2017-04-23,http://www.dice.com/job/result/90734436/17-00719?src=19,Java Developer with IBM ODM,20787,"San Jose, CA",416
"Beacon Hill Staffing Group, LLC",2017-04-23,http://www.dice.com/job/result/10216851/T1082866DCMMJ-649?src=19,Incident Manager,20788,"Sterling, Va, VA",416
"Futrend Technology, Inc",2017-04-23,http://www.dice.com/job/result/10118832/1438?src=19,Sr. .Net Developer,20789,"Westlake, MD",416
Washington Frank,2017-04-23,http://www.dice.com/job/result/10371697/04182017BL-945?src=19,Infor Visual Analyst,20790,"Aurora, OH",416
Xconic,2017-04-20,http://www.dice.com/job/result/10444937/842034?src=19,Sr Manager  Technical Account Manager/ Solutions Engineering,20791,"San Mateo, CA",416
Octagon Technology Staffing,2017-03-29,http://www.dice.com/job/result/10287921/936145?src=19,Back End Developer,20792,"Fort Lauderdale, FL",416
"Computer Enterprises, Inc.",2017-04-04,http://www.dice.com/job/result/ceiam/932504?src=19,Lead .net developer,20793,"Willingboro, NJ",416
"Request Technology, LLC",2017-04-18,http://www.dice.com/job/result/napil006/sb-API-VA?src=19,"Lead Application Messaging Developer, Trading Platform",20794,"Mclean, VA",416
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_190130BR?src=19,Network Engineer III- DOCSIS,20795,"Centennial, CO",416
Nespon,2017-04-21,http://www.dice.com/job/result/10505979/967760?src=19,Trouble Ticket Resolution II,20796,"Greenville, SC",416
Cirrus Logic,2017-04-23,http://www.dice.com/job/result/appblok/309_oOuB2fwF?src=19,Senior Analog Design Engineer,20797,"Austin, TX",416
SVB Financial,2017-04-17,http://www.dice.com/job/result/RTL102837/4236?src=19,Principal DevOps Engineer,20798,"San Francisco, CA",416
Starbucks Coffee Company,2017-04-23,http://www.dice.com/job/result/RTX13f031/170002744?src=19,"lead application developer payments, Starbucks Technology - Seattle, WA",20799,"Seattle, WA",416
"Titan Technologies, Inc.",2017-04-06,http://www.dice.com/job/result/10447565/941418?src=19,Junior Oracle Developer,20800,"Westlake, TX",416
