company,date,detailUrl,jobTitle,job_listing_no,location,page
Gambit Technologies,2017-04-23,http://www.dice.com/job/result/10116662/CR484082141284357?src=19,Seeking Software Executives for Elite Tech Product Shop (200K - 300K),17001,"Austin, TX",341
"Maxonic, Inc.",2017-04-21,http://www.dice.com/job/result/10108942/12821?src=19,Lead Manufacturing Technician,17002,"Pleasanton, CA",341
Asurion LLC,2017-04-23,http://www.dice.com/job/result/10106849/TEC01416?src=19,Java Server Engineer,17003,"San Mateo, CA",341
"Vaco, LLC",2017-04-23,http://www.dice.com/job/result/10115369/123202-792?src=19,Systems Integration Manager $70K Salary,17004,"Temple Terrace, FL",341
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/262084?src=19,Senior Project Manager,17005,"Boston, MA",341
"Apex Systems, Inc",2017-03-27,http://www.dice.com/job/result/apexsan/933188?src=19,Agile Coach,17006,"Windsor Mill, MD",341
"Aptuity Solutions, Inc",2017-04-21,http://www.dice.com/job/result/10116255/954719?src=19,eCommerce Email Specialist - FL,17007,"Boca Raton, FL",341
Genesis10,2017-04-22,http://www.dice.com/job/result/gentx001/17-01787?src=19,Clarity Consultant,17008,"Longwood, FL",341
Advanced Software Talent,2017-04-04,http://www.dice.com/job/result/atstaff/6811390?src=19,Senior Project Manager,17009,"belmont, CA",341
Sirius Computer Solutions Inc,2017-04-18,http://www.dice.com/job/result/SCSITX/J17-0008?src=19,Development Operations (DevOps) Solutions Specialist,17010,"Omaha, NE",341
Nexus IT Group,2017-04-17,http://www.dice.com/job/result/10368618/960135?src=19,Remote Senior PEGA Developer,17011,"Atlanta, GA",341
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/129633-en_US?src=19,SR TECHNOLOGY CONSULTANT,17012,"Edison, NJ",341
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5979237-286?src=19,Java/J2EE Developer,17013,"Mechanicsburg, PA",341
"Tentek, Inc.",2017-04-22,http://www.dice.com/job/result/tentekgl/JE12679?src=19,Site Reliability Engineer,17014,"Pasadena, CA",341
Info Origin Inc.,2017-04-20,http://www.dice.com/job/result/10460158/449822?src=19,Software Developer,17015,"Windsor, CT",341
AbleForce,2017-04-21,http://www.dice.com/job/result/10238334/794813?src=19,Salesforce Developer,17016,"San Diego, CA",341
Gambit Technologies,2017-04-23,http://www.dice.com/job/result/10116662/MF899205111871160?src=19,JavaScript Engineer - Top Tech Firm,17017,"New York, NY",341
Global Technology Solutions Group (GTSG),2017-03-24,http://www.dice.com/job/result/10110459/WIN-STE-NC?src=19,Windows Engineer,17018,"Burlington, NC",341
Matlen Silver,2017-04-20,http://www.dice.com/job/result/MATLENGA/949494?src=19,Front End Developer,17019,"Atlanta, GA",341
CenturyLink,2017-04-23,http://www.dice.com/job/result/10226217/134415-en_US?src=19,Business Tech Support,17020,"Des Moines, IA",341
VIVA USA INC,2017-04-21,http://www.dice.com/job/result/vivausa/JSNCBA18?src=19,Business Analyst- Expert,17021,"Raleigh, NC",341
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17006661?src=19,Windows/ Linux System Admin 3,17022,"Linthicum, MD",341
"T. Rowe Price Associates, Inc",2017-04-23,http://www.dice.com/job/result/RTL318549/27824?src=19,API Developer - Microservices,17023,"Owings Mills, MD",341
"TechnoSphere, Inc",2017-04-03,http://www.dice.com/job/result/technosp/111778FF?src=19,UI Tester Lead-Contract to Hire,17024,"Chicago, IL",341
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17008641?src=19,Deployed Aircraft Mechanic Level 2,17025,X-international-international Posting,341
Prolim Global,2017-04-21,http://www.dice.com/job/result/10378866/JPC1648-7731?src=19,System Architect,17026,"Dfw Airport, TX",341
"United Shore Financial Services, LLC",2017-04-23,http://www.dice.com/job/result/RTX181347/2444?src=19,Salesforce Administrator,17027,"Troy, MI",341
Config Consultants,2017-04-03,http://www.dice.com/job/result/10435927/941359?src=19,Vice President of Professional Services,17028,"Pleasanton, CA",341
Syslogic,2017-04-21,http://www.dice.com/job/result/10125386/967736?src=19,SR.C/C++ Developer,17029,"Spring valley, NY",341
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17008043?src=19,Java Software Developer,17030,"Rockville, MD",341
Navy Federal Credit Union,2017-04-23,http://www.dice.com/job/result/10117743/31203-1AC1103131458?src=19,Voice Infrastructure Analyst-III/IV,17031,"Pensacola, FL",341
Veredus,2017-04-23,http://www.dice.com/job/result/veredus/1070106-939?src=19,UX Strategy,17032,"Dallas, TX",341
AAIS,2017-04-21,http://www.dice.com/job/result/10113623/967866?src=19,Operations Senior Systems Administrator,17033,"Chicago, IL",341
Apple Inc.,2017-04-23,http://www.dice.com/job/result/applecup/56915282?src=19,Threat Response Engineer,17034,"Cupertino, CA",341
Visionaire Partners,2017-04-14,http://www.dice.com/job/result/10294321/BHJOB2052_13070?src=19,JBoss Administrator - BHJOB2052_13070,17035,"Atlanta, GA",341
ApTask,2017-04-17,http://www.dice.com/job/result/10441603/TechEBS?src=19,Technical manager with Oracle EBS,17036,"Harrisburg, PA",341
ExpertHiring,2017-04-23,http://www.dice.com/job/result/RTX16acee/ESF1154?src=19,Technical Trainer,17037,"Edison, NJ",341
Maintec Technologies Inc,2017-04-20,http://www.dice.com/job/result/10330068/648581?src=19,Application DBA with Mongo and Maria,17038,"dallas, TX",341
Ledgent Tech,2017-04-23,http://www.dice.com/job/result/RTL152550/1005312303701?src=19,CTO- Chief Technology Officer,17039,"Addison, TX",341
"DST Systems, Inc",2017-04-07,http://www.dice.com/job/result/RTX191607/R223977?src=19,IT Enterprise Risk Analyst,17040,"Kansas City, MO",341
"Guidance Software, Inc.",2017-04-17,http://www.dice.com/job/result/RTL115372/498?src=19,Sr. Software Developer C#,17041,"Dulles, VA",341
Matlen Silver,2017-04-11,http://www.dice.com/job/result/10113579/954159?src=19,Java/Front End Developer,17042,"Charlotte, NC",341
SAP,2017-04-22,http://www.dice.com/job/result/sappa001/143391-en_CN-18396303?src=19,"Developer, Quality, Tools and Infrastructure - SAP BusinessObjects Cloud Job",17043,Vancouver,341
Costco Travel,2017-04-23,http://www.dice.com/job/result/RTX190afa/1861?src=19,Information Security Analyst - IR ~,17044,"Issaquah, WA",341
Fidelity & Guaranty Life,2017-04-23,http://www.dice.com/job/result/10453971/1129?src=19,"Manager, Business Systems",17045,"Des Moines, IA",341
Eliassen Group,2017-04-22,http://www.dice.com/job/result/cxelisen/261247?src=19,WinForms/WPF Developer,17046,"Cincinnati, OH",341
Saratoga Software Solutions,2017-04-21,http://www.dice.com/job/result/10110705/18345-1?src=19,Sr. System Engineer,17047,"Dallas, TX",341
CSRA,2017-04-23,http://www.dice.com/job/result/srabot/4445892?src=19,"Senior Information Assurance Engineer - Stuttgart, Germany",17048,Baden-w-rttemberg,341
First Republic Bank,2017-04-23,http://www.dice.com/job/result/90780659/4483?src=19,Project Manager II,17049,"San Francisco, CA",341
Noblis,2017-04-23,http://www.dice.com/job/result/10110945/5352?src=19,Telecommunications Engineer - Multiple Levels,17050,"Woodlawn, MD",341
