company,date,detailUrl,jobTitle,job_listing_no,location,page
Touch World Inc.,2017-04-19,http://www.dice.com/job/result/touchw/497162?src=19,Database Architect,10751,"Lansing, MI",216
Vanyil LLC,2017-04-20,http://www.dice.com/job/result/10496857/SD-MainframeIMS?src=19,Mainframe IMS DBA,10752,"Frisco, TX",216
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITRNC1621110?src=19,Network Engineer,10753,"Research Triangle Park, NC",216
Solu Technology Partners,2017-04-20,http://www.dice.com/job/result/croopny/invtech?src=19,Technician,10754,"Trenton, NJ",216
Xoriant Corporation,2017-04-21,http://www.dice.com/job/result/xorca001/872864?src=19,Quality Systems Specialist - III,10755,"La Verne, CA",216
Augment Global Staffing,2017-04-19,http://www.dice.com/job/result/90970125/952354?src=19,Server / Applications Support Engineer,10756,"Houston, TX",216
Incorporan Inc,2017-04-21,http://www.dice.com/job/result/90557102/ETLQASAI?src=19,ETL QA consultant,10757,"San Francisco, CA",216
Technologent,2017-04-10,http://www.dice.com/job/result/10504540/4?src=19,Unix Administrator L3,10758,"Greensboro, NC",216
Open Systems Technologies,2017-04-10,http://www.dice.com/job/result/10240580/952187?src=19,MS Access Developer,10759,"Bethlehem, PA",216
Yash Technologies,2017-04-11,http://www.dice.com/job/result/10123840/ADB2DBA?src=19,DB2 z/OS Database Administrator,10760,"Moline, IL",216
Infinity Technology Group,2017-04-11,http://www.dice.com/job/result/10429447/1047840?src=19,Sr. Database Administrator,10761,"Chesterfield, MO",216
"ConsultNet, LLC",2017-04-23,http://www.dice.com/job/result/cxcnetut/17-00891?src=19,Manager (Encounter Reporting and Analytics_-Healthcare,10762,"New York, NY",216
"Saigan Technologies, Inc.",2017-04-05,http://www.dice.com/job/result/90934478/097?src=19,Application Developer,10763,"Overland Park, KS",216
Technology Resource Management,2017-04-19,http://www.dice.com/job/result/techrm/904452?src=19,Business Intelligence & Reporting Analyst,10764,"Freehold, NJ",216
Sourcegraph,2017-04-18,http://www.dice.com/job/result/RTX1bef25/959529?src=19,"Senior Software Engineer, Frontend",10765,"San Francisco, CA",216
"Valiantica, Inc",2017-04-10,http://www.dice.com/job/result/10266957/952465?src=19,Senior BI Dev/Architect,10766,"Redmond, WA",216
Trigent Solutions,2017-04-21,http://www.dice.com/job/result/10486913/961699?src=19,Sr. Technical Project Manager (Healthcare),10767,"Washington, DC",216
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/AC-135921332?src=19,Electrical Design Engineer Consumer Products,10768,"Moorpark, CA",216
General Dynamics Information Technology,2017-04-22,http://www.dice.com/job/result/90979310/18563?src=19,"Engineer, Systems",10769,"Springfield, VA",216
Volt,2017-04-23,http://www.dice.com/job/result/10105694/23948-440?src=19,Staffing - IT Service Delivery Analyst,10770,"Painted Post, NY",216
Nordstrom,2017-04-22,http://www.dice.com/job/result/10211957a/286287?src=19,Senior Program Manager - Mobile Apps and Services,10771,"Seattle, WA",216
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02720-0009202529?src=19,Systems Administrator,10772,"Bridgewater, NJ",216
"3i People, Inc.",2017-04-19,http://www.dice.com/job/result/10114091/P-12886?src=19,Logical Database Adminstrator,10773,"Atlanta, GA",216
General Dynamics Information Technology,2017-04-22,http://www.dice.com/job/result/90979310/22035?src=19,Network Architect with Polygraph,10774,"Herndon, VA",216
"2rbConsulting, Inc.",2017-04-11,http://www.dice.com/job/result/10481356/941837?src=19,Sr. Java/Python/C#/C/C++ SDE,10775,"Phoenix, AZ",216
American IT Resource Group Inc.,2017-04-19,http://www.dice.com/job/result/10216702/964189?src=19,Tableau Architect,10776,"Somerville, NJ",216
Synectics,2017-04-18,http://www.dice.com/job/result/synectic/1DC5F6-Sy##?src=19,Network Support,10777,"Miramar, FL",216
"Fourth Technologies, Inc.",2017-04-05,http://www.dice.com/job/result/fortek1/929277?src=19,BA Order to Cash,10778,"Broomfield, CO",216
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/PS-136379112?src=19,"Head of Traffic Operations - MUTCD, AASHTO",10779,"Syosset, NY",216
Photon Infotech,2017-04-05,http://www.dice.com/job/result/10462843/945555?src=19,ETL Tester/Hadoop Tester,10780,"Deerfield, IL",216
SV Professionals LLC,2017-04-19,http://www.dice.com/job/result/90858931/964008?src=19,Business Systems Analyst,10781,"San Ramon, CA",216
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1621411?src=19,Application Systems Engineer 5,10782,"Minneapolis, MN",216
City of Des Moines,2017-04-17,http://www.dice.com/job/result/RTX174a51/941526?src=19,IT Network Manager,10783,"Des Moines, IA",216
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/RO1-SoftwareQAvirginia48?src=19,Agile Test Engineer - Top Secret Clearance,10784,"Springfield, VA",216
The New York Consulting Group,2017-03-29,http://www.dice.com/job/result/90962700/935967?src=19,Automation Engineer II,10785,"Phoenix, AZ",216
Compri Consulting,2017-04-21,http://www.dice.com/job/result/compri/11925JN?src=19,Database and Applications Support Consultant,10786,"Boulder, CO",216
Nespon,2017-04-19,http://www.dice.com/job/result/10505979/945930?src=19,REMOTE-- Cloud Developer / Saas Developer,10787,"Irving, TX",216
