company,date,detailUrl,jobTitle,job_listing_no,location,page
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/20890?src=19,"Sr Engineer, Network",21651,"Peterson Afb, CO",434
"Corporate Brokers, LLC",2017-04-23,http://www.dice.com/job/result/10233233/BBBH8137-699?src=19,Sr. Network Engineer,21652,"Columbia, MD",434
IOTA Engineering,2017-04-12,http://www.dice.com/job/result/RTX1bf923/955299?src=19,IT Support Technician,21653,"Tucson, AZ",434
"Qnomy, Inc.",2017-04-21,http://www.dice.com/job/result/501418952/20?src=19,Project Implementation Specialist,21654,"Miami, FL",434
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/GC3-134832271?src=19,DevOps Engineer,21655,"Detroit, MI",434
IT People Corporation,2017-04-11,http://www.dice.com/job/result/itpeople/NMBK-1?src=19,.Net Architect,21656,"Harrisburg, PA",434
Idexcel Inc.,2017-04-21,http://www.dice.com/job/result/eveva001/IDXL-AJS-030102?src=19,Software Developer (Angular JS),21657,"Herndon, VA",434
Accenture Federal Services,2017-04-17,http://www.dice.com/job/result/80104617/942390?src=19,Database Administrator - Active TS/SCI with polygraph clearance requi,21658,"Annapolis Junction, MD",434
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_185687BR?src=19,"Mgr, Network Security Ops - Vulnerability Management",21659,"Greenwood Village, CO",434
"Pragmatics, Inc.",2017-04-23,http://www.dice.com/job/result/pragmtcs/6007?src=19,DCGS-SOF Senior Database Administrator,21660,"Tampa, FL",434
Information Builders,2017-04-23,http://www.dice.com/job/result/infnj001/CM912374?src=19,Sales Development Specialist (Chicago IL US),21661,"Chicago, IL",434
Vectorsoft,2017-04-20,http://www.dice.com/job/result/10518388/957862?src=19,SAP Performance Test Lead,21662,"Benton Harbor, MI",434
Innovative Development,2017-03-28,http://www.dice.com/job/result/10108966/935093?src=19,Scrum Master/BA,21663,"Audubon, PA",434
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04080-9500487689?src=19,Software Developer in Test,21664,"San Antonio, TX",434
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/GL2-136152224?src=19,Software Development Engineer - Work with our global market!,21665,"North Tazewell, VA",434
The Forum Group,2017-04-18,http://www.dice.com/job/result/forumper/758455?src=19,Manual Quality Assurance Analyst,21666,"Roslyn, NY",434
Avtech Solutions,2017-04-20,http://www.dice.com/job/result/10271481/966096?src=19,Biztalk Developer,21667,"Farmington, CT",434
INADEV,2017-04-06,http://www.dice.com/job/result/10427792/948407?src=19,WebFOCUS 8.x Trainer 53s,21668,"woodlawn, MD",434
S&P GLOBAL,2017-04-22,http://www.dice.com/job/result/RTX14fecf/223109?src=19,VP - IT Vendor Management Office,21669,"New York, NY",434
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02760-0009231918?src=19,Business Systems Analyst,21670,"Warren, NJ",434
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITTVT1616926?src=19,IT/SOC Engineer,21671,"Mountain View, CA",434
Magniris Inc.,2017-04-07,http://www.dice.com/job/result/RTX1561c1/917820?src=19,Business Analyst (Repo / Trading Systems),21672,"New York, NY",434
