job_listing_no,job_type,page,salary_info,technical_skills,travel_info
9251,Contract W2,186,,Drivetrain Controls Engineer,"Telecommuting not available
Travel not required"
9252,C2H W2,186,"85,000",SQL and healthcare data experience,"Telecommuting not available
Travel not required"
9253,"Full Time, Contract W2, long term",186,Negotiable,"Visual Basic, Oracle, SQL Server, Data Modeling, RDBMS, Toplink, Hibernate, Java EE, RSA/RAD/Eclipse, SOA design","Telecommuting not available
Travel not required"
9254,"Full Time, Full-time, Employee",186,"$50,000 - $65,000","Technical Support, Troubleshooting, Customer Service, Technical Customer Support, Outside Sales Tracking, Service Reports, Customer Service Training, In-House Technical Support - Technical Support, Troubleshooting, Customer Service, Technical Customer Support, Outside Sales Tracking, Service Reports, Customer Service Training, In-House Technical Support","Telecommuting not available
Travel not required"
9255,Full Time,186,Competitive,"proposal management, technical writing, editing, capture","Telecommuting not available
Travel not required"
9256,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, 6+ Months",186,Depends On Experience,"Oracle EBS Financials, Service Contracts, AP, GL","Telecommuting not available
Travel not required"
9257,Full Time,186,Negotiable,"Microsoft Dynamics AX 2012 R3, Business Intelligence (BI), Azure-based SQL Server, Microsoft Azure, SSIS, Microsoft SQL Server DBA, tier-1 ERP, SSAS, SSRS","Telecommuting not available
Travel not required"
9258,Full Time,186,,"Data Collection, Development, Hardware, Linux, Manager, Management, MCSE, Networks, Packaging, Project, Security, System Administrator, Unix, Windows","Telecommuting not available
Travel not required"
9259,"Full Time, Contract Corp-To-Corp, Contract W2, 10 Months",186,Market,Cloud technology  infrastructure Network/Compute/Storage Infrastructure  MBA or MS degrees is a plus Data center experience is a plus.,"Telecommuting not available
Travel not required"
9260,"Contract W2, 5 mos",186,Depends On Experience,"Hadoop, cloud security","Telecommuting not available
Travel not required"
9261,Full Time,186,Depends On Experience,See job description,"Telecommuting not available
Travel not required"
9262,Contract Corp-To-Corp,186,$50hr to $70hr,"DevOps, Engineer, AWS, Amazon Web Services, Elastic Beanstalk, ec2, VPC setup, ops, data center, Chef, Bamboo, Jenkins","Telecommuting not available
Travel not required"
9263,"Full Time, Full-time, Employee",186,Unspecified,"Business Intelligence, Business Analysis, Reports, SQL, Ssrs, Crystal Reports - Business Intelligence, Business Analysis, Reports, SQL, Ssrs, Crystal Reports","Telecommuting not available
Travel not required"
9264,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12 Months",186,Depends On Experience,"Technical Writer, planning, researching, writing, and editing documents","Telecommuting not available
Travel not required"
9265,"Full Time, Full Time",186,,"Accounting, Accountant, Analysis, Consulting, Customer Service, ERP, Excel, Genetic, Manager, Management, MS Office, PC, PowerPoint, Project, Research, Scheduling, Security, Supervisor","Telecommuting not available
Travel not required"
9266,Full Time,186,"$80,000","Glovia, ERP","Telecommuting not available
Travel required to 10%."
9267,"Contract W2, 12+ Months",186,Depends On Experience,"VAULT, Database security focus","Telecommuting not available
Travel not required"
9268,"Full Time, Contract W2, C2H Independent, C2H W2, 12+ months",186,Depends On Experience,"Informatica, ETL, Java, Power Exchange, Dataware housing","Telecommuting not available
Travel not required"
9269,"Full Time, Full Time",186,Negotiable,"Analysis, Apache, Blueprint, CASE, CSS, Developer, Development, GIT, Java, JavaScript, jQuery, Linux, Perl, Programming, Python, Security, SVN","Telecommuting not available
Travel not required"
9270,"Full Time, Full-time, Employee",186,Unspecified,"DBM, ADX Exchange, RTB, KPI, DFP - DBM, ADX Exchange, RTB, KPI, DFP","Telecommuting not available
Travel not required"
9271,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 12 months",186,Market,"Service Now ITSM,customer ITSM,Client Scripts, UI policies, UI Actions, Script Includes, Business Rules, workflow administration, report setup, data imports","Telecommuting not available
Travel not required"
9272,Full Time,186,00,"Selenium, Javascript, Automation","Telecommuting not available
Travel not required"
9273,"Full Time, Contract W2, Longterm",186,Negotiable,"Cloud IaaS environments, Pivotal Cloud Foundry PaaS","Telecommuting not available
Travel not required"
9274,"Full Time, Full-time",186,Negotiable,SAP,"Telecommuting not available
Travel required to 50%."
9275,"Full Time, Full Time",186,Depends On Experience,BI  ETL  SQL  MicroSoft SSIS Big Data MicroSoft SSRS Retail,"Telecommuting not available
Travel not required"
9276,Full Time,186,,"Analysis, API, Architecture, Configuration Management, Data Modeling, Development, DNS, Linux, Management, Modeling, Networking, Protocol, Security, User Interface, Video, WAN","Telecommuting not available
Travel not required"
9277,Full Time,186,$75k-$85k/yr,"data security, PKI, data encryption, two-factor, multi-factor, web security, mobile device security, data loss prevention, DLP, Microsoft IIS, Apache, Active Directory, Hypervisor, systems, servers","Telecommuting not available
Travel required to 50%."
9278,"Full Time, Full-time, Employee",186,"$65,000 - $85,000","Campaign Management, Facebook - Twitter - RTB exchanges - SEM/PPC, Demand Side Platforms (DSPs), Digital and Mobile Advertising Innovation, Online & Mobile Display for an Ad Network, Analytics - optimization - SQL/Databases - Excel, Client Management, Support - Train - Enable Advertising Performance, Platform Account Management, User Acquisition Marketing - Campaign Management, Facebook - Twitter - RTB exchanges - SEM/PPC, Demand Side Platforms (DSPs), Digital and Mobile Advertising Innovation, Online & Mobile Display for an Ad Network, Analytics - optimization - SQL/Databases - Excel, Client Management, Support - Train - Enable Advertising Performance, Platform Account Management, User Acquisition Marketing","Telecommuting not available
Travel not required"
9279,"Contract W2, 8 month renewable contract",186,Depends On Experience,"Analysis/Design, project management, understanding of IT controls in industrial setting, implementation of best practices, vendor management","Telecommuting not available
Travel not required"
