job_listing_no,job_type,page,salary_info,technical_skills,travel_info
901,Full Time,19,market,"Data Act PMO Analyst, Financial, Procurement, Grants Business Processes, Systems, Data, Risk Management, Risk Analysis, MicroSoft Excel","Telecommuting not available
Travel not required"
902,Contract W2,19,Depends On Experience,"Storages DB Services, SQL Server, SQL Reporting Services","Telecommuting not available
Travel not required"
903,Full Time,19,,"Agile, Analysis, Analyst, Analytical Skills, Business Analyst, Business Requirements, CASE, Change Management, Development, Disaster Recovery, Management, Modeling, Programming, Project, Testing, Use Case","Telecommuting not available
Travel not required"
904,"Contract Corp-To-Corp, Contract W2, 3 Months",19,70.00,"Hadoop, Python","Telecommuting not available
Travel not required"
905,Full Time,19,$70000 - $90000 per annum,"Analyst, Writer, Data Analyst, Research, Research Analyst","Telecommuting not available
Travel not required"
906,Full Time,19,,"Analysis, Analyst, CASE, Database, Data Mining, Excel, Management, Metrics, Project, SQL, SQL Server, VBA, Visual Basic","Telecommuting not available
Travel not required"
907,"Contract Independent, Contract W2, C2H Independent, C2H W2, 9+ mos",19,Based on Experience,"DATA MODELS, AML, ANTI MONEY LAUNDERING, HADOOP, HIVE, PIG, IMPALA, MONGODB, SPARK, BIG DATA","Telecommuting not available
Travel not required"
908,Full Time,19,Market,"Cisco Nexus, UCS, MDS, WAAS, ""Cisco Data Center"", EMC, NetApp, consulting, engineer","Telecommuting not available
Travel required to 10%."
909,Contract W2,19,,Data/Reporting Analyst,"Telecommuting not available
Travel not required"
910,"Full Time, Long-Term",19,"60,000.00","MS Excel, SQL scripts, data quality, SQL queries","Telecommuting not available
Travel required to 25%."
911,Full Time,19,Competitive,"SQL, Hadoop, Cassandra, Architect, Solr","Telecommuting not available
Travel not required"
912,Contract W2,19,$1.00 - $1.00 per hour,Data Analyst (ETL),"Telecommuting not available
Travel not required"
913,"Full Time, Full Time",19,,"Agile, Architecture, BIND, Change Management, Data Architecture, Development, HTML, Manager, Management, Program Manager, Project, Project Management, Scrum","Telecommuting not available
Travel not required"
914,Full Time,19,,Data Center Technician,"Telecommuting not available
Travel not required"
915,Full Time,19,-,"Oracle. 9i and/or 10g relational database system preferred. SQL, PL-SQL and SQL*Loader for database applications. Informatica software","Telecommuting not available
Travel not required"
916,"Contract W2, 6",19,Market,"ETL, Business Intelligence, Data Warehouse","Telecommuting not available
Travel not required"
917,C2H W2,19,,Marketing Data Analyst,"Telecommuting not available
Travel not required"
918,Full Time,19,$70 - 80/hr,"DATA step, SQL programming and SAS Macro programming, ETL architecting, Data Modeling, Data Architecting, SAS VA 7.1, Enterprise Guide, SAS Model Manager, SAS Enterprise Miner, SAS Metadata content","Telecommuting not available
Travel not required"
919,"Full Time, Contract W2",19,Negotiable,"Interface with RAVE, the primary EDC system in LSH and between LSH and other systems","Telecommuting not available
Travel not required"
920,"Contract W2, C2H W2, 6 Months",19,Depends On Experience,"SQL,Oracle,DB2,Data Models,","Telecommuting not available
Travel not required"
921,"Full Time, Contract Independent, Contract W2, C2H Independent, 6+M",19,Depends On Experience,"cognos, ETL","Telecommuting not available
Travel not required"
922,"Contract Corp-To-Corp, Contract Independent, Contract W2",19,Depends On Experience,SQL Server DBA with Data warehouse Experience,"Telecommuting not available
Travel not required"
