job_listing_no,job_type,page,salary_info,technical_skills,travel_info
51,"Full Time, Employee",2,Market,"Requirements:*5+ years of Data Analytics related to Health Care Date experience. * Demonstrates proficiency in most areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and in-depth specialization in some areas.* 5+ years of experience with R, Python, SQL and Tableau.  * Preferred experience with Open Source technologies.* Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.* Experience with Rational Databases; Able to code and data queries. * Use strong programming skills to explore, examine and interpret large volumes of data in various forms * Anticipates and prevents problems and roadblocks before they occur* Demonstrates strong ability to communicate technical concepts and implications to business partners.","Telecommuting not available
Travel not required"
52,"Full Time, Long Term",2,$Negotiable,"Data Scientist, data analysis, data mining, optimization tools, machine learning,statistics, Data Scientist, data analysis, data mining, optimization tools, machine learning,statistics, Data Scientist","Telecommuting not available
Travel not required"
53,"Contract W2, 12-18 months",2,$55-65/hr on W2,"data analytics,data science,R,python,sas,sql,Natural Language Processing,NLP,predictive modeling,data mining,algorithm classification,cluster analysis,decision tree,decision-tree,deep learning,munging","Telecommuting not available
Travel not required"
54,Full Time,2,Competitive,"Accounting, ACL, Algorithms, Analysis, CISSP, Data Mining, Development, Director, Hadoop, HTTP, Java, Management, Matlab, Modeling, PeopleSoft, Programming, Python, SAP, SAS, Security, SQL, Statistical Analysis, VBA, Visual Basic","Telecommuting not available
Travel required to 10%."
55,"Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2",2,$30.00- $40.00/hr,Data Scientist,"Telecommuting not available
Travel not required"
56,Full Time,2,,"Data Mining, Hadoop, Networking, Networks, Programmer, Security","Telecommuting not available
Travel not required"
57,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, 12 Months+",2,Depends On Experience,"Machine Learning, NLP techniques, AML, Data Mining","Telecommuting not available
Travel not required"
58,Full Time,2,Negotiable,Fulltime Data Scientists  - Candidates for this role must possess work authorization which does not (and will not in the future) require sponsorship by an employer,"Telecommuting not available
Travel not required"
59,"Full Time, Full-time",2,,"Artificial Intelligence, Biochemistry, Biology, Biotechnology, Chemical Engineering, Consulting, Data Mining, Development, Excel, Knowledge Management, Laboratory, Manager, Management, PL1, PowerPoint, Program Manager, Project, Research, SAS, Sales","Telecommuting not available
Travel not required"
60,"Full Time, Fulltime/Perm",2,Negotiable,"Experience with Hive, Pig and MapReduce, Python and classification, regression, clustering and text analysis.","Telecommuting not available
Travel not required"
61,Full Time,2,-,"MATLAB, SAS, R, SPSS, SQL, or python. SQL, PL-SQL and SQL*Loader for database applications. Informatica software experience. Hadoop 2.x, Elastic Search 1.4x, Sqoop, and Pig.","Telecommuting not available
Travel not required"
62,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Fulltime",2,Based on experience,"Hive, Pig, MySQL, Postgres, Hadoop, MapReduce, Spark, Python, Java, Scala","Telecommuting not available
Travel not required"
63,Full Time,2,-,"Bachelor's degree in a quantitative discipline such as Statistics, Math, or Computer Science.  Minimum 4 years of SQL and data modeling experience.  Programming experience ideally in Python,","Telecommuting not available
Travel not required"
64,Full Time,2,,"Analysis, Data Mining, Development, Genetic, Management, Mathematical, Mathematical Models, Modeling, Physics, Python, Research, SAS, SQL, Statistical Analysis","Telecommuting not available
Travel not required"
65,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12+months",2,Depends On Experience,"Hadoop, Hive,Ruby, Python,Teradata, Netezza, Vertica,PostgreSQL, MongoDB","Telecommuting not available
Travel not required"
66,"Full Time, Full Time",2,Depends On Experience,".Net,Python 2.5x programming,Data Scientist, data mining, machine learning","Telecommuting not available
Travel not required"
67,,2,To define,,"Telecommuting not available
Travel not required"
68,"Full Time, Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H W2, Long Term",2,$110/hr,"Big Data, Hadoop, Recommendation Engine/ System, Data Science","Telecommuting not available
Travel not required"
69,"Contract Corp-To-Corp, Contract W2",2,up to 940/daily Corp,"Data Scientist, Machine Learning, Big Data, PNL, Algorithms, Pig, Hive, Impala, NoSQL, HBase, Cassandra, MongoDB, Hive, Spark","Telecommuting not available
Travel not required"
70,"Full Time, Mid-Career",2,Competitive,Marketing General,"Telecommuting not available
Travel not required"
71,"Contract W2, 1 year +",2,45 to 47 per Hour,(DATA SCIENTIST ) AND (SAS ) AND (MACHINE LEARNING OR K-NN OR NAIVE BAYES OR SVM OR DECISION FOREST ) AND(DATA SCIENCE TOOLKIT OR R OR WEKA OR NUMPY OR MATLAB ) AND(DATA VISUALISATION OR D3.JS OR GGP,"Telecommuting not available
Travel not required"
72,Full Time,2,,"Data, ""Data Scientist"", SQL, Azure, ""Power Bi"", ""Apache Hadoop""","Telecommuting not available
Travel not required"
73,Full Time,2,"100,000-130,000","SQL, ETL, BI,  Python","Telecommuting not available
Travel not required"
74,Full Time,2,125000,"Natural Language Processing, Machine Learning, Statistical Analysis, Predictive Modelling, and Hypothesis Testing, R Scripting, Python Scripting, Hadoop","Telecommuting not available
Travel not required"
75,"Contract W2, 1+ year",2,90,"Python , R , Matlab , Machine Learning","Telecommuting not available
Travel not required"
76,Full Time,2,Depends On Experience,"Big Data, Analyst, Healthcare, Data Science, Data Scientist, data mining, BI, Economics, Medical Economics,","Telecommuting not available
Travel not required"
77,"Full Time, Direct Hire",2,,"Analysis, Civil, Excel, Python, Scripts, SQL, Validation","Telecommuting not available
Travel not required"
78,Full Time,2,Negotiable,"deep learning, machine learning, data science","Telecommuting not available
Travel not required"
79,"Contract W2, 6+ Months",2,to $46 per hour,"Master's or PhD, data science toolkit(s)","Telecommuting not available
Travel not required"
80,Full Time,2,$100-170K,data modeling,"Telecommuting not available
Travel not required"
81,"Full Time, Contract W2",2,Depends On Experience,"PYTHON ,JAVA ,NOSQL DATABASES(HADOOP) ,REALTIME FRAMEWORKS (KAFKA,FLUME)","Telecommuting not available
Travel not required"
82,"Contract W2, 12 months",2,Depends On Experience,Tableau/Machine Learning/Statistical/Teradata/Sql Server/R programming/SAS,"Telecommuting not available
Travel not required"
83,Full Time,2,110000,"Data, Predictive Modeling, SQL, SAS, Mining","Telecommuting not available
Travel not required"
84,Full Time,2,-,,"Telecommuting not available
Travel not required"
85,"Contract W2, 3-5 years",2,"150,000","sas, python, statistics, spark, r, big data, data warehouse, math, science","Telecommuting not available
Travel required to 10%."
