job_listing_no,job_type,page,salary_info,technical_skills,travel_info
26601,Full Time,533,"115,000","C#, VB.NET, Web forms, SQL Server, Javascript, jquery","Telecommuting not available
Travel not required"
26602,"Full Time, Contract Independent, Contract W2",533,0.00,"Possess a detailed understanding of provider enrollment and credentialing operations with a minimum of 5 years credentialing system experience, preferably with Morrisey MSOW and Apogee.","Telecommuting not available
Travel not required"
26603,"Full Time, Full Time",533,,"Analyst, Analytical Skills, Call Center, Change Management, IVR, Management, Metrics, PBX, Project, Project Management, Telecom, Telecommunications","Telecommuting not available
Travel not required"
26604,Full Time,533,0.00,"Windows, Linux, JavaScript, Windows","Telecommuting not available
Travel not required"
26605,"Full Time, Full-time, Employee",533,"$140,000 - $200,000","Objective-C, XCode/AppCode, Omniture/Google Anaglytics, UI/UX Design, SWIFT, OOP, JSON/SOAP/REST/XML - Objective-C, XCode/AppCode, Omniture/Google Anaglytics, UI/UX Design, SWIFT, OOP, JSON/SOAP/REST/XML","Telecommuting not available
Travel not required"
26606,"Contract Corp-To-Corp, 12 MONTHS",533,Negotiable,"Salesforce, SFDC, Force.com platform, Apex Classes, Visualforce,","Telecommuting not available
Travel not required"
26607,Full Time,533,100000,"LAN/WAN, Dell KACE, Active Directory, Routers/Switches/Firewall","Telecommuting not available
Travel not required"
26608,Full Time,533,,"Analysis, Analyst, CISSP, Development, Encryption, Excel, Exchange, IBM, ISO, LAN, Lifecycle, Linux, Management, Metrics, Networking, Networks, Programming, Project, Project Management, Research, Security, Solaris, Sun, Technical Writing, Testing, WAN, Windows","Telecommuting not available
Travel not required"
26609,"Contract W2, Temp",533,Competitive,"Analytical, API, Development, Iterative, Iterative Development, Manager, Management, Performance, Project, QA, Quality, Release, Security, SOAP, Software, Test, Testing, Web","Telecommuting not available
Travel not required"
26610,"Contract Corp-To-Corp, 12 Months",533,Depends On Experience,"SAS,SSRS,SQL SERVER, Micro Strategy is a plus,QMC.","Telecommuting not available
Travel not required"
26611,Full Time,533,Negotiable,isso,"Telecommuting not available
Travel not required"
26612,Full Time,533,,"Hardware, Laptop, Networking, PC, Peripheral, Peripheral Hardware, Peripherals, Security, Simulation, Technician, Testing, Video, Windows, Windows 7","Telecommuting not available
Travel not required"
26613,"Full Time, Permanent Full Time",533,Depends On Experience,Oracle AND EBS AND technical AND support AND lead,"Telecommuting not available
Travel not required"
26614,"Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H W2, 6 months ++",533,Negotiable,"Project Management, PeopleSoft Financials","Telecommuting not available
Travel not required"
26615,Full Time,533,,"Analysis, Analyst, Development, Hardware, Help Desk, Management, Networks, Peripheral, Routers, Security, Sun, Testing, Video","Telecommuting not available
Travel not required"
26616,"Full Time, C2H W2, 6 months to hire",533,Depends On Experience,"Windows desktop support, Network+ or A+","Telecommuting not available
Travel not required"
26617,,533,N/A,See job description,"Telecommuting not available
Travel not required"
26618,Full Time,533,,"Analyst, Architecture, Database, Development, Environmental, Excel, Lifecycle, Management, PowerPoint, Project, Project Management, Sales, Scripts, Security, SQL, Testing","Telecommuting not available
Travel not required"
26619,Full Time,533,Open + Bonus,Director of Networking and Voice,"Telecommuting not available
Travel not required"
26620,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",533,Negotiable,"Analyst, Development, Hardware, Java, Linux, Manager, Management, Networking, Programming, Project, Python, Scripts, Scrum, Security, Shell Scripting, Supervision, Testing, Unix, Windows","Telecommuting not available
Travel not required"
26621,"Full Time, Full Time",533,,"Alcatel, ANSI, Architecture, Cable Modem, CCNP, Cisco, Ethernet, Firmware, Forth, Hardware, HTTP, IEEE, ISP, Lucent, Modem, Networking, Network Engineer, Project, Protocols, Supervision, TCP/IP, Testing, Test Plan, Validation, Video, Wireless","Telecommuting not available
Travel not required"
26622,"Full Time, Full-time, Employee",533,Unspecified,"Python, Django, AngularJS, AWS, Mongo, Linux, Jenkins, Ansible, Elastic beanstalk, Splunk - Python, Django, AngularJS, AWS, Mongo, Linux, Jenkins, Ansible, Elastic beanstalk, Splunk","Telecommuting not available
Travel not required"
26623,"Full Time, Full-time, Employee",533,Unspecified,"PHP, MySQL, JavaScript, Angular, AWS - PHP, MySQL, JavaScript, Angular, AWS","Telecommuting not available
Travel not required"
26624,Full Time,533,"82,000","AUDIT, ISO 2700x, PCI-DSS, AICPA SOC 1 or SOC 2, Analysis","Telecommuting not available
Travel not required"
26625,Full Time,533,"140,000 - 160,000","C#, C++, Python","Telecommuting not available
Travel not required"
26626,"Full Time, Fulltime Permanent",533,Depends On Experience,"8 years of experience with Java programming, J2EE, Apache Tomcat, Spring, Python, Shell, Mapping Toolkits (WorldWind, OpenMap, Leaflet, Google Maps API  etc).","Telecommuting not available
Travel not required"
26627,Full Time,533,$140000 - $160000 per annum,"Associate Director , Quality Control","Telecommuting not available
Travel not required"
26628,"Contract W2, 18 MONTHS+",533,MARKET,"SERVICE MGMT, ITIL, AIRLINE EXPERIENCE","Telecommuting not available
Travel not required"
26629,"Contract W2, 12+ Months",533,Best Rate,"ETL,Informatica, Power enter","Telecommuting not available
Travel not required"
26630,"Contract Corp-To-Corp, Contract W2, 6-8 weeks to start",533,market,"Microsoft Power BI, SSIS, SSRS and SSAS","Telecommuting not available
Travel not required"
26631,"Full Time, Full-time, Employee",533,"$90,000 - $140,000","Front End Developer, Front End Engineer, React.JS, Node.js, HTML5, CSS, JavaScript, REST Interfaces, C#/.NET framework - Front End Developer, Front End Engineer, React.JS, Node.js, HTML5, CSS, JavaScript, REST Interfaces, C#/.NET framework","Telecommuting not available
Travel not required"
26632,Contract W2,533,Market,"Windows, UNIX and Linux Operating Systems, OWASP, NIST, SANS, TCP/IP, Splunk, Excel","Telecommuting not available
Travel not required"
26633,Full Time,533,100-130K + Bonus,"ASP.NET, C#, Sitecore, JavaScript","Telecommuting not available
Travel not required"
26634,"Full Time, Full Time",533,,".Net, Analysis, Architecture, Database, Development, DNS, Excel, Flash, Hardware, HTTP, Libraries, Lifecycle, Linux, Management, Metrics, Networking, Networks, Oracle, PowerPoint, Project, Protocols, SQL, SQL Server, TCP/IP, Unix, VMware, Windows","Telecommuting not available
Travel not required"
26635,Full Time,533,Depends On Experience,"Analysis, Analyst, Anti-Virus, Director, Hardware, ISO, Management, Networking, Project, Security, SOX, TCP/IP, VMware","Telecommuting not available
Travel required to 10%."
26636,Full Time,533,$13.46 to $15.59 per hour,Writer,"Telecommuting not available
Travel not required"
26637,Full Time,533,"$48,000","Linux, Infrastructure, Networking, Firewalls, LAN/WAN","Telecommuting not available
Travel not required"
26638,Full Time,533,"$115,000-$120,000",Programming background,"Telecommuting not available
Travel not required"
26639,Full Time,533,Depends On Experience,"tibco software, bw,developer,cloud computing,business consulting,consulting experience,product development","Telecommuting not available
Travel required to 50%."
26640,"Contract Corp-To-Corp, Contract Independent, Contract W2, 9 months",533,65/hr,"Print streams, Print management platforms, SQL, Scripting","Telecommuting available
Travel not required"
26641,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",533,Negotiable,"Agile, CASE, Iterative, Management, Oracle, Programmer, Risk Management, SAS, Teradata, Unix","Telecommuting not available
Travel not required"
26642,Contract W2,533,25.00,Payroll,"Telecommuting not available
Travel not required"
26643,"Full Time, Perm",533,115000-125000 yearly,"API, Applications, Computer, Developer, Development, Engineer, Engineers, JavaScript, Management, NeXt, QA, Quality, Software, System, Systems, Test, Web, Web Design, Web Developer","Telecommuting not available
Travel not required"
26644,"Contract W2, C2H W2, 6 months ples",533,70-90,SAP HANA PM Test Manager,"Telecommuting not available
Travel not required"
26645,"Contract W2, Temp",533,Competitive,"Analysis, Analyst, Application, Business Analyst, Customer Service, Development, Excel, Management, Project, Project Management, Scripts, SQL, Test, Web","Telecommuting not available
Travel not required"
26646,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time",533,$66 / hour C2C,"JavaScript, C#, .Net, Java","Telecommuting not available
Travel not required"
26647,"C2H Corp-To-Corp, C2H Independent, C2H W2, Long Term",533,Negotiable,SAP ABAP oData PI,"Telecommuting not available
Travel not required"
26648,"Full Time, Full Time",533,,"Agile, Analysis, Apache, Architecture, C#, Development, Forth, GIT, HTTP, Java, JavaScript, Libraries, Lifecycle, Management, Micro, NoSQL, Object Oriented Design, Programming, Project, Ruby, Scrum, Shell Scripting, SOAP, Software Engineer, Testing, VMware, XML, XSL","Telecommuting not available
Travel not required"
