company,date,detailUrl,jobTitle,job_listing_no,location,page
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/PD2-135953731?src=19,Senior Application Scientist - 100% REMOTE,3151,"Santa Clara, CA",64
U.S. Tech Solutions Inc.,2017-04-21,http://www.dice.com/job/result/usts/321987?src=19,MySQL Data Architect,3152,"Alpharetta, GA",64
CRG,2017-04-22,http://www.dice.com/job/result/10112363/BBBH3715-655?src=19,Data Network Engineer,3153,"Charlotte, NC",64
Ztek Consulting,2017-04-13,http://www.dice.com/job/result/10217521/956216?src=19,Big Data Developer,3154,"Dallas, TX",64
nThrive,2017-04-19,http://www.dice.com/job/result/501589903/940652?src=19,Analytics and Data Visualization,3155,"Plano, TX",64
Xoriant Corporation,2017-04-19,http://www.dice.com/job/result/xorca001/428510?src=19,Data Publisher/Junior Server-Side Developer,3156,"Sunnyvale, CA",64
"Pantar Solutions, Inc.",2017-03-24,http://www.dice.com/job/result/10120236/913659?src=19,Data Engineer,3157,"Woodland Hills, CA",64
City of Hope,2017-04-11,http://www.dice.com/job/result/RTX16118e/954329?src=19,Senior Data Integration Developer - HL7 and CorePoint,3158,"Irwindale, CA",64
INSYS Group,2017-04-13,http://www.dice.com/job/result/insysus/17-00230?src=19,Hadoop/Big Data Solutions Architects,3159,"Minneapolis, MN",64
Halvik,2017-04-10,http://www.dice.com/job/result/10490845/602399?src=19,Sr.Java/Big Data Developer,3160,"Alexandria, VA",64
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/1609_706341?src=19,"Lead Big Data Applications Developer- Minnetonka, MN",3161,"Minnetonka, MN",64
OmniPoint Staffing,2017-04-21,http://www.dice.com/job/result/10294339/J11896?src=19,Data Management SME,3162,"Pittsburgh, PA",64
"DIVERSANT, LLC.",2017-04-12,http://www.dice.com/job/result/infotny/955455?src=19,Data loss Prevention Engineer,3163,"Atlanta, GA",64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/526213?src=19,Data Security Administrator,3164,"Denver, CO",64
General Dynamics Information Technology,2017-04-22,http://www.dice.com/job/result/90979310/22945?src=19,Data Security Analyst,3165,"Fort Huachuca, AZ",64
Buxton Consulting,2017-04-06,http://www.dice.com/job/result/buxton/898020?src=19,Big Data Cloud Security,3166,"San Ramon, CA",64
Novateur Technologies Inc.,2017-03-29,http://www.dice.com/job/result/90938793/915761?src=19,Data Engineer,3167,"Mountain View, CA",64
Keshav Consulting,2017-04-21,http://www.dice.com/job/result/10117533/Akki@8526?src=19,Tier 1 support of WAN products and data services,3168,"Richmond, VA",64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/524781?src=19,Big Data Developer,3169,"Wilmington, DE",64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/525855?src=19,Big Data Developer,3170,"Lafayette, LA",64
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02710-0009019722?src=19,Data Reporting Analyst,3171,"Jersey City, NJ",64
Booz Allen Hamilton,2017-04-22,http://www.dice.com/job/result/booz/J3L6JK6G1T40PSRS3VR?src=19,Big Data Engineer,3172,"Huntsville, AL",64
CyberCoders,2017-04-22,http://www.dice.com/job/result/cybercod/JT7-136328316?src=19,Systems Administrator - 20 Years of Global Data Services,3173,"Tacoma, WA",64
Verizon,2017-04-22,http://www.dice.com/job/result/10241294/454350-1A?src=19,Principal Engineer - Software Development - Big Data,3174,Bangalore,64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/525128?src=19,BIG DATA PROJECT MANAGER/SOLUTION ARCHITECT,3175,"Hampton, NJ",64
CGI,2017-04-22,http://www.dice.com/job/result/cgiamsbot/J0417-0114?src=19,Big Data Developer,3176,"Bloomfield, CT",64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/515368?src=19,Data Quality Manager with MDM- PERMANENT,3177,"Kansas City, KS",64
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITTND1620200?src=19,Level I Voice and Data Technician,3178,"El Segundo, CA",64
Winthrop University Hospital,2017-04-22,http://www.dice.com/job/result/10524666/19585?src=19,IT Data Programmer,3179,"Mineola, NY",64
The Judge Group,2017-04-22,http://www.dice.com/job/result/cxjudgpa/516964?src=19,Java Big Data developer,3180,"Jersey City, NJ",64
