company,date,detailUrl,jobTitle,job_listing_no,location,page
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170939?src=19,Commissioning Coordinator,12851,"Providence, RI",258
"Herbalife Ltd, Inc.",2017-04-23,http://www.dice.com/job/result/herbalif/170159-126?src=19,Change Request Specialist,12852,"Torrance, CA",258
University of California Los Angeles,2017-04-03,http://www.dice.com/job/result/jobeblok/990178?src=19,Systems Support Engineer (Req. 25682),12853,"Los Angeles, CA",258
CS Technology Inc,2017-04-05,http://www.dice.com/job/result/10272536/946050?src=19,Engagement Manager (Principal Consultant),12854,"New York, NY",258
Marvel Entertainment,2017-04-03,http://www.dice.com/job/result/RTX1564d9/4942115?src=19,Sr. Security Specialist,12855,"New York, NY",258
Sila Solutions Group,2017-03-28,http://www.dice.com/job/result/10415537/935568?src=19,Senior Technical Business Systems Analyst,12856,"Shelton, CT",258
Mutual of Omaha,2017-04-23,http://www.dice.com/job/result/10328075/029277?src=19,Command Center Specialist (Helpdesk Support),12857,"Omaha, NE",258
Impact Networking,2017-04-20,http://www.dice.com/job/result/10437196/710330?src=19,Field Network Engineer,12858,"Lake Forest, IL",258
ServiceTitan,2017-04-20,http://www.dice.com/job/result/RTX19a219/966394?src=19,Lead Software Engineer in Machine Learning,12859,"Glendale, CA",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170475?src=19,Quality Inspector - Gas Materials Standards,12860,"Brooklyn, NY",258
Ke'aki Technologies,2017-04-22,http://www.dice.com/job/result/10369495/3421?src=19,Sr. Network Architect - SME,12861,"Kekaha, HI",258
CommScope,2017-04-10,http://www.dice.com/job/result/10196434/951544?src=19,Information Security Analyst,12862,"Hickory, NC",258
Ophir Corporation,2017-04-06,http://www.dice.com/job/result/10123329/865499?src=19,IT Administrator/IS Security Officer,12863,"Littleton, CO",258
Frontline Source Group,2017-04-19,http://www.dice.com/job/result/10119235/12165?src=19,Help Desk Technician,12864,"Austin, TX",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20162898?src=19,Analyst - US Measures & Metrics,12865,"Waltham, MA",258
Allscripts,2017-04-23,http://www.dice.com/job/result/10127643A/10539?src=19,Managed Services Business Analyst,12866,"Parkersburg, WV",258
AETEA Information Technology Inc,2017-04-10,http://www.dice.com/job/result/cxaeteap/952167?src=19,Linux/VMware Systems Engineer,12867,"Arlington, VA",258
Timlin Enterprises,2017-04-21,http://www.dice.com/job/result/10482040/966641?src=19,WMS Analyst (Professional Services),12868,"Kansas City, MO",258
Alliant International University,2017-04-21,http://www.dice.com/job/result/jobeblok/999446?src=19,Senior Manager for Call Center Operations - San Diego,12869,"San Diego, CA",258
Robinson & Cole LLP,2017-04-17,http://www.dice.com/job/result/10451738/4881576?src=19,"Software Engineer (Financial Systems) - Hartford, CT",12870,"Hartford, CT",258
"IBG, LLC",2017-04-21,http://www.dice.com/job/result/10340106/2017-1554?src=19,Junior Software Engineer - Java Backend,12871,"Greenwich, CT",258
WorldPay,2017-03-28,http://www.dice.com/job/result/10123218/934946?src=19,ePMO Project Analyst,12872,"Atlanta, GA",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170877?src=19,Commercial Assistant,12873,"Hicksville, NY",258
CSU Bakersfield,2017-04-14,http://www.dice.com/job/result/adclblok/11720?src=19,CHIEF INFORMATION SECURITY OFFICER (Administrator II),12874,"Bakersfield, CA",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170971?src=19,Associate Claims Representative/Claims Representative/Sr.Claims Representative,12875,"Waltham, MA",258
BOK Financial Corporation,2017-04-23,http://www.dice.com/job/result/RTL724669/28281-en_US?src=19,Executive Assistant,12876,"Tulsa, OK",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170830?src=19,Project Manager,12877,"Hicksville, NY",258
EPCOT Technologies,2017-04-10,http://www.dice.com/job/result/10527521/940565?src=19,Sr.Storage Engineer/Admin,12878,"Richmond, VA",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170781?src=19,Engineer - Substations O&M Services - NE,12879,"Waltham, MA",258
National Grid,2017-04-22,http://www.dice.com/job/result/RTX14d876/20170003?src=19,Lead Auditor - Corporate Audit,12880,"Brooklyn, NY",258
American Eagle Fedral Credit Union,2017-04-12,http://www.dice.com/job/result/RTX157577/1439-650?src=19,Network Security Engineer,12881,"Glastonbury, CT",258
Sterling Talent Solutions,2017-04-10,http://www.dice.com/job/result/10502702/951982?src=19,Senior Software Development Engineer,12882,"Bellevue, WA",258
