company,date,detailUrl,jobTitle,job_listing_no,location,page
AVA Consulting,2017-04-18,http://www.dice.com/job/result/10125450/AVA6699?src=19,Software Systems Engineer - III,20151,"Irving, TX",404
Beechwood Computing Ltd,2017-04-20,http://www.dice.com/job/result/beeca002/KNC4977050426?src=19,Z/OS/CICS Web Services/CA DB2 Programmer 10 YR ;Raleigh NC;$69/hr C2C,20152,"Raleigh, NC",404
UCSB,2017-04-12,http://www.dice.com/job/result/RTL129111/955572?src=19,Business Systems Analyst - WebTMA,20153,"Santa Barbara, CA",404
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JS18-136151624?src=19,Senior Software Developer (C/C++),20154,"Newark, CA",404
Softworld Inc,2017-04-23,http://www.dice.com/job/result/softwinc/Softworld_2235-702?src=19,IT Asset Management Specialist,20155,"Indianapolis, IN",404
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04860-9500485891?src=19,.Net Devloper,20156,"Russells Point, OH",404
Verizon,2017-04-23,http://www.dice.com/job/result/10241294/448645-1B?src=19,Senior Security Architect,20157,"Irving, TX",404
"Softpros, Inc.",2017-03-28,http://www.dice.com/job/result/sftinc/864?src=19,"Engineer I / Engineer II / Construction Project Administrator, Oregon",20158,"Portland, OR",404
Calance US,2017-04-23,http://www.dice.com/job/result/cxbcsi/Job28953?src=19,Network Management Operations Technician,20159,"Ashburn, VA",404
"IT Trailblazers, LLC.",2017-04-21,http://www.dice.com/job/result/ittb6/965014?src=19,Database Architect,20160,"Boise, ID",404
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/00320-9500501349?src=19,Network Administrator/ Security Analyst,20161,"Manhattan Beach, CA",404
Lexmark International Inc,2017-04-23,http://www.dice.com/job/result/RTX16621e/134391?src=19,Open Source Software Analyst Engineer,20162,"Lexington, KY",404
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_190014BR?src=19,"Mgr, Product Management",20163,"Greenwood Village, CO",404
Pilot Flying J,2017-03-27,http://www.dice.com/job/result/10210958/932317?src=19,Senior Network Engineer,20164,"Knoxville, TN",404
Morley Builders,2017-04-20,http://www.dice.com/job/result/RTX184200/967313?src=19,Technical Support Analyst,20165,"Santa Monica, CA",404
Tech Genomics LLC,2017-04-19,http://www.dice.com/job/result/90929785/884404?src=19,Lead Python Developer,20166,"Houston, TX",404
"TekMasters, LLC",2017-04-20,http://www.dice.com/job/result/10441024/841903?src=19,Customer Services and Information Technology Officer,20167,"McLean, VA",404
"Urpan Technologies, Inc.",2017-04-21,http://www.dice.com/job/result/10114368/All122?src=19,BigData Leads - 3 Positions for CA and NJ (Locals only),20168,"San Diego, CA",404
"T-Mobile USA, Inc",2017-04-23,http://www.dice.com/job/result/10115421a/79006BR?src=19,"Sr Engineer, Systems Architecture",20169,"Bellevue, WA",404
Droisys,2017-04-20,http://www.dice.com/job/result/10124779/584800?src=19,Direct Client Need BI Project Manager  // Locals Only //,20170,"San Ramon, CA",404
Larsen & Toubro Infotech Limited,2017-04-17,http://www.dice.com/job/result/10106048/955414?src=19,Mantas Developer (Full Time),20171,"Tampa, FL",404
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/9592?src=19,"Engineer, Systems",20172,"Stennis Space Center, MS",404
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITWQG1607495?src=19,Director of IT / CTO (SAP / IS Applications),20173,"San Diego, CA",404
OpenLogix Corporation,2017-04-19,http://www.dice.com/job/result/10211058/963593?src=19,Java With WSO2 ESB Developer,20174,"Seattle, WA",404
"IHRC, Inc.",2017-03-31,http://www.dice.com/job/result/RTX192a8b/4940525?src=19,Web Developer III,20175,"Atlanta, GA",404
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02720-0009239800?src=19,Salesforce Developer/Systems Analyst,20176,"Fairfield, NJ",404
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/RN1-1337548123?src=19,Speech Software Engineer - ASR,20177,"Mountain View, CA",404
HCL America Inc.,2017-04-10,http://www.dice.com/job/result/hcl001/951603?src=19,ITSM Developer,20178,"Dearborn, MI",404
Confidential Company,2017-04-21,http://www.dice.com/job/result/accco001a/939792?src=19,API Architect,20179,"San Rafael, CA",404
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04860-9500510951?src=19,Sr. Backup Engineer,20180,"Dublin, OH",404
Summit Racing Equipment,2017-04-11,http://www.dice.com/job/result/RTL884349/877620?src=19,Senior COBOL Programmer,20181,"Tallmadge, OH",404
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/121001?src=19,".NET Architect/Solution Architect (Web, eCommerce)",20182,"Dallas, TX",404
"Talent Minds Network, Inc.",2017-04-21,http://www.dice.com/job/result/90787500/KP17?src=19,JAVA Developer (CI/CD),20183,"New York City, NY",404
Technosmarts Inc,2017-04-23,http://www.dice.com/job/result/10109872/tmepic-09?src=19,Sr Clinical Bus Sol Analyst - Epic Certified  (5+ yrs EXP)_,20184,"SAINT LOUIS, MO",404
"Softpath System, LLC.",2017-04-11,http://www.dice.com/job/result/softpath/916554?src=19,Senior OSS Engineer,20185,"Andover, MA",404
Modis,2017-04-23,http://www.dice.com/job/result/10103170/US_EN_6_21701_56498637?src=19,Application Solution Developer - .Net,20186,"Bellefonte, PA",404
"Presidio Networked Solutions Group, LLC",2017-04-13,http://www.dice.com/job/result/10125889/920038?src=19,Systems Administrator,20187,"Pittsburgh, PA",404
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/527509?src=19,Sr. Pega Developer,20188,"Franklin Lakes, NJ",404
Professional Alternatives,2017-04-17,http://www.dice.com/job/result/10114561/959918?src=19,iOS Developer,20189,"Austin, TX",404
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/SBS-136224820?src=19,Remote SEO Manager,20190,"Sacramento, CA",404
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/525024?src=19,ECM (Enterprise Content Management) Architect,20191,"Philadelphia, PA",404
SS & C Technologies Inc,2017-04-07,http://www.dice.com/job/result/10185448/1812?src=19,Senior IT Associate,20192,"McLean, VA",404
"Titan Technologies, Inc.",2017-03-30,http://www.dice.com/job/result/10447565/892904?src=19,Manager Technical Support,20193,"Ventura, CA",404
Cozelix,2017-04-19,http://www.dice.com/job/result/90908717/965162?src=19,"Sr Network Engineer  - Downtown Chicago, IL",20194,"Chicago, IL",404
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/01120-9500501491?src=19,SENIOR NETWORK ENGINEER,20195,"Jackssonville, FL",404
"North Point Defense, Inc.",2017-04-19,http://www.dice.com/job/result/RTX1aa406/964201?src=19,COMPUTER ENGINEER,20196,"Rome, NY",404
Ascent,2017-04-23,http://www.dice.com/job/result/itca001/17-01116?src=19,Lead Business Systems Analyst,20197,"Los Angeles, CA",404
AgreeYa Solutions,2017-04-12,http://www.dice.com/job/result/swapps/CloudMA?src=19,Cloud Architect,20198,"Lowell, MA",404
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITWQG1612836?src=19,Mid-Sr. LIMS Programmer Analyst,20199,"San Diego, CA",404
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/LW-1334479137?src=19,Senior C++ Software Engineer- Medical Device Software- EQUITY,20200,"Baltimore, MD",404
