job_listing_no,job_type,page,salary_info,technical_skills,travel_info
12151,,244,,,
12152,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, 6+ Months",244,Depends On Experience,"Oracle EBS Financials, Service Contracts, AP, GL","Telecommuting not available
Travel not required"
12153,Full Time,244,,Azure / Azure AD / FIM/MIM/ Office 365 / MS Azure / Microsoft Azure / System Center OMS / Azure Architect / Office 365 Architect / Microsoft Azure Architect/ VMware/Vsphere/Indiana/ Illinois/ Ohio/ Michigan/,"Telecommuting not available
Travel not required"
12154,Full Time,244,Annual,Customer Service,"Telecommuting not available
Travel not required"
12155,"Full Time, Contract W2",244,Depends On Experience,"AngularJS, WebAPI, C#, .Net Core, MySQL, Web Services, Python","Telecommuting not available
Travel not required"
12156,Full Time,244,80000-120000,"Senior Database Developer, BI, Data Warehouse, SQL Server, Data Modeling, Recruiters, Senior Database Engineer","Telecommuting not available
Travel not required"
12157,Contract W2,244,Negotiable,"SAP, Success Factors , HCM","Telecommuting not available
Travel not required"
12158,Full Time,244,Market,"Marklogic, Architect,","Telecommuting not available
Travel not required"
12159,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12  months",244,Depends On Experience,"Couchbase MongoDB NoSQL Java, XML, JSON, REST, Shell, Perl NoSQL, Big data  Couchbase/ Mongodb/Cassandra Dockers and running Mongodb","Telecommuting not available
Travel not required"
12160,"Full Time, Full-time, Employee",244,"$120,000 - $160,000","Functional language (F#/OCaml/Haskell), JavaScript, Ruby, Python, J, Wolfram Language, Fundamental Data Structures and Algorithms, SQL/Database administration - Functional language (F#/OCaml/Haskell), JavaScript, Ruby, Python, J, Wolfram Language, Fundamental Data Structures and Algorithms, SQL/Database administration","Telecommuting not available
Travel not required"
12161,"Contract Corp-To-Corp, Contract Independent, Contract W2, Long Term",244,Depends On Experience,"TIBCO BW 6.5 Stack,Oracle or MS Server,XML schema, Data mapping,Jenkins  ,ESB","Telecommuting not available
Travel not required"
12162,"Full Time, Full-time, Employee",244,"$70,000 - $85,000","SQL, MySQL, Ssrs, SQL Server, MS SQL Server, Microsoft SQL Server, Python, Azure, Data Modeling, C# - SQL, MySQL, Ssrs, SQL Server, MS SQL Server, Microsoft SQL Server, Python, Azure, Data Modeling, C#","Telecommuting not available
Travel not required"
12163,Full Time,244,,"Agile, Analysis, Change Management, Development, Ecommerce, Manager, Management, Metrics, PMP, Project, Project Management, Project Manager, Quality Assurance, Risk Management, Scrum, SDLC, Testing","Telecommuting not available
Travel not required"
12164,Full Time,244,$55.00 to $60.00 per hour,"Analysis, Analyst, Business Analyst, Business Requirements, CRM, Data Analysis, ERP, Manager, Medical Device, Project, Project Manager, SalesForce","Telecommuting not available
Travel not required"
12165,"Full Time, Full-time, Employee",244,"$70,000 - $90,000","SQL, MySQL, Ssrs, SQL Server, MS SQL Server, Microsoft SQL Server, Python, Azure, Data Modeling, C# - SQL, MySQL, Ssrs, SQL Server, MS SQL Server, Microsoft SQL Server, Python, Azure, Data Modeling, C#","Telecommuting not available
Travel not required"
12166,Full Time,244,"115,000-135,000","SQL, Oracle, Business Analyst, Use Case, Data Structure, Workflow, Business Process, Documentation, PMP, QA, Business Requirements, Systems Analyst, Agile, Waterfall, Scrum,  PMP, CCBA, CBAP, SDLC","Telecommuting not available
Travel not required"
12167,"Contract Corp-To-Corp, Contract Independent, Contract W2",244,Depends On Experience,"Websphere Application Serve, Java, IBM","Telecommuting not available
Travel not required"
12168,"Contract W2, C2H W2",244,Negotiable,"Analysis, Analyst, Architecture, Change Management, Data Collection, Development, Flow Charting, Management, Process Flow Charting, Programming, Project, Protocols, QA, Scheduling, Security, Testing","Telecommuting not available
Travel not required"
12169,"Contract Corp-To-Corp, 6",244,Depends On Experience,"install,configure Infosphere,Agile and Waterfall,MDM,data modeling,service-data mapping","Telecommuting not available
Travel not required"
12170,Full Time,244,,"Analyst, Automated, Database, Security, Simulation, Validation","Telecommuting not available
Travel not required"
12171,Full Time,244,,"Agile, Data Warehouse, Development, Hadoop, Manager, Management, Microsoft Project, PMP, PowerPoint, Project, Project Management, Project Manager, Scrum, Security, Video","Telecommuting not available
Travel not required"
12172,"Full Time, Full-time, Employee",244,"$90,000 - $130,000","Firmware, FPGA, TS/SCI - Firmware, FPGA, TS/SCI","Telecommuting not available
Travel not required"
12173,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent",244,Depends On Experience,"Networker, Avamar , Data domain -  Design and operations expert -  Littlerock Arkansas","Telecommuting not available
Travel not required"
12174,"Full Time, Contract Independent, Contract W2, Long-term",244,Competitive,"Java J2EE, Spring, Spring MVC, MyBatis, Hibernate, AngularJS, JQuery, HTML5 Jess Rules Engine, 508 compliance, RESTful services, Web Services, Oracle PL/SQL, SQL, Struts, SOA, Agile","Telecommuting not available
Travel not required"
12175,"Full Time, Full Time",244,Great Compensation,"AWS, UNIX, LINUX, data-structures, algorithms, OOD, OOP, SOA, open source technologies, agile, Java, C++, C#, front end development, back end development","Telecommuting not available
Travel not required"
12176,C2H Corp-To-Corp,244,00,NA,"Telecommuting not available
Travel not required"
12177,"Full Time, Full Time",244,Depends On Experience,"3D, Aerospace, Algorithm, Algorithms, Analysis, Architecture, C++, Consulting, Data Analysis, Data Collection, Development, Networks, Programming, Project, Python, Robotics, Security, Simulation, Testing","Telecommuting not available
Travel not required"
12178,Full Time,244,,"Analysis, Database, DNS, Exchange, Hardware, Lifecycle, Manager, Management, Networking, Networks, Security, Simulation, Supervision, Systems Administrator, TCP/IP, Testing, VMware, Windows","Telecommuting not available
Travel not required"
12179,Contract W2,244,36.00-42.00,"HCD, HCM, CMT, Cisco Device Manager, DASD, VTS, Ficon Switches, ISPF, EJES, HOD","Telecommuting not available
Travel not required"
12180,Full Time,244,Negotiable,"sybase, sql server, .net, unix, linux, tidal scheduler, ibm data stage, trizetto facets, qnxt, diamond, object oriented, agile, waterfall","Telecommuting not available
Travel not required"
12181,Full Time,244,Depends On Experience,"Node.js,  HTML, DHTML, CSS, JavaScript","Telecommuting not available
Travel not required"
12182,Full Time,244,,"Agile, Algorithms, Apache, Architecture, CSS, Database, Data Modeling, DB2, Development, DHTML, Hardware, HTML, IDE, J2EE, Java, JavaScript, JDBC, Jdeveloper, JSP, Management, Modeling, Networking, Oracle, Project, Protocols, Research, Security, Simulation, SQL, Version Control, Web Server","Telecommuting not available
Travel not required"
12183,Full Time,244,$100000 - $170000 per annum,Software Developer – C# | Software Development,"Telecommuting not available
Travel not required"
12184,"Full Time, Commensurate on",244,Commensurate on expe,Cloud computing; IAM; Iaas; Saas,"Telecommuting not available
Travel not required"
12185,Full Time,244,Depends On Experience,Business Intelligence Cognos SQL BI Reporting,"Telecommuting not available
Travel not required"
12186,"Contract W2, 06+ months",244,Depends On Experience,"Ruby on Rails and Rspec, JavaScript and Jquery,   HTML, CSS, React, Agile, Rake, Bundler, as well as npm, bower, and Jasmine","Telecommuting not available
Travel not required"
12187,Full Time,244,,"Analysis, Analyst, Automated, Data Mining, Encryption, Firewall, Networks, Security, Simulation, SQL","Telecommuting not available
Travel not required"
12188,"Full Time, Permanent Hire",244,"$95,000","3+ years experience as DBA, Oracle 10/11g, Teradata","Telecommuting not available
Travel not required"
