company,date,detailUrl,jobTitle,job_listing_no,location,page
Aden Staff,2017-04-21,http://www.dice.com/job/result/90977043/Sony-6827822?src=19,Senior Graphics Tools Programmer ( 6827822),29851,"San Diego, CA",598
UTG,2017-03-31,http://www.dice.com/job/result/10201661/748872?src=19,IT Security and Compliance Analyst,29852,"SAINT LOUIS, MO",598
Essex Management,2017-04-20,http://www.dice.com/job/result/RTL106108/815825?src=19,Vice President of Technology Platforms,29853,"Cambridge, MA",598
CGI,2017-04-23,http://www.dice.com/job/result/cgiamsbot/J0217-0894?src=19,PCD IT Security Specialist / Network Engineer,29854,"New Orleans, LA",598
"Edge Communications, LLC",2017-03-29,http://www.dice.com/job/result/90729384/936884?src=19,Infrastructure Administrator,29855,"Plano, TX",598
"Talent Minds Network, Inc.",2017-04-21,http://www.dice.com/job/result/90787500/IM42141817?src=19,"Associate, YouTube Strategy",29856,"San Bruno, CA",598
"ConsultNet, LLC",2017-04-23,http://www.dice.com/job/result/cxcnetut/17-01132?src=19,Junior Information System Security Analyst,29857,"Springville, UT",598
The CEI Group,2017-04-20,http://www.dice.com/job/result/compexpr/715999?src=19,S/W Engineer,29858,"Haverhill, MA",598
IO Datasphere,2017-04-19,http://www.dice.com/job/result/10193654/4984MI-D?src=19,Web Administrator,29859,"Lansing, MI",598
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/00320-9500492130?src=19,DevOps Engineer,29860,"Downtown Los Angeles, CA",598
Neovera,2017-04-05,http://www.dice.com/job/result/10121777/662750?src=19,Windows Engineer,29861,"Bethesda, MD",598
Infotek Consulting Services Inc.,2017-04-03,http://www.dice.com/job/result/10383403/942330?src=19,Remote Integration Architect - Eastern Time Zone,29862,"Mount Laurel, NJ",598
Louisiana Economic Development,2017-04-18,http://www.dice.com/job/result/90833617/IBM615405?src=19,Senior Tibco Developer,29863,"Baton Rouge, LA",598
Harris County  ITC,2017-04-03,http://www.dice.com/job/result/90634043/01915?src=19,Mobile Application Developer-Intermediate,29864,"Houston, TX",598
Volt,2017-04-23,http://www.dice.com/job/result/10105694/33062-561?src=19,Manufacturing Operator - Pharmaceutical,29865,"Rye, NY",598
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/ES2-134268792?src=19,DevOps Engineer-Startup- Relo to Beautiful Mountain Town!,29866,"Sandpoint, ID",598
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/TM-1337786122?src=19,Infrastructure Engineer with Government Clearance,29867,"Joint Base Andrews, MD",598
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/525830?src=19,ACCOUNTS PAYABLE ANLYST,29868,"Southfield, MI",598
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/MV1-135048664?src=19,Field Service Engineer - TS/SCI w/ Polygraph,29869,"Herndon, VA",598
Modis,2017-04-23,http://www.dice.com/job/result/CXMODWOR/US_EN_6_17438_56377965?src=19,"Business Analyst Job Columbus, Ohio - Multiple Openings",29870,"Columbus, OH",598
"Redolent, Inc",2017-04-18,http://www.dice.com/job/result/10170091/947511?src=19,Web Developer ( JavaScript / HTML / CSS / Photoshop ),29871,"San Bruno, CA",598
Ascent,2017-04-23,http://www.dice.com/job/result/itca001/17-03750?src=19,Sr. non-IT Project Manager,29872,"San Ramon, CA",598
"Evolver, Inc.",2017-04-20,http://www.dice.com/job/result/10123391/2373?src=19,"Cyber Risk Analyst - Kansas City, KS",29873,"Kansas City, KS",598
Miri Technologies,2017-04-13,http://www.dice.com/job/result/10116543/958291?src=19,Windows Migration Specialist,29874,"Sacramento, CA",598
Powersolv,2017-04-13,http://www.dice.com/job/result/10115336/815902?src=19,Senior IOS Developer (with J2ee exp.),29875,"Laurel, MD",598
Institute for Defense Analyses,2017-04-06,http://www.dice.com/job/result/RTL672329/833261?src=19,Systems Admin - Microsoft Windows,29876,"San Diego, CA",598
Ionidea,2017-04-19,http://www.dice.com/job/result/ionidea/963997?src=19,SAS Programmer III,29877,"San Francisco, CA",598
"Aureon IT, Inc",2017-03-31,http://www.dice.com/job/result/moderns/113001?src=19,Python Developer,29878,"Des Moines, IA",598
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02720-0008864770?src=19,Senior Support Engineer,29879,"Kearny, NJ",598
VLink Inc,2017-04-21,http://www.dice.com/job/result/RTL109178/957234?src=19,IT Telecom Engineer - locals and w2 candidates needed,29880,"Hartford, CT",598
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_189563BR?src=19,Principal App Architect I,29881,"Greenwood Village, CO",598
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/522940?src=19,Network Engineer OR Network Administrator,29882,"Atlantic City, NJ",598
Modis,2017-04-23,http://www.dice.com/job/result/10103170/US_EN_6_21701_56605250?src=19,"Open HRIS Manager Opportunity Available in West Chester, PA",29883,"West Chester, PA",598
TRU8 Solutions,2017-04-17,http://www.dice.com/job/result/90922909/960333?src=19,GRC Business Consultant,29884,"Washington, DC",598
"Beacon Hill Staffing Group, LLC",2017-04-23,http://www.dice.com/job/result/10425980/Madts040717-253?src=19,QA Automation Tester,29885,"Madison, WI",598
Management Consulting International,2017-04-23,http://www.dice.com/job/result/appblok/3411_mi13?src=19,DataPower/ IIB Developer,29886,"Auburn Hills, MI",598
Modis,2017-04-23,http://www.dice.com/job/result/10103170/US_EN_6_21701_52624594?src=19,"Open Operation Assembler Position Available in Council Bluffs, IA",29887,"Council Bluffs, IA",598
KinectHQ,2017-03-24,http://www.dice.com/job/result/90918913/ac1343?src=19,Lead Software Engineer - Machine Learning,29888,"Glendale, CA",598
Travelport,2017-04-23,http://www.dice.com/job/result/90719168/4527BR?src=19,Storage Engineer,29889,"Atlanta, GA",598
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/527211?src=19,UX Developer,29890,"New York, NY",598
APN Consulting Inc,2017-04-21,http://www.dice.com/job/result/10123488/17-00415?src=19,SQL/ETL Developer,29891,"Chicago, IL",598
First American Financial,2017-04-23,http://www.dice.com/job/result/appblok/2280_1837879?src=19,CRM Administrator,29892,"Abilene, TX",598
HALLMARK GLOBAL TECHNOLOGIES INC,2017-04-21,http://www.dice.com/job/result/10116544/REG-AMM-TNY?src=19,Associate Manager/ Manager,29893,"Tarrytown, NY",598
kCura Corporation,2017-04-23,http://www.dice.com/job/result/10286858/2553?src=19,Technical Project Manager,29894,"Chicago, IL",598
Aequor Technologies,2017-04-20,http://www.dice.com/job/result/aequor/AAAj123?src=19,SAS Programmer,29895,"San Francisco, CA",598
LexisNexis,2017-04-23,http://www.dice.com/job/result/10113302/LEX00GKI?src=19,TEMP - CO-OP/INTERN,29896,"Raleigh, NC",598
Forsys Inc.,2017-04-11,http://www.dice.com/job/result/90896916/916648?src=19,Mobile Developer (Andriod/IOS),29897,"Warren, NJ",598
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/01500-0009046552?src=19,Web Applications Developer (PERM) (Direct Hire),29898,"Davenport, IA",598
"iHeartMedia, Inc.",2017-04-13,http://www.dice.com/job/result/10529843/5684?src=19,"Software Development Manager, B2B e-commerce",29899,"San Antonio, TX",598
AhaApps,2017-03-30,http://www.dice.com/job/result/90960255/938279?src=19,MDM Consultant,29900,"Troy, MI",598
