job_listing_no,job_type,page,salary_info,technical_skills,travel_info
11351,"Contract W2, Temp",228,Competitive,"Access, Analysis, Analyst, Analytical, BI Tools, Business Analyst, Business Intelligence, Business Objects, Computer, Data Analysis, Development, ERP, Excel, IT, Metrics, Oracle, PowerPoint, SAP, SalesForce, Software, SQL, Systems","Telecommuting not available
Travel not required"
11352,"Contract Corp-To-Corp, Contract W2, Long Term",228,Depends On Experience,"Teradata, Unix,Shell","Telecommuting not available
Travel not required"
11353,Full Time,228,Negotiable,"Network Security, Network Administration, Excellent Communication Skills","Telecommuting not available
Travel required to 10%."
11354,"Contract W2, Temp",228,Competitive,"Analysis, Analyst, Business Requirements, Data Analysis, Database, Data Modeling, Data Warehouse, Developer, Development, IT, Modeling, Project, QA, Quality, SQL, Systems, Test, Testing, Validation","Telecommuting not available
Travel not required"
11355,Full Time,228,Negotiable,"Accounting, Analyst, Data Modeling, Development, Excel, Modeling, Programming, SQL, SQL Server, Testing, Validation, VBA","Telecommuting not available
Travel not required"
11356,Full Time,228,,"Agile, Analysis, Architecture, Automated, CASE, Consulting, Database, Data Modeling, Development, IBM, Java, Management, Modeling, Project, Rational, Security, SOAP, Specification, UML, XML","Telecommuting not available
Travel not required"
11357,Full Time,228,Depends On Experience,"CRM, salesforce","Telecommuting not available
Travel not required"
11358,Contract Corp-To-Corp,228,60,Sr Oracle PL/SQL Developer with Financial exp,"Telecommuting not available
Travel not required"
11359,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, 1 Year",228,Negotiable,Redhat Linux,"Telecommuting not available
Travel not required"
11360,Full Time,228,Depends On Experience,"Pre-Sales, Engineering, Sales","Telecommuting not available
Travel required to 10%."
11361,Full Time,228,Depends On Experience,"gmp,etl,bobj,bw,cloud computing,erp,informatica,infosphere,sap,sap erp,sql,warehousing,data structure","Telecommuting not available
Travel required to 50%."
11362,"Contract Independent, Contract W2",228,"45/hr W2,53/hr 1099","NetApp Data ,SAN/NAS Architectures,AZNET, DES, DTS and DCSO policies,infrastructure","Telecommuting not available
Travel not required"
11363,Full Time,228,Competitive,"ERP, Oracle, SOA","Telecommuting not available
Travel not required"
11364,Full Time,228,,"Analysis, Analyst, Analytical Skills, Apache, Consulting, Data Analysis, FlowChart, J2EE, Java, JavaScript, jQuery, Linux, Manager, Management, Networking, Networks, Oracle, PL/SQL, Project, Project Management, Security, SOAP, SQL, Sun, Unix, XML, XSLT","Telecommuting not available
Travel not required"
11365,Full Time,228,$110000 - $150000 per annum,MS Azure,"Telecommuting not available
Travel not required"
11366,"Contract Corp-To-Corp, 6",228,Depends On Experience,"install,configure Infosphere,Agile and Waterfall,MDM,data modeling,service-data mapping","Telecommuting not available
Travel not required"
11367,Full Time,228,Negotiable,"SQL, PL/SQL, Oracle, Application Experience, DBA, Application Tuning, Project Management, Mission-critical systems, knowledge of data privacy practices, MySQL","Telecommuting not available
Travel required to 10%."
11368,"Full Time, Contract Corp-To-Corp, Contract W2",228,-,"ETL, Banner","Telecommuting not available
Travel not required"
11369,"Contract W2, 6 months to one year",228,Market,Senior Hadoop Developer,"Telecommuting not available
Travel not required"
11370,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, Long Term",228,$70/hr,Managers notes:  needs to understand data security and data encryption (masking) and how scanning tools work,"Telecommuting not available
Travel not required"
11371,Full Time,228,75 - 100,"security awareness, findings management, PCN, risk treatment, cloud security, bid data security, emerging technologies, digital security risk assessment,","Telecommuting not available
Travel not required"
11372,Full Time,228,Negotiable,"TM1 DEVELOPER, MS OFFICE, COGNOS, SQL","Telecommuting not available
Travel not required"
11373,Full Time,228,,JavaScript; HML5 and CSS3; C# ; ASP.NET; MVC 4.0 or above; SASS / LESS; Bootstrap; Grunt / Gulp; GIT ; Selenium; NUnit 2.6 or above (3 preferred); mocha; Dependency Injection; Jquery; Knockout.js; Angular.js; Data-access (Sql); Cookie;,"Telecommuting not available
Travel not required"
11374,"Contract W2, Temp",228,Competitive,"Analytical, Application, Applications, BASIC, Business Intelligence, Business Intelligence Applications, Customer Service, Data Warehouse, Developer, Development, Epic, Iterative, Iterative Development, Lifecycle, Performance, Project, Quality, SQL, System","Telecommuting not available
Travel not required"
11375,"Contract Corp-To-Corp, Contract Independent, Contract W2",228,Depends On Experience,"ESRI, ARCGIS, GIS, JAVASCRIPT","Telecommuting not available
Travel not required"
11376,"Full Time, Full-time, Employee",228,"$130,000 - $250,000","Java, Unix, OOP, Distributed Systems, Big Data - Java, Unix, OOP, Distributed Systems, Big Data","Telecommuting not available
Travel not required"
11377,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 6 mths CTH",228,Depends On Experience,"KRUX, Salesforce, SQL, Data Modelling, Reporting Tool, Marketing Analysis","Telecommuting not available
Travel not required"
11378,Full Time,228,140000,"ios, Android, AWS","Telecommuting not available
Travel not required"
11379,"Full Time, Full-time, Employee",228,Unspecified,"API Development, Data Mapping, ETL Development, Reporting, Analytics, Salesforce, DBA, system administration, SAS, APEX - API Development, Data Mapping, ETL Development, Reporting, Analytics, Salesforce, DBA, system administration, SAS, APEX","Telecommuting not available
Travel not required"
11380,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, 6months to hire",228,open,"Cognos,Reports","Telecommuting not available
Travel not required"
11381,Full Time,228,,"Analytical Skills, API, Backup and Recovery, Business Requirements, CCNP, Cisco, Customer Service, Development, Hardware, HTTP, JNI, Linux, Networking, Protocols, Sales, SCSI, Sun, TCP/IP, Test Plan, Tivoli, Unix, Windows","Telecommuting not available
Travel required to 25%."
11382,"Full Time, Full-time, Employee",228,Unspecified,".NET, MVC, C#, MSSQL, JavaScript/JQuery/Angular, Big Data, Hadoop, Cassandra, MongoDB, HTML5/CSS3 - .NET, MVC, C#, MSSQL, JavaScript/JQuery/Angular, Big Data, Hadoop, Cassandra, MongoDB, HTML5/CSS3","Telecommuting not available
Travel not required"
11383,"Full Time, Fulltime Permanent",228,Depends On Experience,"10 yrs of expereince in Finanical Services and preferably with Hedge Funds, VMware, Zerto / Veeam replication, Windows Server, Image based backup, Hosted Exchange, Connectwise / Kaseya experience.","Telecommuting not available
Travel not required"
11384,,228,Competitive,,"Telecommuting not available
Travel not required"
11385,"Contract W2, 9+ Months",228,$,"Enterprise Architect , Data Center Transformation,","Telecommuting not available
Travel required to 10%."
11386,Full Time,228,NA,".Net developer,C#,Angular.js,MySQL","Telecommuting not available
Travel not required"
11387,"Full Time, Permanent Full Time",228,,"Agile, Analysis, ANSI, Architecture, CGI, Data Analysis, Developer, Development, Hadoop, Java, JavaScript, Python, Security, Shell Scripting, SQL, Unix","Telecommuting not available
Travel not required"
11388,"Full Time, Full-time, Employee",228,Unspecified,"Pre Sales, Cisco UC, Cisco R/S, Cisco Data Center, Cisco Security, CCIE, CCNP - Pre Sales, Cisco UC, Cisco R/S, Cisco Data Center, Cisco Security, CCIE, CCNP","Telecommuting not available
Travel not required"
11389,"Contract W2, Temp",228,Competitive,".Net, Analytical, Application, Business Requirements, C#, Database, Data Modeling, Developer, Development, Management, Modeling, Oracle, Programming, Protocols, Quality, SQL, SQL Server, System, Systems, Teradata, VB, Web","Telecommuting not available
Travel not required"
11390,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",228,,".Net, Aerospace, Analysis, ASP, ASP.NET, Development, DNS, Excel, Hardware, HTML, HTTP, Java, LAN, Linux, Management, MS Office, Networks, Oracle, PowerPoint, Programming, Protocols, Security, SMTP, SOAP, SQL, SQL Server, TCP/IP, Testing, VMware, vSphere, WAN, Windows, Wireless","Telecommuting not available
Travel required to 10%."
11391,"Full Time, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 4-6 Months",228,Market,"Bachelors degree in Health Discipline(RN,OT,PT), Unstructured Text Data Mining, Clinical Experience as a licensed practitioner.","Telecommuting not available
Travel not required"
11392,"Contract Independent, Contract W2, Up to 3 months",228,Market,Support Specialist,"Telecommuting not available
Travel not required"
11393,Contract Corp-To-Corp,228,Negotiable,IEE/Itron and MDM,"Telecommuting not available
Travel not required"
11394,"Full Time, Full-Time",228,Competitive,"Network, Administrator, Cisco, Microsoft platforms, SQL, Powershell, Hadoop, Storage, Active Directory, troubleshooting, San Infrastructure, servers, hardware, data center, servers, disaster avoidanc","Telecommuting not available
Travel not required"
11395,"Full Time, Contract Independent, Contract W2",228,Depends On Experience,"Data Model, Design and Architect ETL BIDW solutions","Telecommuting not available
Travel not required"
11396,Full Time,228,,"Analysis, CCNP, Cisco, Ethernet, Hardware, Lifecycle, Management, Network Engineer, Networks, Project, Protocols, Routers, Security, Switches, TCP/IP, Video, WAN, Wireless","Telecommuting not available
Travel not required"
11397,Full Time,228,Depends On Experience,"Business Intelligence, Capacity Planning, Database, Database Administration, Data Warehouse, DBA, Developer, Development, Management, Project, Project Management, Research, Security, SQL, SQL Server, Supervision, Testing","Telecommuting not available
Travel not required"
11398,"Full Time, Full-time, Employee",228,"$150,000 - $200,000","Pre-Sales Engineer, Networking Fundamentals, Public and Private Cloud Technologies, Data Center Fabric Technologies, Automation and Virtualization, Converged and Hyper-Converge Infrastructure, Python Scripting - Pre-Sales Engineer, Networking Fundamentals, Public and Private Cloud Technologies, Data Center Fabric Technologies, Automation and Virtualization, Converged and Hyper-Converge Infrastructure, Python Scripting","Telecommuting not available
Travel not required"
11399,Contract W2,228,xx.xx,"Cassandra, Phython, Java","Telecommuting not available
Travel not required"
11400,,228,,,
