job_listing_no,job_type,page,salary_info,technical_skills,travel_info
22451,"Contract W2, 6 Months",450,Negotiable,"IP routing protocols, Ethernet, VLANs, VOIP, MPLS, ATM, Frame Relay, Cisco, IOS, Adtran, Netvana","Telecommuting not available
Travel not required"
22452,Full Time,450,"$85,000.00 to $120,000.00 per year","Agile, Algorithms, Development, Iterative, Java, Linux, Management, Object Oriented Programming, Programming, SDLC, Software Engineer, Testing, Unix","Telecommuting not available
Travel not required"
22453,Full Time,450,125000,Oracle EBS Functional,"Telecommuting not available
Travel not required"
22454,Full Time,450,Depends On Experience,"Using storyboards and xibs with UIKit, Cocoa Touch, Autolayout, and size classes  CocoaPods and 3rd party frameworks, Swift, Objective-C, Xcode, JSON","Telecommuting not available
Travel not required"
22455,"C2H Independent, C2H W2",450,Depends On Experience,"Analysis, Analyst, Business Analyst, Excel, Management, Project","Telecommuting not available
Travel not required"
22456,"Full Time, FULLTIME",450,,"Agile, Architecture, Artificial Intelligence, CSS, CTO, Database, Development, Management, MySQL, mysql, Sales, Unix","Telecommuting not available
Travel not required"
22457,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6 Months",450,Depends On Experience,AEM architecture,"Telecommuting not available
Travel not required"
22458,"Full Time, C2H W2, fulltime",450,Negotiable,"Business Development, IT Sales, client solutions, account management","Telecommuting not available
Travel not required"
22459,"Contract Independent, Contract W2, 2+ mos",450,Market,"ARCHITECT, ECM, ONBASE, DOCUSHARE, LASERFICHE, SPRING CM, SPRINGCM, SEISMIC, LEXMARK, NUXEO, ORACLE WEBCENTER, FILENET, OPENTEXT, SAVO, ALFRESCO, R2 DOCUO, FILEBOUND, WEBDOCS, DJANGO CMS","Telecommuting not available
Travel not required"
22460,Full Time,450,,"BMC, Consulting, Customer Service, Development, Excel, iOS, Manager, Management, Microsoft Project, Networking, PowerPoint, Project, Protocols, Security, SMTP, Windows","Telecommuting not available
Travel not required"
22461,Full Time,450,,"API, Bean, Development, HTTP, JavaScript, Release, Ruby, Sales, Testing, Video","Telecommuting not available
Travel not required"
22462,Full Time,450,,"Agile, Cisco, CSS, Database, Development, Firewall, HTML, Java, JavaScript, Lifecycle, Manager, Management, MySQL, mysql, Programming, Python, QA, Scrum, Security, Software Engineer, Testing, Video","Telecommuting not available
Travel not required"
22463,"Full Time, Full time",450,Depends On Experience,"Core Java , agile , TDD","Telecommuting not available
Travel not required"
22464,Full Time,450,"$100,000.00 to $120,000.00 per year",".Net, Android, CSS, Development, Development Manager, iOS, JavaScript, jQuery, Manager, Management, SalesForce, VB, XML","Telecommuting not available
Travel not required"
22465,"Contract Corp-To-Corp, Contract Independent, 6 months initially",450,100 an hour,Docker and CaaS experience is a must,"Telecommuting not available
Travel not required"
22466,"Full Time, Full-time, Employee",450,"$60,000 - $75,000","Negotiation, Strategy, Digital Media Supervisor - Digital, Presentation, Lead Generation, E-Commerce - Negotiation, Strategy, Digital Media Supervisor - Digital, Presentation, Lead Generation, E-Commerce","Telecommuting not available
Travel not required"
22467,Full Time,450,Depends On Experience,Manager Technical Support Field Service Customer Service,"Telecommuting not available
Travel not required"
22468,"Full Time, Full-time, Employee",450,"$70,000 - $130,000","Intelligence Analyst, Cybersecurity, Intrusion Detection - Intelligence Analyst, Cybersecurity, Intrusion Detection","Telecommuting not available
Travel not required"
22469,"Contract W2, C2H W2, 6 + months",450,$70 - $90/hr W2,"Cisco, telephony networking, enterprise voice network applications, server, storage, security, messaging","Telecommuting not available
Travel not required"
22470,"C2H Independent, C2H W2",450,Negotiable,Program Management Agile PMP,"Telecommuting not available
Travel not required"
22471,Full Time,450,Depends On Experience,"Analyst, Architecture, Business Requirements, Customer Service, DB2, Developer, Development, HTTP, J2EE, Java, JDBC, Lifecycle, ODBC, Oracle, SQL, SQL Server, Tibco, XML","Telecommuting not available
Travel not required"
22472,"Full Time, perm",450,"$90,000 - $130,000","Quality Assurance, Test Case, Test Script. Test Automation, Agile","Telecommuting not available
Travel not required"
22473,Full Time,450,Depends On Experience,"3d modeling,j2ee web services,cloud computing,java,html,scripting,weblogic,unix,aix,javascript,linux","Telecommuting not available
Travel required to 50%."
22474,"Full Time, Full-time, Employee",450,"$110,000 - $130,000","Java, C#, JavaScript, NodeJS, ASP.NET, SQL, Spring, Python - Java, C#, JavaScript, NodeJS, ASP.NET, SQL, Spring, Python","Telecommuting not available
Travel not required"
22475,"Contract W2, C2H W2, 6-12 MONTHS+",450,Depends On Experience,"Performance Engineer,RTOS,C++,Java,ARM, MIPS, PPC,DSP,Shell,Perl,Python","Telecommuting not available
Travel not required"
22476,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6+ months",450,$13/hr W2,Payroll,"Telecommuting not available
Travel not required"
22477,"Contract W2, Temp",450,Competitive,"Computer, Consultant, Engineer, Ethernet, Hardware, IT, LAN, Metrics, Network, Networking, Performance, Project, Routers, Switches, Telecommunications, Token Ring, WAN","Telecommuting not available
Travel not required"
22478,"Contract Corp-To-Corp, Contract Independent",450,Negotiable,"Systems Engineer, Windows Engineer, Server Engineer","Telecommuting not available
Travel not required"
22479,Full Time,450,"75,000",EMC; VMAX; Symmetrix; Storage,"Telecommuting not available
Travel not required"
22480,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Long term",450,Depends On Experience,"React Js,  Python, Node.JS, APIs (REST), MongoDB, Hbase, Postgres","Telecommuting not available
Travel not required"
22481,Full Time,450,Depends On Experience,"LAN, WAN, Cisco switches and routers, Microsoft Active Directory, SQL Server","Telecommuting not available
Travel not required"
22482,"Full Time, Contract Independent, Contract W2, C2H Independent",450,Negotiable,"Core Java, Web Services, Spring, Hibernate, APIs.","Telecommuting not available
Travel not required"
