job_listing_no,job_type,page,salary_info,technical_skills,travel_info
4751,"Full Time, Fulltime",96,$140K base,"Datawarehouse Architect, ODS, Data Lake, Data Warehousing, OLTP, Data Vault and OLAP, Oracle, Hadoop, Cassandra, Informatica and Pentaho","Telecommuting not available
Travel not required"
4752,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 6 Months plus",96,Market,"""Data Warehousing"", ETL, ""ETL tools"", Perl, Python, Bash, Agile, Netezza","Telecommuting not available
Travel not required"
4753,Full Time,96,,"Architecture, Development, DNS, Exchange, Hardware, IBM, IIS, Management, MCP, MCSE, PowerShell, Project, Project Management, Research, Sales, SQL, SQL Server, Supervision, TCP/IP, VBScript, Windows","Telecommuting not available
Travel not required"
4754,"C2H Independent, C2H W2, 3+ mos",96,BASED ON EXPERIENCE,,"Telecommuting not available
Travel not required"
4755,Contract W2,96,50.00-55.00,.net,"Telecommuting not available
Travel not required"
4756,"Full Time, Full Time",96,$60 - 80 per year,,"Telecommuting not available
Travel not required"
4757,"Contract W2, C2H W2, CTH",96,$75--$80/Hr,"Backbone.js, UI, HTML, CSS, etc.","Telecommuting not available
Travel not required"
4758,Full Time,96,,".NET, ""Microsoft Stack"", ""ASP.net"", C#, MVC,""Power BI"" SSIS, SSRS, SSAS, ""SQL Server""","Telecommuting not available
Travel not required"
4759,"Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2, 12+ month",96,Depends On Experience,"T-SQL , SSIS , ETL , Informatica , SQL Server","Telecommuting not available
Travel not required"
4760,Full Time,96,Depends On Experience,SEM,"Telecommuting not available
Travel not required"
4761,"Full Time, Contract W2, C2H W2, Contract to Hire",96,$50-$55 per hour DOE,"Proof of U.S. Citizenship; Strong project management skills; Experience with Data Warehouse and Business Intelligence, including OBIA and OBIEE deployments; Experience with Oracle e-Business suite","Telecommuting not available
Travel not required"
4762,"Contract Independent, Contract W2",96,Based on Experience,"JAVA, J2EE, BIGDATA, BIG DATA, HADOOP, MAPR, STRUTS, SPRING, JAVASCRIPT, SQL, SYBASE, ORACLE, DB2, PYTHON, CREDIT RISK, MARKET RISK, BANKING COMPANIES, HEDGE FUND COMPANIES, INVESTMENT BANKING COMPANIES, FINANCIAL COMPANIES","Telecommuting not available
Travel not required"
4763,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Long Term",96,Negotiable,"Tableau, SQL, Quantitative analysis, Data, Finance","Telecommuting not available
Travel not required"
4764,"Full Time, C2H Corp-To-Corp, C2H W2",96,Depends On Experience,"UNIX, Systems Engineer, infrastructure, Cognos, healthcare, DB2, AIX,","Telecommuting not available
Travel not required"
4765,Full Time,96,Negotiable,"IT, PfM","Telecommuting not available
Travel not required"
4766,"Contract W2, 9-12mths+",96,60-80/hr,Cyber Security,"Telecommuting not available
Travel not required"
4767,Full Time,96,,"AML, Architecture, Bash, Configuration Management, Disaster Recovery, DNS, Exchange, Linux, Management, Networking, Project, Protocols, Python, Release, Security, SQL, SQL Server, SSL, System Administrator, VM, VMware, Windows","Telecommuting not available
Travel not required"
4768,,96,Market,,"Telecommuting not available
Travel not required"
4769,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6+ Months",96,Depends On Experience,"Force.com, Visual force, Apex, OOD, SFDC Developer Certification 401 must, 450 and 501 preferred, SOQL, SOSL","Telecommuting not available
Travel not required"
4770,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Contract",96,Negotiable,"Informatica, IDQ, Data Quality, Informatica Data Quality, Informatica, IDQ, Data Quality, Informatica Data Quality, Informatica, IDQ, Data Quality, Informatica Data Quality","Telecommuting not available
Travel not required"
4771,Full Time,96,Competitive,"Aerospace, Algorithms, Analysis, Architecture, Data Analysis, Development, Embedded, Embedded Software, Hardware, HTTP, Java, Linux, Management, Object Oriented Programming, Programming, Software Engineer","Telecommuting not available
Travel not required"
4772,"Full Time, Regular",96,,,"Telecommuting not available
Travel not required"
4773,Full Time,96,$135k to $150k,"Solid knowledge of N-tier architecture, UI, business layers and data layers desired,Any experience working with Adobe Photoshop, responsive web design, Webpage loading performance techniques","Telecommuting not available
Travel not required"
