company,date,detailUrl,jobTitle,job_listing_no,location,page
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/14160?src=19,Information Assurance Technician III,18601,Afg-bagram,373
Werk,2017-04-19,http://www.dice.com/job/result/RTX1bf4a9/4941321?src=19,Director of Engineering,18602,"New York, NY",373
Nordstrom,2017-04-23,http://www.dice.com/job/result/10211957a/291301?src=19,"Product Manager, Technology",18603,"Seattle, WA",373
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/CW2-136097625?src=19,Sr. Software Engineer - VOIP,18604,"Manhattan, NY",373
VeriCour,2017-04-21,http://www.dice.com/job/result/10338938/1041?src=19,Mobile iOS Software Engineering Manager,18605,"Golden, CO",373
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02710-9500375017?src=19,Network Engineer,18606,"Saddle Brook, NJ",373
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/DN2-135445053?src=19,Systems Designer and Engineer,18607,"Lakewood, CO",373
SESC,2017-03-31,http://www.dice.com/job/result/10112536/920899?src=19,QA Automation (SET),18608,"Washington, DC",373
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/SCE-NLPSalesEng-MA9?src=19,"NLP Sales Engineer - Pre-Sales, Post Sales, Python Queries",18609,"Boston, MA",373
Forbes Technical Consulting,2017-04-20,http://www.dice.com/job/result/10113925/816726?src=19,Technical Integration Lead,18610,"Chicago, IL",373
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/9427?src=19,"Sr Analyst, Systems",18611,"San Diego, CA",373
"Numeric Technologies, Inc.",2017-04-18,http://www.dice.com/job/result/10112037/895561?src=19,Senior iOS Developer,18612,"East Point, GA",373
"Talent Space, Inc.",2017-04-19,http://www.dice.com/job/result/10111962/SBAu-09?src=19,Senior Business Analyst/ Product Manager,18613,"San Francisco, CA",373
Bayforce,2017-04-20,http://www.dice.com/job/result/RTX161032/910469?src=19,THREE PLM Architect/Leads needed in MI!,18614,"Detroit, MI",373
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/524220?src=19,CMDB Analyst,18615,"Reston, VA",373
DreamzTech Solutions Inc.,2017-04-21,http://www.dice.com/job/result/90981228/967606?src=19,Java Application Developer,18616,"New York, NY",373
Avesta Computer Services,2017-04-22,http://www.dice.com/job/result/avesta/LSE0317?src=19,Java Developer (PERM),18617,"Jersey City, NJ",373
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITNRC1604526?src=19,Java Developer,18618,"Tampa, FL",373
Dovel Technologies,2017-04-18,http://www.dice.com/job/result/10122251/963024?src=19,Senior Software Engineer - Java,18619,"Rockville, MD",373
