job_listing_no,job_type,page,salary_info,technical_skills,travel_info
1901,Full Time,39,$90000 - $110000 per annum,"Hadoop, Python, Big Data","Telecommuting not available
Travel not required"
1902,Contract W2,39,70$,SqlDelevolper o	Teradata SQL Assist o	Altova XmlSpy; JSON Functional Domain Knowledge: o	BI/Analytics o	Retail o	Supply Chain o	Finance o,"Telecommuting not available
Travel not required"
1903,"C2H Independent, C2H W2, Perm",39,Market,"Data Analyst Job in Lake Forest, CA","Telecommuting not available
Travel not required"
1904,"Full Time, Full-time, Employee",39,"$150,000 - $250,000","Systems Programming, C++, Python, Data Storage, Object Storage, Big Data, Data Distribution, Network File System, REST Architecture, Amazon Web Services (AWS) - Systems Programming, C++, Python, Data Storage, Object Storage, Big Data, Data Distribution, Network File System, REST Architecture, Amazon Web Services (AWS)","Telecommuting not available
Travel not required"
1905,Contract W2,39,Depends On Experience,"Data Center Experience, Data Center Infrastructure, MS Project, MS PowerPoint, Access, Excel","Telecommuting not available
Travel not required"
1906,"Contract W2, C2H W2",39,Negotiable,"Analysis, Cabling, Mechanical, Metrics","Telecommuting not available
Travel not required"
1907,Full Time,39,Market,"Data Quality, Infosphere, Informatica","Telecommuting not available
Travel not required"
1908,Full Time,39,Depends On Experience,"DATA Integration, Enterprise Data warehouse,Data Transportation from source systems","Telecommuting not available
Travel not required"
1909,Full Time,39,,"Cabling, CCIE, CCNA, Cisco, Data Collection, Firewall, Foundation, Hardware, Multiplexers, Network Engineer, Routers, Security, Switches, Testing, Video","Telecommuting not available
Travel not required"
1910,"Contract Corp-To-Corp, Contract Independent, Contract W2, Long Term Contract",39,$66/hr - Per Day IC; $59 w2 or 3rd Party (Subcontract),"CISCO, ARCHITECTURE, ENGINEERING, BGP, Data, Network; Plusses Wireless","Telecommuting not available
Travel not required"
1911,"C2H W2, contract to hire",39,"30/hr, 60k","Data Analyst, Excel, strong communication skills","Telecommuting not available
Travel not required"
1912,"Contract Corp-To-Corp, Contract W2, 6 months extendable",39,$40-$50,data center,"Telecommuting not available
Travel not required"
1913,Full Time,39,"120,000","Cisco, Pre-sales, VMWare, Citrix, Engineer, CCDA","Telecommuting not available
Travel not required"
1914,"Full Time, Contract W2",39,Market,DB2 DBA Z/OS TSO SPUFI BMC Power Designer data modeling COBOL SAS,"Telecommuting not available
Travel not required"
1915,"Full Time, Full-Time",39,Competitive,"Applications Developer, Web Developer, Data Tier Developer, Microsoft Stack, SQL Server, TSQL, .NET, VB.NET, ASP.NET, C#, Angular JS, Visual Studio 2012, MVC, Bootstrap","Telecommuting not available
Travel required to 10%."
1916,"Contract Independent, Contract W2, Up to 3 months",39,Market,"Data Analyst in Round Rock, TX","Telecommuting not available
Travel not required"
1917,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",39,Depends On Experience,"knowledge with SSAS / MDX/ DAX OLAP Cube, DAX query SQL","Telecommuting not available
Travel not required"
1918,"Contract W2, 18+ months",39,Market (& Benefits),Data Analysis; Business Analysis; Data Mining; Business Objects or similar reporting tool. (Experience analyzing POS data would be very useful!),"Telecommuting not available
Travel not required"
1919,Full Time,39,,Sr. Data Security Analyst - Cyber Security Analyst,"Telecommuting not available
Travel not required"
1920,Full Time,39,,"Data Warehouse, Development, Lifecycle, Manager, Management, Oracle, PMP, Project, Project Management, Project Manager, SDLC","Telecommuting not available
Travel not required"
1921,Contract W2,39,Negotiable,,"Telecommuting not available
Travel not required"
1922,Full Time,39,,"Analysis, Architecture, Citrix, Database, Database Administration, Development, Exchange, Firmware, Hardware, Management, Modeling, Networks, PMP, Security, Simulation, System Architecture, Testing, VMware, vSphere","Telecommuting not available
Travel not required"
1923,Full Time,39,doee,MDM Master Data Management,"Telecommuting not available
Travel not required"
1924,Full Time,39,,".Net, Agile, Analytical Skills, Architecture, Business Requirements, Data Modeling, HTTP, Management, Modeling, Project","Telecommuting not available
Travel not required"
1925,Full Time,39,"120,000","Snowflake, Big Data, AWS, Kafka","Telecommuting not available
Travel not required"
1926,Full Time,39,,Senior Big Data Developer,"Telecommuting not available
Travel not required"
1927,"Contract W2, 12+ Months",39,Negotiable,"OOP, Open Source frameworks, libraries and tools (Git, Maven, Jenkiins),Big Data (Haddop,Cassandra,etc),4+years Java, Spark, Linux .4+years Java, Spark, Linux    Nice to have (Nifi or Cask or Talen","Telecommuting not available
Travel not required"
1928,"C2H W2, 95814",39,,Data Modeler,"Telecommuting not available
Travel not required"
1929,Full Time,39,,"BI Tools, CRM, Database, Data Warehouse, Disaster Recovery, Hadoop, HTTP, LAN, NoSQL, PostgreSQL, Python","Telecommuting not available
Travel not required"
