company,date,detailUrl,jobTitle,job_listing_no,location,page
HumanEdge,2017-04-14,http://www.dice.com/job/result/10182497/10004?src=19,"Manager, Business Intelligence",25851,"new york, NY",518
"K2 Partnering Solutions, Inc.",2017-04-03,http://www.dice.com/job/result/10112561/924259?src=19,Senior SAP BPC,25852,"San Francisco, CA",518
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/01120-0009238561?src=19,PHP Web Developer,25853,"Jacksonville, FL",518
Epsilon,2017-04-23,http://www.dice.com/job/result/appblok/3111_0083807?src=19,Information Security Engineer,25854,"Irving, TX",518
Xceltrait Inc.,2017-04-17,http://www.dice.com/job/result/10514335/930901?src=19,Service Now Developer,25855,"Downers Grove, IL",518
Kelly IT,2017-04-19,http://www.dice.com/job/result/10114756a/962320?src=19,"Project Associate - Plainsboro, NJ",25856,"Plainsboro, NJ",518
"iSpace, Inc",2017-04-22,http://www.dice.com/job/result/10106153/953396?src=19,IT Delivery Manager,25857,"Denver, CO",518
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/13351?src=19,"Sr Analyst, Info Security",25858,"Ft Meade, MD",518
VariQ Corporation,2017-04-23,http://www.dice.com/job/result/10286792/2457?src=19,Information Assurance/System Security Specialist,25859,"Washington, DC",518
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JM3-136167223?src=19,PLC Maintenance Technician for Distribution Center,25860,"Perris, CA",518
EBSCO Information Services,2017-04-21,http://www.dice.com/job/result/ebsco/9612?src=19,Software Engineer,25861,"Contoocook, NH",518
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02710-0009048594?src=19,Systems Engineer,25862,"Saddle Brook, NJ",518
Morrison & Foerster LLP,2017-04-22,http://www.dice.com/job/result/10301635/97433807?src=19,Network Engineer,25863,"San Francisco, CA",518
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/SL6-136119225?src=19,Full Stack Web Developer - Multi-Channel Digital Agency!,25864,"New York, NY",518
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/LF2-135093663?src=19,"Senior Software Architect- Java, Distributed Systems",25865,"Austin, TX",518
Harvey Nash USA,2017-04-23,http://www.dice.com/job/result/esi/BBBH41899-227?src=19,iOS Developer,25866,"Seattle, WA",518
Celedon Partners,2017-03-29,http://www.dice.com/job/result/10523315/eczb5t4waml-704950?src=19,Sr. CRM Developer,25867,"Redmond, WA",518
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/22509?src=19,OCONUS Technical Director,25868,Bel-brussels,518
SMVali Consulting LLC,2017-04-19,http://www.dice.com/job/result/90979357/964186?src=19,Active Directory Services Product lead,25869,"Harrisburg, PA",518
"Project One, Inc.",2017-04-20,http://www.dice.com/job/result/prjctone/17-00083?src=19,Program Director - Digital Technology Delivery,25870,"Stamford, CT",518
Compunnel Software Group Inc.,2017-04-19,http://www.dice.com/job/result/compun/888434?src=19,"SAP Basis Admin with Archiving Exp Needed at Houston, TX",25871,"Houston, TX",518
"NetSource, Inc.",2017-04-21,http://www.dice.com/job/result/NETSO/289?src=19,Sr. Electrical/Mechanical Engineer,25872,"San Rafael, CA",518
"Ace Info Solutions, Inc.",2017-04-10,http://www.dice.com/job/result/10115943/2017-3056?src=19,Senior Security Analyst/Senior Agency Liaison,25873,"Washington, DC",518
TempStaffingPartners,2017-04-05,http://www.dice.com/job/result/persona/946122?src=19,Network Change Control Analyst II [BH#33423],25874,"Chesterfield, MO",518
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/CS9-136401813?src=19,"Software Engineer - RELOCATE TO BENTONVILLE, HOME OF WALMART!",25875,"Kansas City, MO",518
Comrise,2017-04-21,http://www.dice.com/job/result/comrise/2017-26235?src=19,Tririga resource,25876,"Newark, NJ",518
GSRINC,2017-04-21,http://www.dice.com/job/result/gsr/746347?src=19,Documentum Architect,25877,"San Francisco, CA",518
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_185996BR?src=19,Systems Engineer III - OSS,25878,"Greenwood Village, CO",518
"Beacon Hill Staffing Group, LLC",2017-04-23,http://www.dice.com/job/result/10240573/MMG-684?src=19,API Engineer,25879,"Plymouth, MN",518
Tuesday Morning,2017-04-20,http://www.dice.com/job/result/10114515/TMC#?src=19,Systems Analyst (C# & SQL),25880,"Dallas, TX",518
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_190531BR-3?src=19,"Dir, IVR Apps Team",25881,"Greenwood Village, CO",518
Unison Systems Inc.,2017-04-23,http://www.dice.com/job/result/unison/4352?src=19,Billing System Analyst/Developer,25882,"Englewood, CO",518
Alion Science and Technology,2017-04-23,http://www.dice.com/job/result/10118964/23903-719?src=19,Lead Cyber Security Engineer-Machinery Controls,25883,"Philadelphia, PA",518
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/21705?src=19,Field Installation Engineer with Polygraph (Travel),25884,"McLean, VA",518
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/CB2-135646445?src=19,Salesforce Solution Architect,25885,"Milwaukee, WI",518
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1620302?src=19,Quality Assurance Analyst,25886,"Miramar, FL",518
Focus America Inc.,2017-04-20,http://www.dice.com/job/result/10262620/959984?src=19,SAP PP/QM/PM,25887,"Knoxville, TN",518
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/23096?src=19,Sr Systems Administrator,25888,"Ft. Leavenworth, KS",518
