job_listing_no,job_type,page,salary_info,technical_skills,travel_info
4251,"Contract Independent, Contract W2",86,BASED ON EXPERIENCE,"BUSINESS INTELLIGENCE, DB2, MS-SQL","Telecommuting not available
Travel not required"
4252,"Full Time, Direct Hire",86,$100-120K,Peoplesoft Financials Development,"Telecommuting not available
Travel not required"
4253,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Long-term",86,Market,"Electrical/Electronic, System design, Electrical Engineer, Board Design, EMI/EMC considerations, PCB","Telecommuting not available
Travel not required"
4254,Full Time,86,Depends On Experience,Some prior exposure to DevOPs would be helpful in this role,"Telecommuting not available
Travel not required"
4255,Full Time,86,$95000 - $130000 per annum,"Engineer, Software, IT, Software Engineer, Database","Telecommuting not available
Travel not required"
4256,Full Time,86,Competitive,"Aerospace, Algorithms, Analysis, Architecture, Data Analysis, Development, Embedded, Embedded Software, Hardware, HTTP, Java, Linux, Management, Object Oriented Programming, Programming, Software Engineer","Telecommuting not available
Travel not required"
4257,"Contract Corp-To-Corp, Contract Independent, Contract W2",86,Depends On Experience,"C#, .NET, Web API services, REST, web services, UX design, data flows, and .NET development, UI Design, Angular","Telecommuting not available
Travel not required"
4258,Contract W2,86,Depends On Experience,"ETL, mainframe, sas, sas base programming","Telecommuting not available
Travel not required"
4259,"Full Time, Full Time",86,,"Analysis, Architecture, Consulting, Data Architecture, HTML, JavaScript, Manager, Programming, Project, SQL, Testing, Validation","Telecommuting not available
Travel not required"
4260,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",86,,"Analysis, Audio Visual, BW, Cisco, Customer Service, Excel, Hardware, ISDN, Manager, Management, Microsoft Word, Multimedia, Networking, Programming, Project, Research, Scheduling, Supervision, Testing, Video, Windows","Telecommuting not available
Travel not required"
4261,Full Time,86,Depends On Experience,System Product Engineer,"Telecommuting not available
Travel not required"
4262,"Contract Independent, Contract W2, C2H Independent, C2H W2, 6 Months",86,Market,"MicroStrategy, MicroStrategy Mobile, Data Modeling","Telecommuting not available
Travel not required"
