company,date,detailUrl,jobTitle,job_listing_no,location,page
Eden Technologies,2017-03-30,http://www.dice.com/job/result/RTL030541/938096?src=19,IT Security Operations Contractor,19801,"Livingston, NJ",397
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1621975?src=19,IT Systems Administrator,19802,"Boca Raton, FL",397
Encore Tech,2017-03-27,http://www.dice.com/job/result/90932917/724405?src=19,Senior Network Engineer,19803,"Cincinnati, OH",397
Trinity Globaltech,2017-04-07,http://www.dice.com/job/result/9075602/7676910?src=19,DevOps-Delivery Project Lead,19804,"Raleigh, NC",397
Hire Velocity,2017-04-06,http://www.dice.com/job/result/10114838/948007?src=19,Senior Solutions Architect,19805,"Alpharetta, GA",397
Louisiana Economic Development,2017-04-18,http://www.dice.com/job/result/90833617/IBM425896?src=19,Cobol Developer,19806,"Monroe, LA",397
"Broadridge Financial Solutions, Inc",2017-04-23,http://www.dice.com/job/result/10238880/5000178126006?src=19,Quality Analyst,19807,"Owings Mills, MD",397
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/525184?src=19,Senior Quality Engineer,19808,"Wayne, PA",397
Harvey Nash USA,2017-04-23,http://www.dice.com/job/result/esi/41800-522?src=19,SAP Solutions Architect,19809,"Deerfield, MA",397
Nigel Frank International,2017-04-23,http://www.dice.com/job/result/10371697/MSDYNFLOLH-445?src=19,"Microsoft Dynamic Developer - Wellington, FL - Up to $120 - Ben",19810,"Wellington, FL",397
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/ES2-136023623?src=19,DevOps Engineer-Startup- Relo to Beautiful Mountain Town!,19811,"Billings, MT",397
Creospan,2017-04-13,http://www.dice.com/job/result/10202034/AK_AS2?src=19,Security Operations Center (SOC) Analyst,19812,"Northbrook, IL",397
RMS Computer Corporation,2017-04-21,http://www.dice.com/job/result/gsc/17-00192n?src=19,Software Automation PM/BA,19813,"Tampa, FL",397
Expedite Technology Solutions,2017-04-20,http://www.dice.com/job/result/10317972/ETS0307?src=19,Senior Java Developer,19814,"Atlanta, GA",397
American Recruiting & Consulting Group,2017-04-21,http://www.dice.com/job/result/ARINTL/921186?src=19,Citrix Network Engineer,19815,"Jacksonville, FL",397
