company,date,detailUrl,jobTitle,job_listing_no,location,page
Verizon,2017-04-23,http://www.dice.com/job/result/10241294/452961-1B?src=19,Senior IAM Security Architect,23101,"Greenwood Village, CO",463
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/00320-9500506269?src=19,.NET Developer - Applications,23102,"Los Angeles, CA",463
"Genuent, LLC",2017-04-23,http://www.dice.com/job/result/10228513/17-01985?src=19,Business Systems Analyst (Justice Case Mgmt. System),23103,"Las Vegas, NV",463
BONN Corporation,2017-04-17,http://www.dice.com/job/result/90988060/958745?src=19,Software Engineer,23104,"Las Vegas, NV",463
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/04130-9500485584?src=19,Desktop Support Analyst,23105,"Houston, TX",463
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITAQG1621355?src=19,Business Process Engineer,23106,"Philadelphia, PA",463
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/514747?src=19,Director Information Technology Audits,23107,"Harrisburg, PA",463
Sharp Decisions,2017-04-19,http://www.dice.com/job/result/sharpdec/922243?src=19,Senior backend Java Developer- DownTown Denver- No H1b- or 3rd party,23108,"Denver, CO",463
"Redolent, Inc",2017-04-18,http://www.dice.com/job/result/10170091/947511?src=19,Web Developer ( JavaScript / HTML / CSS / Photoshop ),23109,"San Bruno, CA",463
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITAQG1615544?src=19,Systems Engineer - VMware / SCCM / Scripting,23110,"New York, NY",463
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/123902?src=19,Client Services Coordinator,23111,"Boca Raton, FL",463
Xoriant Corporation,2017-04-19,http://www.dice.com/job/result/xorca001/Java_MB?src=19,"JAVA Web Developer  Senior  @ Atlanta, GA / 12+ Months/ In-Person Mandatory",23112,"Atlanta, GA",463
Macrosoft,2017-04-23,http://www.dice.com/job/result/10112696/965705?src=19,Middleware Architect / WebSphere Architect,23113,"Middletown, NJ",463
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/MM16-13669392?src=19,"Mechanical Engineer - SolidWorks, 3D Modeling",23114,"Blaine, MN",463
Business Knowledge Services,2017-04-20,http://www.dice.com/job/result/10109150/914807?src=19,E1 Application Developer,23115,"Attleboro, MA",463
Lotus TG Group,2017-04-18,http://www.dice.com/job/result/10511897/937707?src=19,Developer/Engineer (Cassandra & Spark:  7 positions for Billion Dollars  Client,23116,"Atlanta, GA",463
