company,date,detailUrl,jobTitle,job_listing_no,location,page
"Systems America, Inc",2017-04-18,http://www.dice.com/job/result/10107000/N_M12345?src=19,Mulesoft Consultant at Morrisville NC (need local candidate),23801,"Morrisville, NC",477
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/22449?src=19,HBSS IA / Security Specialist,23802,"Peterson Afb, CO",477
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/MS3-13666053?src=19,System Administrator,23803,"Parkersburg, WV",477
RCR Technology Corp.,2017-04-10,http://www.dice.com/job/result/10195612/951421?src=19,Bluetooth Software Engineer,23804,"Indianapolis, IN",477
"22nd Century Technologies, Inc.",2017-04-21,http://www.dice.com/job/result/90739239/SUCHIKA_SPSADMI?src=19,Sharepoint Administrator in Dahlgren VA with TS/SCI Clearance Must,23805,"Dahlgren, VA",477
Questeq,2017-04-21,http://www.dice.com/job/result/90884876/933372?src=19,Technology Specialist 1 - Wyalusing Area School District,23806,"Wyalusing, PA",477
IO Datasphere,2017-04-19,http://www.dice.com/job/result/10193654/4985MI-D?src=19,Server/Storage Administrator,23807,"Pontiac, MI",477
Hackett Group,2017-04-12,http://www.dice.com/job/result/10112501/850597?src=19,Remote BOBJ HANA SAP Consultants,23808,"Atlanta, GA",477
Estuate Inc.,2017-04-19,http://www.dice.com/job/result/10179895/954186?src=19,Senior UI Software Engineer_ Front End,23809,"Belmont, CA",477
MatchPoint Solutions,2017-04-21,http://www.dice.com/job/result/10230516/968543?src=19,NETWORK ENGINEER -DOCSIS,23810,"Denver, CO",477
"Superior Consulting Services, LLC",2017-04-18,http://www.dice.com/job/result/10118698/962325?src=19,SQL Developer - Database Administrator,23811,"Bloomington, MN",477
"Project One, Inc.",2017-04-20,http://www.dice.com/job/result/prjctone/17-00056?src=19,Native JavaScript Developer - Digital Media,23812,"New York, NY",477
"BeneSys, Inc.",2017-03-31,http://www.dice.com/job/result/RTX12bda7/939730?src=19,Programmer Analyst,23813,"Troy, MI",477
Verizon,2017-04-23,http://www.dice.com/job/result/10241294/450998-1A?src=19,Customer Experience Technology Architect,23814,"Piscataway, NJ",477
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/527642?src=19,Sr. Database Administrator,23815,"Indianapolis, IN",477
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/DR5-13662894?src=19,"Agile Project Manager - Agile, Jira Agile, PMP",23816,"Chicago, IL",477
Alans Group,2017-04-23,http://www.dice.com/job/result/10497505/7871704191?src=19,Project Manager with Mergers and Acquisitions,23817,"Jersey City, NJ",477
VoiceGlance,2017-04-21,http://www.dice.com/job/result/90907072/907816?src=19,"Lead Software Engineer (Spring, Java, AWS)",23818,"Danbury, CT",477
Technosmarts Inc,2017-04-23,http://www.dice.com/job/result/10109872/SBEQNETSTL?src=19,Sr. .NET Developer,23819,"Maryland Heights, MO",477
Klaviyo,2017-04-17,http://www.dice.com/job/result/90987205/930757?src=19,Solutions Engineer,23820,"Boston, MA",477
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/22734?src=19,"Assoc Administrator, Network",23821,"Peterson Afb, CO",477
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_191783BR?src=19,Network Engineer 2,23822,"Austin, TX",477
"Genuent, LLC",2017-04-23,http://www.dice.com/job/result/10228513/17-01985?src=19,Business Systems Analyst (Justice Case Mgmt. System),23823,"Las Vegas, NV",477
Tachyon Technologies LLC,2017-04-21,http://www.dice.com/job/result/10485596/JPC80-17968?src=19,S/4 HANA JVA Senior Consultant,23824,"Fort Worth, TX",477
ENEA,2017-04-10,http://www.dice.com/job/result/10275064/WW032916BK?src=19,Systems Avionics Engineer,23825,"Albuquerque, NM",477
"Crest Systems, Inc.",2017-04-20,http://www.dice.com/job/result/90971036/966392?src=19,PeopleSoft Financials Functional Lead with Brazilian country-specific,23826,"New York City, NY",477
Booz Allen Hamilton,2017-04-23,http://www.dice.com/job/result/booz/J3K3XP6NBMRBLVH8HF3?src=19,"Cloud Developer, Mid",23827,"McLean, VA",477
Advantage,2017-04-23,http://www.dice.com/job/result/tacman/Advantage_2801-25?src=19,Technical Business Analyst,23828,"Charlotte, NC",477
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_185859BR?src=19,Network Engineer II - DOCSIS,23829,"Centennial, CO",477
CBS Corporation,2017-04-23,http://www.dice.com/job/result/RTL129517/27560?src=19,Principal Engineer (Hyper Converged Infrastructure),23830,"Los Angeles, CA",477
OpenLogix Corporation,2017-04-20,http://www.dice.com/job/result/10211058/963629?src=19,Fullstack / Microservices Software Engineer,23831,"Framingham, MA",477
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/21432?src=19,Information Systems Security Officer,23832,"Fairfax, VA",477
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/GC3-136426512?src=19,"Senior Front End Developer - JavaScript, HTML5, CSS3",23833,"Fort Mill, SC",477
Travelport,2017-04-23,http://www.dice.com/job/result/90719168/4363BR?src=19,"Lead Business Analyst (Travel, Airline or GDS Industry)",23834,"Denver, CO",477
TekLink International Inc.,2017-04-20,http://www.dice.com/job/result/10113884/963792?src=19,Sr. Supply Chain Analyst/Consultant,23835,"Chicago, IL",477
Volt,2017-04-23,http://www.dice.com/job/result/10105694/29761-400?src=19,Systems Engineer,23836,"Rancho Cordova, CA",477
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/02100-9500490569?src=19,Systems Support Technician---Direct Hire---,23837,"Boston, MA",477
Verizon,2017-04-23,http://www.dice.com/job/result/10241294/452456-1A?src=19,DevOps Platform Software Developer,23838,"Temple Terrace, FL",477
Zar Technology Consulting,2017-04-21,http://www.dice.com/job/result/10122218/TC16814?src=19,Administrative Assistant-Legal,23839,"Jersey City, NJ",477
Opal Force Inc,2017-04-20,http://www.dice.com/job/result/90958274/RT-BH-4517?src=19,Solution Architect,23840,"San Ramon, CA",477
"URL Systems,Inc.",2017-04-18,http://www.dice.com/job/result/10398959/URL_1014?src=19,SAP SD Consultant,23841,"Las Vegas, NV",477
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/20320?src=19,"Administrator, Systems",23842,"Westminster, CO",477
TRU8 Solutions,2017-04-17,http://www.dice.com/job/result/90922909/891217?src=19,GRC Business Consultant,23843,"New York, NY",477
grep staff llc,2017-04-21,http://www.dice.com/job/result/10454688/945291?src=19,Implementation Consultant,23844,"Atlanta, GA",477
CalPERS,2017-04-14,http://www.dice.com/job/result/10221704/958902?src=19,CalPERS- Systems Software Specialist III (Technical) - JC-60098,23845,"Sacramento, CA",477
Cypress Group,2017-04-19,http://www.dice.com/job/result/10106564/689311?src=19,Java Developer,23846,"Lexington, MA",477
"Aureon IT, Inc",2017-03-31,http://www.dice.com/job/result/moderns/113001?src=19,Python Developer,23847,"Des Moines, IA",477
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/JC6-135814438?src=19,"Support Engineer - .NET, C#, Enterprise Technical Support",23848,"Orlando, FL",477
3A Soft Inc,2017-04-21,http://www.dice.com/job/result/10371845/ADA_ITCS_NY_713?src=19,"Natural 4/ADABAS, JCL mainframe programmer",23849,"New york, NY",477
Net2Source Inc.,2017-04-21,http://www.dice.com/job/result/10271304/920215?src=19,Azure with HDInsight or Eventhub experience,23850,"San Francisco, CA",477
