company,date,detailUrl,jobTitle,job_listing_no,location,page
"TrustMinds, Inc.",2017-04-21,http://www.dice.com/job/result/10336025/653043?src=19,SAS Developer - Contract to Hire,7301,"Wayne, PA",147
Themesoft Inc,2017-04-21,http://www.dice.com/job/result/10123197/Karthi-MDM?src=19,MDM Lead/Architect,7302,"Sunnyvale, CA",147
Sempera,2017-04-13,http://www.dice.com/job/result/10204120/957450?src=19,Partner Sales Coordinator,7303,"Aurora, CO",147
Pacific Seafood,2017-04-18,http://www.dice.com/job/result/RTX1a2c26/SYSTE01373?src=19,Systems Engineer,7304,"Clackamas, OR",147
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITWQG1613613?src=19,Cisco Network Datacenter Engineer,7305,"Tempe, AZ",147
"Dedicated Tech Services, Inc.",2017-04-22,http://www.dice.com/job/result/10113234/4721?src=19,Java Developer with JavaScript experience,7306,"Columbus, OH",147
Information Technology Engineering Corporation,2017-04-22,http://www.dice.com/job/result/10111360A/2565?src=19,Cyber Security Engineer,7307,"Arlington, VA",147
Boston Services,2017-04-17,http://www.dice.com/job/result/90910944/952459?src=19,MongoDB Architect,7308,"Jersey City, NJ",147
Robert Half Technology,2017-04-22,http://www.dice.com/job/result/rhalfint/02220-0009212886?src=19,Database Developer,7309,"Flint, MI",147
Next Step Systems,2017-04-22,http://www.dice.com/job/result/NEXIL001/891357?src=19,New Business Account Executive - G,7310,"Chicago, IL",147
Perennial Resources International,2017-04-07,http://www.dice.com/job/result/10124617/MLETLARCH?src=19,ETL Architect,7311,"Newtown, PA",147
Tuscany Enterprises,2017-04-19,http://www.dice.com/job/result/tuscany/959820?src=19,Senior Solutions Architect,7312,"Kansas City, MO",147
AETEA Information Technology Inc,2017-04-19,http://www.dice.com/job/result/cxaetea/707577?src=19,Scrum Master II,7313,"Wayne, PA",147
"Venetian Casino Resort, LLC",2017-04-11,http://www.dice.com/job/result/10204815/935105?src=19,"Architect, IT Software",7314,"Las Vegas, NV",147
NICE Systems,2017-04-22,http://www.dice.com/job/result/10115980/8497?src=19,Senior DevOps Engineer - CEA,7315,Raanana,147
"IRIS Software, Inc.",2017-04-19,http://www.dice.com/job/result/irissoft/ADDWHPR?src=19,Datawarehouse Architect,7316,Vega Baja,147
"Cherwell Software, Inc.",2017-04-20,http://www.dice.com/job/result/10476399/953991?src=19,Systems Administrator,7317,"Colorado Springs, CO",147
Net2Source Inc.,2017-04-21,http://www.dice.com/job/result/10271304/947653?src=19,Senior Android Developer/Lead,7318,"Philadelphia, PA",147
Synapse Business Systems,2017-04-20,http://www.dice.com/job/result/90929707/967459?src=19,ODI Architect,7319,"Miami, FL",147
IBM,2017-04-17,http://www.dice.com/job/result/ibmna/89304BR?src=19,Watson Health Innovations Cloud Network Engineer,7320,Multiple Cities,147
R & T  Consulting,2017-04-22,http://www.dice.com/job/result/rtcons/945853?src=19,Oracle Developer,7321,"New York, NY",147
CompuCom Systems Inc,2017-04-23,http://www.dice.com/job/result/rippblok/1552_3172_19648?src=19,Senior Solution Director (I),7322,"Charlotte, NC",147
Shain Associates,2017-04-17,http://www.dice.com/job/result/10145990/754916?src=19,SQL Server Developer,7323,"Hackensack, NJ",147
"V.L.S. Systems, Inc",2017-04-21,http://www.dice.com/job/result/10112454/924146?src=19,Denodo Admin,7324,"San Rafael, CA",147
Kellton Tech,2017-04-21,http://www.dice.com/job/result/cyberwsi/R-9899-FL?src=19,Java Developer,7325,"Orlando, FL",147
Primus Software Corp,2017-04-19,http://www.dice.com/job/result/primusga/560722?src=19,TALEO / FUSION / BI Quality Assurance_GA (2 positions),7326,"Atlanta, GA",147
TKSRCH LLC - Staffing Solutions,2017-04-13,http://www.dice.com/job/result/apech/SFO-DIRENG?src=19,Director / Manager Development,7327,"San Francisco, CA",147
