company,date,detailUrl,jobTitle,job_listing_no,location,page
The Tri-Com Consulting Group,2017-04-18,http://www.dice.com/job/result/tricomcg/898395?src=19,Part Time - Desktop Support - 20 hrs a week,4301,"Middletown, CT",87
DTG Consulting Solutions Inc.,2017-03-31,http://www.dice.com/job/result/datacny/940742?src=19,Tax Technologist,4302,"Livingston, NJ",87
Cognizant Technology Solutions,2017-03-28,http://www.dice.com/job/result/aces/00021792101?src=19,Senior Project manager - Infrastructure,4303,"New York, NY",87
"Pyramid Consulting, Inc.",2017-04-21,http://www.dice.com/job/result/pyrmid/17-08490?src=19,Agile Transformation Director (05),4304,"Atlanta, GA",87
CoSourcing Partners,2017-04-21,http://www.dice.com/job/result/10441471/892017?src=19,Exadata DBA,4305,"Westmont, IL",87
"Smartronix, Inc",2017-04-22,http://www.dice.com/job/result/10102108/1652?src=19,Certification and Accreditation Analyst,4306,"Albany, GA",87
Principle Solutions Group,2017-04-13,http://www.dice.com/job/result/10124296/SrWindows_KB?src=19,Senior Windows Engineer,4307,"Mason, OH",87
Srinav Inc.,2017-04-20,http://www.dice.com/job/result/10114049/965602?src=19,Agile Coach,4308,"Raleigh, NC",87
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5973235-670?src=19,Copy Editor,4309,"Los Angeles Metro Area, CA",87
Primesoft Consulting Services Inc,2017-04-21,http://www.dice.com/job/result/90838361/Azure?src=19,Azure Developer,4310,"Piscataway, NJ",87
BayOne Solutions,2017-04-21,http://www.dice.com/job/result/10494547/944747?src=19,Product Designer,4311,"San Mateo, CA",87
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17008901?src=19,GCS BU Chief Engineer 4,4312,"Annapolis Junction, MD",87
MTM Technologies,2017-04-21,http://www.dice.com/job/result/10227233/11496?src=19,Enterprise Network Architect,4313,"Arlington Heights, IL",87
Page Group,2017-04-23,http://www.dice.com/job/result/RTX15e33e/1236312-827?src=19,Prime Finance and Equities Application Support Lead,4314,"Manhattan, NY",87
Blue Canopy Group LLC,2017-04-17,http://www.dice.com/job/result/10113265/2177?src=19,Software Developer (Journeyman),4315,"Aberdeen, MD",87
Visionaire Partners,2017-04-17,http://www.dice.com/job/result/10294321/BHJOB2052_12960?src=19,ETL Developer - Oracle - Learn DataStage - BHJOB2052_12960,4316,"Atlanta, GA",87
Method360,2017-04-03,http://www.dice.com/job/result/10280980/759590?src=19,"SAP OTC Functional Consultant (Ramsey, NJ)",4317,"Ramsey, NJ",87
Starpoint Solutions LLC,2017-04-23,http://www.dice.com/job/result/10107614/STFSRCH00089173?src=19,"Production Support( Windows, Enterprise)",4318,"Scranton, PA",87
Entelli Consulting LLC,2017-04-20,http://www.dice.com/job/result/10112649/948525?src=19,Principal Architect,4319,"Chicago, IL",87
DIVERSIFIED TECHNICAL SERVICES,2017-04-07,http://www.dice.com/job/result/10211650/950357?src=19,PL/SQL Software Engineer,4320,"San Antonio, TX",87
Genesys Infotech,2017-04-20,http://www.dice.com/job/result/10119083/ScienceMD?src=19,Scientific Writrer,4321,"Gaithersburg, MD",87
York Solutions,2017-04-22,http://www.dice.com/job/result/york/RP__BO?src=19,Business Objects,4322,"Naperville, IL",87
Prosum,2017-04-20,http://www.dice.com/job/result/prosum/SO16490?src=19,"Network Engineer, Sr. |",4323,"Long beach, CA",87
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17006751?src=19,System Administrator 3/4,4324,"Fairfax, VA",87
Visionaire Partners,2017-04-17,http://www.dice.com/job/result/10294321/BHJOB2052_13214?src=19,Head of Product Management - BHJOB2052_13214,4325,"Atlanta, GA",87
Grapevine Technology,2017-04-17,http://www.dice.com/job/result/10243239/731254?src=19,Desktop Engineer,4326,"Stamford, CT",87
Concero Technology Group,2017-04-21,http://www.dice.com/job/result/10505061/968293?src=19,Software Architect (C# .Net),4327,"Saint Louis, MO",87
Healthcare IT Leaders,2017-04-22,http://www.dice.com/job/result/10358453/9107?src=19,Cerner Clinical Solution Consultant (NE US),4328,"New York, NY",87
"TEKsystems, Inc.",2017-04-23,http://www.dice.com/job/result/10105424/5941409-92?src=19,Developer,4329,"Albuquerque, Nm, NM",87
Concero Technology Group,2017-03-28,http://www.dice.com/job/result/10505061/935347?src=19,Tier 2 SQL Support Specialist,4330,"Saint Louis, MO",87
Access Staffing,2017-04-21,http://www.dice.com/job/result/accperny/7079883?src=19,Web Developer New Position!,4331,"New York, NY",87
CenturyLink,2017-04-22,http://www.dice.com/job/result/10226217/127812-en_US?src=19,Senior Sales Engineer- Financial Services- Chicago,4332,"Chicago, IL",87
ENSONO,2017-04-04,http://www.dice.com/job/result/90929546/943672?src=19,"Sr. Director, Client Services (IT Infra exp. mandatory)",4333,"Downers Grove, IL",87
VIVA USA INC,2017-04-21,http://www.dice.com/job/result/vivausa/KCAZSE1-10?src=19,Storage Engineer/Sr,4334,"Phoenix, AZ",87
"DHI Group, Inc.",2017-04-12,http://www.dice.com/job/result/dhi/864215?src=19,Senior Business Intelligence Engineer,4335,"Urbandale, IA",87
Netwoven,2017-04-13,http://www.dice.com/job/result/10359283/957373?src=19,Web Designer (SharePoint),4336,"Fremont, CA",87
Collabera,2017-04-05,http://www.dice.com/job/result/10208346R/2602_Vertica_NY?src=19,Vertica Database Developer,4337,"Pennington, NJ",87
comScore,2017-04-22,http://www.dice.com/job/result/10117623/2566?src=19,Sr Statistical Analyst,4338,"Reston, VA",87
"Planet Consulting, Inc.",2017-04-05,http://www.dice.com/job/result/planetne/cybersecurityco?src=19,Cyber Security Architect,4339,"Denver, CO",87
CACI,2017-04-22,http://www.dice.com/job/result/caci/126853?src=19,"Network Specialist (Entry Level) (Secret Clearance) - USAF AOC - Langley AFB, Virginia",4340,"Langley Afb, VA",87
Vaco-Columbus,2017-04-23,http://www.dice.com/job/result/10115369/LM41717-686?src=19,Java UI Architect (10 years software development/architecture),4341,"Columbus, OH",87
Genoa International Solutions,2017-04-17,http://www.dice.com/job/result/10112865/959907?src=19,Technical Business Analyst with Marketing Background,4342,"Palmetto, FL",87
Global Technology Solutions Group (GTSG),2017-03-24,http://www.dice.com/job/result/10110459/aix-arch-az?src=19,Sr AIX & Windows Architect,4343,"Scottsdale, AZ",87
IMS,2017-04-23,http://www.dice.com/job/result/imssvs/BBBH5729-53?src=19,"MS SQL, SSIS, SSRS Reports Developer - No C2C",4344,"Fountain Valley, CA",87
Thoughtwave Software and Solutions,2017-04-21,http://www.dice.com/job/result/10334366/412174TWSS-1884?src=19,SQL DBA,4345,"Chicago, IL",87
ASB Resources,2017-04-20,http://www.dice.com/job/result/10311390/967392?src=19,Windows Server System Engineer,4346,"Paramus, NJ",87
"ATR International, Inc.",2017-04-18,http://www.dice.com/job/result/10117022/Tyler_ATR132097?src=19,OFSAA Administrator,4347,"Charlotte, NC",87
NORTHROP GRUMMAN,2017-04-22,http://www.dice.com/job/result/ngitbot/17007629?src=19,Hardware Systems Engineer 2/3,4348,"Chantilly, VA",87
CenturyLink,2017-04-22,http://www.dice.com/job/result/10226217/133412-en_US?src=19,Senior Sales Engineer,4349,"Des Moines, IA",87
Boars Head Provisions,2017-04-21,http://www.dice.com/job/result/RTX11dc69/1316?src=19,"System Support Specialist (Boar's Head Provisions Co., Inc.)",4350,"Jarratt, VA",87
