company,date,detailUrl,jobTitle,job_listing_no,location,page
"Prokarma, Inc.",2017-04-21,http://www.dice.com/job/result/10116288/956453?src=19,Scrum Master,18351,"Atlanta, GA",368
Atlantic Partners,2017-04-21,http://www.dice.com/job/result/10124549/BL-ISL-NJ?src=19,Integration Services Lead- Contract- W2 Only,18352,"New Brunswick, NJ",368
"Agile Enterprise Solutions, Inc.",2017-04-21,http://www.dice.com/job/result/10122877/PRA_CSECURITY?src=19,Cloud Security Architect - Locals only,18353,"Seattle, WA",368
Forsys Inc.,2017-04-06,http://www.dice.com/job/result/90896916/Aooo14?src=19,SAP CRM consultant,18354,"Palo Alto, CA",368
Lloyd Information Technology,2017-03-24,http://www.dice.com/job/result/lloydmel/JSC0307?src=19,Java Scala Developer,18355,"Norwalk, CT",368
Noble1,2017-04-18,http://www.dice.com/job/result/90884761/301?src=19,Qlikview Operations Lead,18356,"Atlanta, GA",368
Robert Half Technology,2017-04-23,http://www.dice.com/job/result/rhalfint/01340-9500497201?src=19,Network Engineer,18357,"Chicago, IL",368
General Dynamics Information Technology,2017-04-23,http://www.dice.com/job/result/90979310/18053?src=19,"Sr Engineer, Network",18358,Gbr-molesworth,368
Catapult Recruiting,2017-04-19,http://www.dice.com/job/result/80121007/874572?src=19,Systems Support Specialist,18359,"Portland, OR",368
VariQ Corporation,2017-04-23,http://www.dice.com/job/result/10286792/2647?src=19,Senior Cybersecurity Analyst,18360,"Virginia, VA",368
Cynet Systems,2017-04-20,http://www.dice.com/job/result/10516350/NY_Directo_0420?src=19,Director Compensation & HRIS - Direct Hire / Fulltime / Perm,18361,"New York, NY",368
Vertex Computer Systems,2017-04-18,http://www.dice.com/job/result/10113370/TCPG0418?src=19,Front End Developer,18362,"Cincinnati, OH",368
"Questa Technology, Inc.",2017-04-20,http://www.dice.com/job/result/10447613/QBH685?src=19,SAP FICO Lead,18363,"Nashville, TN",368
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITAQG1621355?src=19,Business Process Engineer,18364,"Philadelphia, PA",368
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/AM10-136505910?src=19,"Director of Digital Ad Operations - DSP, audience targeting, DMP",18365,"Langhorne, PA",368
National Association of Realtors,2017-04-11,http://www.dice.com/job/result/RTX1bf8ab/4953551?src=19,Director of MLS Compliance,18366,"Richmond, VA",368
GM Financial,2017-04-23,http://www.dice.com/job/result/10120555/201627154-919?src=19,Solutions Architect II,18367,"Arlington, TX",368
