company,date,detailUrl,jobTitle,job_listing_no,location,page
IBM,2017-04-04,http://www.dice.com/job/result/ibmiirc/90031BR?src=19,ETL Developer,4801,"Annapolis Junction, MD",97
FEi Systems,2017-04-22,http://www.dice.com/job/result/10408081/17-00003?src=19,DBA Team Lead,4802,"Columbia, MD",97
Software Guidance & Assistance,2017-04-22,http://www.dice.com/job/result/sgainc/17-01443?src=19,Business Analyst,4803,"Columbus, OH",97
SMCI,2017-04-21,http://www.dice.com/job/result/10116563/D170161?src=19,"Project Manager - Global Financial Services, consulting, corporate planning",4804,"Tempe, AZ",97
"Archer I.T., LLC",2017-04-12,http://www.dice.com/job/result/10340096/bm052216?src=19,Core Java Developer with Strong Multi-threading and Computer Science!,4805,"Jersey City, NJ",97
SUPERMICRO COMPUTER INC,2017-04-21,http://www.dice.com/job/result/10172660/968315?src=19,System Engineer (SC16572),4806,"San Jose, CA",97
Mitchell Martin,2017-04-22,http://www.dice.com/job/result/mitchmar1/MITCA000J6783?src=19,Developer - Level 3 Exempt IT Professional,4807,"New York, NY",97
Apple Inc.,2017-04-22,http://www.dice.com/job/result/applecup/56909854?src=19,"Biomedical Hardware Engineer, Health Technologies",4808,"Cupertino, CA",97
TechSpace Solutions Inc.,2017-04-21,http://www.dice.com/job/result/90977120/968230?src=19,Hadoop Lead / Architect (Atleast 15 years experience is Must),4809,"Monmouth Junction, NJ",97
The Armada Group,2017-04-22,http://www.dice.com/job/result/armada/7891?src=19,Control Engineer,4810,"Sunnyvale, CA",97
"Cluster Software, Inc.",2017-04-14,http://www.dice.com/job/result/10112083/86984724?src=19,MS Dynamics CRM expert,4811,"Columbus, OH",97
Strategic Staffing Solutions,2017-04-17,http://www.dice.com/job/result/sssmi/129278?src=19,Metadata Analyst (130563),4812,"Bloomfield, CT",97
Sparksoft,2017-04-03,http://www.dice.com/job/result/10197954/942737?src=19,Informatica Developer,4813,"Jefferson City, MO",97
"Projas Technologies, LLC",2017-04-18,http://www.dice.com/job/result/10126850/ENTRY-ETL?src=19,Entry Level BigData / ETL / DW Engineer / OBIEE,4814,"Santa Clara, CA",97
ComTec Information Systems,2017-04-12,http://www.dice.com/job/result/10121335/RT_CCSEFL0404?src=19,C/C++ Software Engineer,4815,"Orlando, FL",97
